season,lg,player,player_id,age,team,pos,g,gs,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,on_court_plus_minus_per_100_poss,net_plus_minus_per_100_poss,bad_pass_turnover,lost_ball_turnover,shooting_foul_committed,offensive_foul_committed,shooting_foul_drawn,offensive_foul_drawn,points_generated_by_assists,and1,fga_blocked
2024,NBA,Dexter Dennis,dennide01,24,DAL,SG,4,0,30,0.0,48.0,52.0,0.0,0.0,-11.2,-13.5,3,0,1,0,3,0.0,9,3,0
2024,NBA,DeMar DeRozan,derozde01,34,CHI,SF,79,79,2989,0.0,2.0,52.0,45.0,0.0,-1.2,0.8,79,36,87,10,277,15.0,1044,71,75
2024,NBA,Moussa Diabaté,diabamo01,22,LAC,C,11,0,64,0.0,0.0,0.0,0.0,100.0,3.4,-0.2,1,0,2,0,5,1.0,11,0,3
2024,NBA,Mamadi Diakite,diakima01,27,2TM,PF,6,0,24,0.0,0.0,0.0,100.0,0.0,6.8,9.5,0,0,1,0,3,0.0,5,0,0
2024,NBA,Mamadi Diakite,diakima01,27,SAS,PF,3,0,16,0.0,0.0,0.0,100.0,0.0,16.1,22.6,0,0,1,0,3,0.0,5,0,0
2024,NBA,Mamadi Diakite,diakima01,27,NYK,PF,3,0,8,0.0,0.0,0.0,100.0,0.0,-11.8,-16.6,0,0,0,0,0,0.0,0,0,0
2024,NBA,Hamidou Diallo,diallha01,25,WAS,SG,2,0,5,0.0,100.0,0.0,0.0,0.0,34.4,43.8,1,0,1,0,0,0.0,2,0,0
2024,NBA,Gradey Dick,dickgr01,20,TOR,SG,60,17,1268,1.0,25.0,46.0,28.0,0.0,-14.4,-11.7,26,16,50,3,19,8.0,169,4,26
2024,NBA,Ousmane Dieng,diengou01,20,OKC,PF,33,0,365,0.0,0.0,14.0,68.0,18.0,1.2,-7.4,9,9,13,1,8,1.0,93,2,3
2024,NBA,Spencer Dinwiddie,dinwisp01,30,2TM,PG,76,52,2152,74.0,25.0,1.0,0.0,0.0,1.0,3.9,57,15,61,12,100,11.0,882,23,18
2024,NBA,Spencer Dinwiddie,dinwisp01,30,BRK,PG,48,48,1474,89.0,11.0,0.0,0.0,0.0,-1.7,2.1,40,8,43,9,77,5.0,723,18,16
2024,NBA,Spencer Dinwiddie,dinwisp01,30,LAL,PG,28,4,678,42.0,54.0,4.0,0.0,0.0,6.9,7.8,17,7,18,3,23,6.0,159,5,2
2024,NBA,Donte DiVincenzo,divindo01,27,NYK,SG,81,63,2360,1.0,77.0,21.0,0.0,0.0,3.1,-4.1,61,25,76,12,40,18.0,504,8,32
2024,NBA,Luka Dončić,doncilu01,24,DAL,PG,70,70,2624,74.0,26.0,0.0,0.0,0.0,5.3,9.4,200,61,77,7,283,12.0,1636,78,50
2024,NBA,Luguentz Dort,dortlu01,24,OKC,SF,79,79,2246,0.0,7.0,70.0,23.0,0.0,8.7,1.7,29,22,105,15,73,56.0,275,14,31
2024,NBA,Ayo Dosunmu,dosunay01,24,CHI,SG,76,37,2212,9.0,56.0,35.0,1.0,0.0,-3.1,-3.9,50,32,80,7,51,6.0,573,10,59
2024,NBA,Jeff Dowtin,dowtije01,26,PHI,PG,12,0,142,52.0,42.0,5.0,0.0,0.0,5.9,3.0,2,2,0,1,3,2.0,65,2,2
2024,NBA,Henri Drell,drellhe01,23,CHI,SF,4,0,30,0.0,0.0,0.0,93.0,7.0,13.2,14.8,2,0,3,0,0,0.0,9,0,1
2024,NBA,Andre Drummond,drumman01,30,CHI,C,79,10,1351,0.0,0.0,0.0,0.0,100.0,0.9,3.4,23,16,54,25,102,4.0,87,16,42
2024,NBA,Chris Duarte,duartch01,26,SAC,SF,59,11,719,0.0,34.0,63.0,3.0,0.0,-3.1,-5.3,10,8,38,2,13,14.0,101,2,11
2024,NBA,David Duke Jr.,dukeda01,24,SAS,SG,4,0,51,0.0,13.0,82.0,5.0,0.0,5.7,12.2,2,0,1,0,1,2.0,12,1,0
2024,NBA,Kris Dunn,dunnkr01,29,UTA,PG,66,32,1249,73.0,26.0,1.0,0.0,0.0,0.2,7.5,49,17,69,6,14,4.0,623,2,19
2024,NBA,Kevin Durant,duranke01,35,PHO,PF,75,75,2791,0.0,0.0,6.0,85.0,9.0,5.2,6.7,118,94,68,14,180,11.0,895,46,49
2024,NBA,Jalen Duren,durenja01,20,DET,C,61,60,1777,0.0,0.0,0.0,0.0,100.0,-8.3,1.1,48,37,102,37,95,1.0,334,29,47
2024,NBA,Tari Eason,easonta01,22,HOU,PF,22,0,480,0.0,1.0,40.0,59.0,0.0,10.7,10.9,9,3,31,2,16,2.0,65,5,17
2024,NBA,Anthony Edwards,edwaran01,22,MIN,SG,79,78,2770,3.0,73.0,24.0,0.0,0.0,7.4,2.8,112,91,61,15,240,1.0,1024,69,56
2024,NBA,Kessler Edwards,edwarke02,23,SAC,SF,54,0,275,0.0,3.0,54.0,40.0,3.0,-4.4,-6.1,3,0,17,0,5,4.0,38,1,6
2024,NBA,Keon Ellis,elliske01,24,SAC,SG,57,21,978,13.0,63.0,24.0,0.0,0.0,5.5,5.5,22,8,63,2,12,8.0,212,2,6
2024,NBA,Joel Embiid,embiijo01,29,PHI,C,39,39,1309,0.0,0.0,0.0,0.0,100.0,9.6,10.0,58,57,66,27,198,2.0,549,35,52
2024,NBA,Drew Eubanks,eubandr01,26,PHO,C,75,6,1169,0.0,0.0,0.0,0.0,100.0,-4.8,-11.3,22,12,58,21,40,5.0,156,8,23
2024,NBA,Tosan Evbuomwan,evbuoto01,22,2TM,SF,17,8,367,0.0,3.0,26.0,71.0,0.0,-16.1,-8.0,5,2,17,1,13,2.0,41,1,5
2024,NBA,Tosan Evbuomwan,evbuoto01,22,MEM,SF,4,0,74,0.0,13.0,75.0,11.0,0.0,-17.8,-10.7,1,0,4,0,0,1.0,16,0,1
2024,NBA,Tosan Evbuomwan,evbuoto01,22,DET,SF,13,8,293,0.0,0.0,14.0,86.0,0.0,-15.6,-7.3,4,2,13,1,13,1.0,25,1,4
2024,NBA,Dante Exum,exumda01,28,DAL,PG,55,17,1088,100.0,0.0,0.0,0.0,0.0,10.8,12.0,22,20,37,3,31,20.0,380,5,18
2024,NBA,Bruno Fernando,fernabr01,25,ATL,C,45,2,682,0.0,0.0,0.0,0.0,100.0,-5.6,-4.0,15,8,61,19,49,2.0,114,11,23
2024,NBA,Dorian Finney-Smith,finnedo01,30,BRK,PF,68,56,1934,0.0,2.0,39.0,45.0,14.0,-1.5,2.8,29,12,71,9,18,1.0,263,2,18
2024,NBA,Adam Flagler,flaglad01,24,OKC,SG,2,0,14,100.0,0.0,0.0,0.0,0.0,7.6,-0.4,0,0,0,0,0,0.0,11,0,0
2024,NBA,Malachi Flynn,flynnma01,25,3TM,PG,69,0,876,94.0,6.0,0.0,0.0,0.0,-9.9,-3.5,35,16,25,7,27,3.0,313,5,19
2024,NBA,Malachi Flynn,flynnma01,25,TOR,PG,31,0,474,88.0,12.0,0.0,0.0,0.0,-7.2,-0.8,16,10,16,4,8,3.0,179,2,6
2024,NBA,Malachi Flynn,flynnma01,25,NYK,PG,14,0,60,100.0,0.0,0.0,0.0,0.0,-3.4,-8.3,1,1,1,0,5,0.0,13,1,3
2024,NBA,Malachi Flynn,flynnma01,25,DET,PG,24,0,342,100.0,0.0,0.0,0.0,0.0,-14.8,-6.5,18,5,8,3,14,0.0,121,2,10
2024,NBA,Simone Fontecchio,fontesi01,28,2TM,SF,66,43,1644,0.0,0.0,74.0,26.0,0.0,-0.8,6.9,33,19,50,8,33,6.0,233,9,35
2024,NBA,Simone Fontecchio,fontesi01,28,UTA,SF,50,34,1160,0.0,1.0,90.0,9.0,0.0,-0.1,6.8,23,14,38,7,19,3.0,172,4,21
2024,NBA,Simone Fontecchio,fontesi01,28,DET,SF,16,9,484,0.0,0.0,33.0,67.0,0.0,-2.6,7.2,10,5,12,1,14,3.0,61,5,14
2024,NBA,Jordan Ford,fordjo01,25,SAC,PG,6,0,22,100.0,0.0,0.0,0.0,0.0,28.1,26.9,1,0,0,0,0,0.0,6,0,0
2024,NBA,Trent Forrest,forretr01,25,ATL,SG,38,0,414,40.0,54.0,6.0,0.0,0.0,-10.7,-9.4,11,6,17,1,6,2.0,223,1,5
2024,NBA,Evan Fournier,fournev01,31,2TM,SG,32,0,580,0.0,44.0,56.0,0.0,0.0,-12.3,-4.9,11,8,29,0,13,2.0,109,2,6
2024,NBA,Evan Fournier,fournev01,31,NYK,SG,3,0,39,0.0,12.0,88.0,0.0,0.0,-17.1,-22.1,0,0,3,0,1,0.0,6,0,0
2024,NBA,Evan Fournier,fournev01,31,DET,SG,29,0,541,0.0,46.0,54.0,0.0,0.0,-12.0,-3.6,11,8,26,0,12,2.0,103,2,6
2024,NBA,De'Aaron Fox,foxde01,26,SAC,PG,74,74,2659,100.0,0.0,0.0,0.0,0.0,3.1,5.5,106,71,88,10,186,21.0,1031,44,68
2024,NBA,Javon Freeman-Liberty,freemja01,24,TOR,PG,22,6,403,88.0,12.0,0.0,0.0,0.0,-18.3,-13.2,13,6,12,4,15,2.0,96,1,15
2024,NBA,Alex Fudge,fudgeal01,20,2TM,SF,6,0,40,0.0,0.0,38.0,62.0,0.0,-42.4,-44.2,0,1,1,0,1,0.0,0,0,2
2024,NBA,Alex Fudge,fudgeal01,20,LAL,SF,4,0,14,0.0,0.0,0.0,100.0,0.0,-71.3,-72.0,0,1,0,0,1,0.0,0,0,1
2024,NBA,Alex Fudge,fudgeal01,20,DAL,SF,2,0,26,0.0,0.0,58.0,42.0,0.0,-26.9,-29.2,0,0,1,0,0,0.0,0,0,1
2024,NBA,Markelle Fultz,fultzma01,25,ORL,PG,43,18,910,59.0,41.0,0.0,0.0,0.0,0.6,-1.5,29,14,33,5,18,2.0,291,7,27
2024,NBA,Andrew Funk,funkan01,24,CHI,SG,5,0,13,47.0,50.0,3.0,0.0,0.0,19.4,20.8,0,0,0,0,0,0.0,0,0,1
2024,NBA,Wenyen Gabriel,gabriwe01,26,MEM,PF,5,0,81,0.0,8.0,75.0,16.0,0.0,-10.3,-3.1,2,2,2,4,3,0.0,7,1,2
2024,NBA,Daniel Gafford,gaffoda01,25,2TM,PF,74,66,1815,0.0,0.0,0.0,4.0,96.0,-2.8,3.3,25,21,159,22,88,16.0,254,20,34
2024,NBA,Daniel Gafford,gaffoda01,25,WAS,C,45,45,1192,0.0,0.0,0.0,0.0,100.0,-7.6,2.3,16,13,109,13,59,14.0,150,10,24
2024,NBA,Daniel Gafford,gaffoda01,25,DAL,PF,29,21,623,0.0,0.0,0.0,11.0,89.0,6.5,5.2,9,8,50,9,29,2.0,104,10,10
2024,NBA,Danilo Gallinari,gallida01,35,3TM,SF,49,0,630,0.0,0.0,10.0,27.0,63.0,-9.3,-3.3,7,14,30,1,36,2.0,134,7,8
2024,NBA,Danilo Gallinari,gallida01,35,WAS,PF,26,0,385,0.0,0.0,0.0,9.0,91.0,-11.3,-2.2,3,7,20,1,17,2.0,76,3,4
2024,NBA,Danilo Gallinari,gallida01,35,DET,SF,6,0,90,0.0,0.0,7.0,48.0,45.0,10.6,19.9,0,1,5,0,11,0.0,31,2,2
2024,NBA,Danilo Gallinari,gallida01,35,MIL,SF,17,0,155,0.0,1.0,37.0,59.0,3.0,-15.8,-19.2,4,6,5,0,8,0.0,27,2,2
2024,NBA,Darius Garland,garlada01,24,CLE,PG,57,57,1901,100.0,0.0,0.0,0.0,0.0,1.8,-1.6,104,40,36,9,72,16.0,878,15,48
2024,NBA,Usman Garuba,garubus01,21,GSW,PF,6,0,18,0.0,0.0,0.0,10.0,90.0,-32.2,-35.1,1,1,2,0,1,0.0,2,0,2
2024,NBA,Luka Garza,garzalu01,25,MIN,C,25,0,122,0.0,0.0,0.0,0.0,100.0,0.9,-5.8,3,3,13,0,12,5.0,10,3,5
2024,NBA,Kaiser Gates,gateska01,27,NOP,SF,1,0,7,0.0,0.0,0.0,100.0,0.0,-12.5,-17.2,0,0,0,0,0,0.0,0,0,1
2024,NBA,Keyonte George,georgke01,20,UTA,PG,75,44,2023,99.0,2.0,0.0,0.0,0.0,-8.9,-8.1,115,47,31,9,103,24.0,794,24,51
2024,NBA,Paul George,georgpa01,33,LAC,PF,74,74,2502,0.0,0.0,3.0,86.0,11.0,8.9,14.3,82,36,88,24,117,19.0,619,28,55
2024,NBA,Taj Gibson,gibsota01,38,2TM,PF,20,1,204,0.0,0.0,0.0,44.0,56.0,-6.9,-9.5,0,2,18,3,1,0.0,26,0,3
2024,NBA,Taj Gibson,gibsota01,38,NYK,PF,16,1,165,0.0,0.0,0.0,39.0,61.0,-6.2,-11.4,0,2,17,3,1,0.0,22,0,1
2024,NBA,Taj Gibson,gibsota01,38,DET,PF,4,0,39,0.0,0.0,0.0,62.0,38.0,-10.1,-1.2,0,0,1,0,0,0.0,4,0,2
2024,NBA,Josh Giddey,giddejo01,21,OKC,SG,80,80,2011,1.0,60.0,34.0,5.0,0.0,8.2,0.5,92,50,63,12,63,3.0,915,21,70
2024,NBA,Harry Giles,gilesha01,25,2TM,C,23,0,100,0.0,0.0,0.0,50.0,50.0,-21.0,-18.8,2,2,12,2,8,0.0,14,3,2
2024,NBA,Harry Giles,gilesha01,25,BRK,C,16,0,81,0.0,0.0,0.0,43.0,57.0,-4.7,-1.8,2,2,12,2,8,0.0,14,3,1
2024,NBA,Harry Giles,gilesha01,25,LAL,C,7,0,19,0.0,0.0,0.0,79.0,21.0,-90.5,-91.4,0,0,0,0,0,0.0,0,0,1
2024,NBA,Shai Gilgeous-Alexander,gilgesh01,25,OKC,PG,75,75,2553,98.0,2.0,0.0,0.0,0.0,11.9,11.4,67,57,99,14,272,11.0,1175,74,77
2024,NBA,Anthony Gill,gillan01,31,WAS,PF,50,3,466,0.0,0.0,2.0,29.0,70.0,-0.1,10.4,14,5,25,3,13,2.0,86,2,16
2024,NBA,Collin Gillespie,gilleco01,24,DEN,PG,24,0,225,100.0,0.0,0.0,0.0,0.0,4.5,-1.1,7,1,10,2,6,2.0,64,2,3
2024,NBA,Jacob Gilyard,gilyaja01,25,2TM,PG,41,14,699,100.0,0.0,0.0,0.0,0.0,-12.3,-6.2,25,3,18,0,1,2.0,344,1,5
2024,NBA,Jacob Gilyard,gilyaja01,25,MEM,PG,37,14,654,100.0,0.0,0.0,0.0,0.0,-12.4,-6.0,24,3,16,0,1,2.0,327,1,5
2024,NBA,Jacob Gilyard,gilyaja01,25,BRK,PG,4,0,45,100.0,0.0,0.0,0.0,0.0,-10.8,-7.9,1,0,2,0,0,0.0,17,0,0
2024,NBA,Rudy Gobert,goberru01,31,MIN,C,76,76,2593,0.0,0.0,0.0,0.0,100.0,8.4,5.2,32,30,120,38,166,14.0,265,42,55
2024,NBA,Jordan Goodwin,goodwjo01,25,2TM,PG,57,12,1055,81.0,17.0,2.0,0.0,0.0,-4.1,-2.7,36,15,48,2,23,2.0,367,5,28
2024,NBA,Jordan Goodwin,goodwjo01,25,PHO,PG,40,0,558,97.0,3.0,0.0,0.0,0.0,-1.6,-5.6,17,8,24,1,9,2.0,181,3,16
2024,NBA,Jordan Goodwin,goodwjo01,25,MEM,PG,17,12,497,64.0,32.0,4.0,0.0,0.0,-6.9,0.5,19,7,24,1,14,0.0,186,2,12
2024,NBA,Aaron Gordon,gordoaa01,28,DEN,PF,73,73,2297,0.0,0.0,0.0,90.0,10.0,9.1,8.5,44,29,87,20,140,7.0,630,41,57
2024,NBA,Eric Gordon,gordoer01,35,PHO,SG,68,24,1893,17.0,48.0,36.0,0.0,0.0,3.6,0.7,40,16,46,6,31,3.0,330,9,40
2024,NBA,Devonte' Graham,grahade01,28,SAS,PG,23,0,313,62.0,38.0,0.0,0.0,0.0,4.4,11.7,13,1,7,0,8,1.0,116,4,4
2024,NBA,Jerami Grant,grantje01,29,POR,PF,54,54,1830,0.0,0.0,41.0,53.0,6.0,-9.6,-0.5,47,47,66,14,136,14.0,380,27,64
2024,NBA,RaiQuan Gray,grayra01,24,SAS,PF,3,0,39,0.0,0.0,0.0,27.0,73.0,14.6,21.1,1,0,0,0,0,0.0,14,0,1
2024,NBA,A.J. Green,greenaj01,24,MIL,SG,56,0,614,20.0,65.0,15.0,0.0,0.0,4.8,2.3,7,3,24,0,4,8.0,72,2,3
2024,NBA,Danny Green,greenda02,36,PHI,SG,2,0,18,0.0,50.0,50.0,0.0,0.0,-3.0,-6.0,0,0,1,0,0,0.0,2,0,0
2024,NBA,Draymond Green,greendr01,33,GSW,PF,55,52,1490,0.0,0.0,3.0,80.0,17.0,5.6,4.6,101,11,83,21,33,29.0,789,7,18
2024,NBA,Javonte Green,greenja02,30,CHI,SF,9,5,230,0.0,3.0,78.0,19.0,0.0,6.6,8.5,2,3,12,0,7,0.0,12,3,4
2024,NBA,Jalen Green,greenja05,21,HOU,SG,82,82,2601,12.0,85.0,3.0,0.0,0.0,-0.5,-4.7,81,82,58,16,162,6.0,688,45,108
2024,NBA,Jeff Green,greenje02,37,HOU,PF,78,6,1307,0.0,0.0,9.0,69.0,23.0,-1.9,-4.6,10,8,63,20,74,4.0,171,16,16
2024,NBA,Josh Green,greenjo02,23,DAL,SG,57,33,1505,1.0,37.0,60.0,2.0,0.0,-2.1,-6.9,32,15,45,12,22,29.0,320,6,30
2024,NBA,AJ Griffin,griffaj01,20,ATL,SF,20,0,171,0.0,5.0,58.0,36.0,1.0,-13.7,-12.0,4,3,3,0,1,0.0,13,0,3
2024,NBA,Quentin Grimes,grimequ01,23,2TM,SG,51,18,1025,0.0,82.0,17.0,1.0,0.0,-0.8,-4.9,14,9,43,0,22,3.0,164,5,15
2024,NBA,Quentin Grimes,grimequ01,23,NYK,SG,45,18,910,0.0,83.0,16.0,1.0,0.0,1.2,-4.6,11,6,35,0,18,3.0,127,5,13
2024,NBA,Quentin Grimes,grimequ01,23,DET,SG,6,0,115,0.0,77.0,23.0,0.0,0.0,-16.4,-7.8,3,3,8,0,4,0.0,37,0,2
2024,NBA,Mouhamadou Gueye,gueyemo01,25,TOR,PF,11,0,120,0.0,0.0,0.0,10.0,91.0,-31.7,-26.1,7,2,13,1,2,1.0,14,1,6
2024,NBA,Mouhamed Gueye,gueyemo02,21,ATL,PF,6,0,73,0.0,0.0,0.0,60.0,40.0,-28.8,-27.1,1,0,6,0,2,0.0,10,0,3
2024,NBA,Rui Hachimura,hachiru01,25,LAL,PF,68,39,1826,0.0,0.0,46.0,49.0,5.0,3.3,5.3,13,19,53,9,65,5.0,209,13,42
2024,NBA,Ashton Hagans,haganas01,24,POR,PG,19,1,316,100.0,0.0,0.0,0.0,0.0,-3.1,6.8,19,6,23,2,7,1.0,126,1,9
2024,NBA,Tyrese Haliburton,halibty01,23,IND,PG,69,68,2224,90.0,10.0,0.0,0.0,0.0,5.5,5.7,121,19,49,5,97,7.0,1782,42,57
2024,NBA,R.J. Hampton,hamptrj01,22,MIA,PG,8,2,76,91.0,9.0,0.0,0.0,0.0,9.2,7.4,3,0,6,0,1,0.0,20,0,1
2024,NBA,Tim Hardaway Jr.,hardati02,31,DAL,SF,79,12,2120,0.0,13.0,69.0,18.0,0.0,-0.3,-5.4,33,24,46,6,69,35.0,336,21,33
2024,NBA,James Harden,hardeja01,34,LAC,PG,72,72,2470,72.0,28.0,0.0,0.0,0.0,5.9,6.0,120,42,62,15,140,7.0,1429,33,42
2024,NBA,Jaden Hardy,hardyja02,21,DAL,SG,73,7,989,13.0,69.0,18.0,0.0,0.0,-6.7,-11.8,32,19,44,8,35,12.0,261,7,28
2024,NBA,Ron Harper Jr.,harpero02,23,TOR,PF,1,0,4,0.0,0.0,0.0,100.0,0.0,-112.5,-106.2,0,0,1,0,0,0.0,2,0,0
2024,NBA,Gary Harris,harriga01,29,ORL,SG,54,27,1297,39.0,59.0,2.0,0.0,0.0,2.7,1.4,18,4,44,2,12,8.0,203,3,8
2024,NBA,Joe Harris,harrijo01,32,DET,SG,16,0,170,0.0,1.0,53.0,47.0,0.0,-13.8,-5.1,3,0,9,1,1,2.0,24,0,4
2024,NBA,Kevon Harris,harrike01,26,ORL,SG,2,0,6,0.0,47.0,53.0,0.0,0.0,11.0,9.2,1,0,2,0,0,0.0,3,0,0
2024,NBA,Shaquille Harrison,harrish01,30,MEM,SG,3,0,6,66.0,34.0,0.0,0.0,0.0,-91.7,-84.5,0,0,0,0,0,0.0,0,0,0
2024,NBA,Tobias Harris,harrito02,31,PHI,PF,70,70,2368,0.0,0.0,33.0,63.0,4.0,4.3,3.2,36,28,69,14,107,6.0,534,27,76
2024,NBA,Isaiah Hartenstein,harteis01,25,NYK,C,75,49,1896,0.0,0.0,0.0,0.0,100.0,10.4,11.0,54,12,111,22,79,3.0,446,29,29
2024,NBA,Josh Hart,hartjo01,28,NYK,SF,81,42,2707,0.0,3.0,69.0,28.0,0.0,6.5,5.5,71,28,86,10,53,9.0,824,15,55
2024,NBA,Sam Hauser,hausesa01,26,BOS,SF,79,13,1741,0.0,12.0,54.0,33.0,1.0,13.4,3.9,17,8,56,3,4,5.0,211,0,11
2024,NBA,Jordan Hawkins,hawkijo01,21,NOP,SG,67,10,1160,17.0,62.0,20.0,1.0,0.0,-0.7,-7.6,14,17,41,3,26,6.0,167,1,17
2024,NBA,Jaxson Hayes,hayesja02,23,LAL,C,70,5,877,0.0,0.0,0.0,3.0,98.0,-4.5,-6.3,11,5,78,23,38,2.0,79,13,16
2024,NBA,Killian Hayes,hayeski01,22,DET,PG,42,31,1008,81.0,19.0,0.0,0.0,0.0,-10.7,-2.5,29,10,33,5,17,8.0,490,7,12
2024,NBA,Gordon Hayward,haywago01,33,2TM,SF,51,28,1245,0.0,45.0,37.0,18.0,1.0,-5.3,-1.3,28,25,31,6,63,1.0,375,16,18
2024,NBA,Gordon Hayward,haywago01,33,CHO,SF,25,25,798,0.0,67.0,33.0,0.0,0.0,-8.3,2.9,23,17,18,6,42,1.0,270,11,11
2024,NBA,Gordon Hayward,haywago01,33,OKC,SF,26,3,447,0.0,4.0,45.0,49.0,2.0,0.0,-8.9,5,8,13,0,21,0.0,105,5,7
2024,NBA,Scoot Henderson,hendesc01,19,POR,PG,62,32,1765,99.0,1.0,0.0,0.0,0.0,-13.9,-8.2,123,49,85,22,93,21.0,823,16,50
2024,NBA,Taylor Hendricks,hendrta01,20,UTA,PF,40,23,856,0.0,0.0,43.0,56.0,1.0,-7.7,-3.6,8,7,52,3,14,1.0,74,4,12
2024,NBA,Tyler Herro,herroty01,24,MIA,SG,42,40,1407,51.0,48.0,1.0,0.0,0.0,0.6,-2.3,54,29,31,4,48,1.0,451,11,43
2024,NBA,Buddy Hield,hieldbu01,31,2TM,SF,84,42,2160,0.0,62.0,38.0,0.0,0.0,0.7,-3.0,63,29,95,4,16,1.0,553,3,33
2024,NBA,Buddy Hield,hieldbu01,31,IND,SF,52,28,1336,0.0,57.0,42.0,1.0,0.0,2.4,-1.0,34,20,59,2,6,0.0,320,1,20
2024,NBA,Buddy Hield,hieldbu01,31,PHI,SG,32,14,824,0.0,70.0,30.0,0.0,0.0,-2.0,-6.3,29,9,36,2,10,1.0,233,2,13
2024,NBA,Haywood Highsmith,highsha01,27,MIA,PF,66,26,1366,0.0,2.0,55.0,43.0,0.0,1.4,-0.9,20,4,68,5,13,5.0,175,4,14
2024,NBA,Nate Hinton,hintona01,24,HOU,SG,15,0,75,24.0,63.0,13.0,0.0,0.0,9.3,8.3,3,0,5,0,3,1.0,21,1,2
2024,NBA,D'Moi Hodge,hodgedm01,25,LAL,SG,7,0,41,100.0,0.0,0.0,0.0,0.0,-41.1,-41.9,1,0,2,0,1,0.0,10,0,0
2024,NBA,Aaron Holiday,holidaa01,27,HOU,PG,78,1,1269,100.0,0.0,0.0,0.0,0.0,4.2,4.4,28,14,59,3,22,14.0,350,5,20
2024,NBA,Jrue Holiday,holidjr01,33,BOS,PG,69,69,2263,69.0,31.0,0.0,0.0,0.0,9.5,-4.1,70,37,56,4,29,21.0,822,7,28
2024,NBA,Justin Holiday,holidju01,34,DEN,SG,58,9,862,9.0,89.0,3.0,0.0,0.0,3.1,-3.2,10,3,45,1,2,2.0,156,0,4
2024,NBA,Richaun Holmes,holmeri01,30,2TM,C,40,10,555,0.0,0.0,0.0,3.0,97.0,-7.8,-3.6,5,6,36,10,19,4.0,61,5,18
2024,NBA,Richaun Holmes,holmeri01,30,DAL,C,23,2,237,0.0,0.0,0.0,5.0,95.0,-8.1,-10.9,4,1,15,5,7,1.0,36,3,4
2024,NBA,Richaun Holmes,holmeri01,30,WAS,PF,17,8,318,0.0,0.0,0.0,1.0,99.0,-7.6,1.8,1,5,21,5,12,3.0,25,2,14
2024,NBA,Chet Holmgren,holmgch01,21,OKC,C,82,82,2413,0.0,0.0,0.0,0.0,100.0,8.8,2.2,39,59,126,20,135,12.0,474,30,65
2024,NBA,Jalen Hood-Schifino,hoodsja01,20,LAL,SG,21,0,109,2.0,70.0,28.0,0.0,0.0,-23.7,-24.8,6,3,7,0,8,0.0,19,0,5
2024,NBA,Al Horford,horfoal01,37,BOS,C,65,33,1740,0.0,0.0,0.0,51.0,49.0,11.4,0.3,20,11,54,13,9,1.0,426,2,11
2024,NBA,Talen Horton-Tucker,hortota01,23,UTA,PG,51,11,1009,57.0,39.0,4.0,1.0,0.0,-4.3,0.7,34,21,44,7,60,3.0,440,15,27
2024,NBA,Danuel House Jr.,houseda01,30,PHI,SF,34,4,509,0.0,39.0,48.0,12.0,1.0,1.8,-1.4,11,3,30,1,26,3.0,65,8,7
2024,NBA,Caleb Houstan,houstca01,21,ORL,SF,59,13,815,0.0,28.0,64.0,7.0,0.0,-1.9,-4.7,8,3,30,1,8,1.0,79,1,1
2024,NBA,Jett Howard,howarje01,20,ORL,SF,18,0,67,0.0,0.0,21.0,74.0,5.0,1.4,-0.3,2,1,1,0,1,0.0,16,0,0
2024,NBA,Kevin Huerter,huertke01,25,SAC,SG,64,59,1562,0.0,72.0,28.0,1.0,0.0,1.5,0.3,30,10,66,5,21,5.0,392,3,15
2024,NBA,Jay Huff,huffja01,25,DEN,C,20,0,49,0.0,0.0,0.0,0.0,100.0,-7.7,-13.4,0,0,5,1,1,0.0,5,0,0
2024,NBA,De'Andre Hunter,huntede01,26,ATL,SF,57,37,1681,0.0,0.0,33.0,67.0,0.0,-1.5,1.2,25,30,63,13,93,29.0,213,28,29
2024,NBA,Matthew Hurt,hurtma01,23,MEM,PF,8,0,113,0.0,0.0,10.0,43.0,47.0,-8.1,-0.9,1,0,6,1,1,0.0,10,0,1
2024,NBA,Bones Hyland,hylanbo01,23,LAC,PG,37,5,540,100.0,0.0,0.0,0.0,0.0,-7.1,-12.4,21,13,14,5,9,0.0,214,1,20
2024,NBA,Joe Ingles,inglejo01,36,ORL,SF,68,0,1169,0.0,18.0,76.0,6.0,0.0,5.5,5.2,43,14,32,9,6,4.0,447,1,5
2024,NBA,Brandon Ingram,ingrabr01,26,NOP,SF,64,64,2103,3.0,68.0,26.0,3.0,0.0,3.8,-1.9,69,52,73,27,129,5.0,874,25,47
2024,NBA,Kyrie Irving,irvinky01,31,DAL,SG,58,58,2030,23.0,68.0,10.0,0.0,0.0,6.0,7.9,52,38,57,6,85,12.0,719,26,39
2024,NBA,Jonathan Isaac,isaacjo01,26,ORL,PF,58,2,914,0.0,0.0,13.0,87.0,0.0,11.6,12.7,7,10,37,2,39,5.0,68,11,16
2024,NBA,Jaden Ivey,iveyja01,21,DET,SG,77,61,2217,4.0,88.0,8.0,0.0,0.0,-7.8,2.4,97,59,95,15,154,11.0,705,33,88
2024,NBA,Andre Jackson Jr.,jacksan01,22,MIL,SG,57,8,572,10.0,59.0,30.0,1.0,0.0,-6.5,-10.8,17,5,36,4,5,3.0,126,0,3
