season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,e_fg_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
2024,NBA,Jalen Smith,smithja04,23,IND,C,61,14.0,1047,10.5,17.8,0.592,2.7,6.5,0.424,7.8,11.3,0.689,0.67,3.2,4.7,0.692,5.0,10.1,15.2,2.8,0.8,1.7,2.0,5.6,27.1,133.0,117.0
2024,NBA,Jabari Smith Jr.,smithja05,20,HOU,PF,76,76.0,2424,7.6,16.7,0.454,2.8,7.6,0.363,4.8,9.1,0.53,0.537,3.0,3.7,0.811,2.8,9.5,12.3,2.4,1.0,1.2,1.8,4.0,20.9,116.0,113.0
2024,NBA,Nick Smith Jr.,smithni01,19,CHO,SG,51,0.0,729,7.6,19.6,0.391,4.3,9.9,0.432,3.4,9.7,0.35,0.5,0.9,1.0,0.867,1.2,3.7,4.9,4.0,0.7,0.5,2.6,3.7,20.4,98.0,124.0
2024,NBA,Terquavion Smith,smithte01,21,PHI,PG,16,0.0,84,10.5,26.9,0.391,7.6,20.5,0.371,2.9,6.4,0.455,0.533,1.8,2.9,0.6,0.0,2.3,2.3,7.0,4.7,0.0,4.1,4.7,30.5,103.0,111.0
2024,NBA,Jeremy Sochan,sochaje01,20,SAS,PF,74,73.0,2193,7.4,16.8,0.438,1.5,4.9,0.308,5.8,11.9,0.492,0.483,2.4,3.1,0.771,3.0,7.3,10.3,5.4,1.3,0.9,3.0,3.6,18.6,104.0,117.0
2024,NBA,Pat Spencer,spencpa01,27,GSW,PG,6,0.0,26,3.7,7.4,0.5,0.0,3.7,0.0,3.7,3.7,1.0,0.5,0.0,0.0,,3.7,3.7,7.4,9.3,0.0,0.0,1.9,1.9,7.4,129.0,122.0
2024,NBA,Jaden Springer,sprinja01,21,2TM,SG,49,2.0,507,5.7,14.4,0.399,1.0,4.7,0.208,4.8,9.7,0.49,0.432,3.4,4.1,0.833,3.2,4.4,7.6,4.3,3.5,1.5,3.3,6.4,15.8,101.0,110.0
2024,NBA,Jaden Springer,sprinja01,21,PHI,SG,32,1.0,377,6.0,15.4,0.39,1.0,4.8,0.216,5.0,10.6,0.469,0.424,3.7,4.4,0.824,3.3,4.3,7.6,4.6,3.3,1.4,3.4,6.4,16.7,100.0,112.0
2024,NBA,Jaden Springer,sprinja01,21,BOS,SG,17,1.0,130,4.9,11.4,0.433,0.8,4.2,0.182,4.2,7.2,0.579,0.467,2.7,3.0,0.875,3.0,4.6,7.6,3.4,4.2,1.5,3.0,6.5,13.3,105.0,107.0
2024,NBA,Lamar Stevens,stevela01,26,2TM,PF,38,3.0,559,9.5,21.0,0.45,1.2,4.0,0.304,8.2,17.0,0.485,0.479,3.7,4.7,0.778,3.2,8.0,11.1,2.5,2.0,1.9,2.1,3.9,23.8,106.0,111.0
2024,NBA,Lamar Stevens,stevela01,26,BOS,PF,19,1.0,122,8.5,18.2,0.467,1.2,3.2,0.375,7.3,15.0,0.486,0.5,3.2,4.5,0.727,4.9,7.7,12.6,3.2,2.4,2.0,3.6,5.7,21.5,107.0,108.0
2024,NBA,Lamar Stevens,stevela01,26,MEM,PF,19,2.0,437,9.7,21.8,0.446,1.2,4.3,0.289,8.5,17.6,0.484,0.474,3.8,4.8,0.791,2.7,8.1,10.7,2.2,1.9,1.9,1.7,3.5,24.5,105.0,112.0
2024,NBA,Isaiah Stewart,stewais01,22,DET,PF,46,45.0,1423,6.3,12.9,0.487,2.3,5.9,0.383,4.0,7.0,0.575,0.575,2.2,2.9,0.753,2.5,7.8,10.3,2.5,0.6,1.3,2.2,3.3,17.0,114.0,119.0
2024,NBA,Julian Strawther,strawju01,21,DEN,SF,50,0.0,545,7.5,20.2,0.369,3.7,12.6,0.297,3.7,7.6,0.488,0.462,2.0,2.8,0.71,0.5,5.1,5.5,4.3,1.5,0.6,2.1,4.9,20.6,99.0,115.0
2024,NBA,Max Strus,strusma01,27,CLE,SF,70,70.0,2239,6.7,16.1,0.418,3.7,10.6,0.351,3.0,5.5,0.546,0.533,1.7,2.1,0.794,1.5,6.0,7.5,6.2,1.4,0.6,2.5,3.8,18.8,112.0,114.0
2024,NBA,Jalen Suggs,suggsja01,22,ORL,SG,75,75.0,2025,8.2,17.5,0.471,3.7,9.4,0.397,4.5,8.0,0.556,0.578,2.9,3.8,0.756,1.2,4.4,5.6,5.0,2.6,1.1,3.2,5.0,23.1,113.0,110.0
2024,NBA,Cole Swider,swideco01,24,MIA,SF,18,0.0,87,8.6,21.8,0.395,5.7,17.2,0.333,2.9,4.6,0.625,0.526,1.1,1.1,1.0,0.6,3.4,4.0,2.9,0.6,0.6,4.6,2.3,24.1,91.0,117.0
2024,NBA,Jae'Sean Tate,tateja01,28,HOU,SF,65,9.0,1031,5.1,10.8,0.472,1.1,3.6,0.299,4.0,7.2,0.559,0.522,1.2,1.8,0.667,2.9,6.4,9.3,3.0,2.0,0.7,1.7,6.4,12.5,112.0,113.0
2024,NBA,Jayson Tatum,tatumja01,25,BOS,PF,74,74.0,2645,12.6,26.6,0.471,4.3,11.4,0.376,8.3,15.3,0.542,0.552,7.7,9.3,0.833,1.3,10.0,11.2,6.8,1.4,0.8,3.5,2.7,37.1,121.0,111.0
2024,NBA,Terry Taylor,taylote01,24,CHI,PF,31,0.0,188,5.3,10.3,0.513,0.5,2.4,0.222,4.8,8.0,0.6,0.538,1.1,1.3,0.8,4.5,5.3,9.8,2.7,1.3,0.5,1.9,4.5,12.2,117.0,118.0
2024,NBA,Garrett Temple,templga01,37,TOR,SG,27,2.0,289,4.8,13.0,0.372,2.0,6.7,0.3,2.8,6.3,0.447,0.449,3.0,3.7,0.818,3.0,4.5,7.5,4.7,2.0,0.5,2.3,4.7,14.7,107.0,120.0
2024,NBA,Dalen Terry,terryda01,21,CHI,SG,59,2.0,681,5.1,11.5,0.439,1.2,5.4,0.23,3.8,6.1,0.627,0.494,1.8,3.1,0.581,2.1,6.1,8.3,5.9,2.0,1.3,2.3,5.9,13.2,109.0,115.0
2024,NBA,Daniel Theis,theisda01,31,2TM,C,60,3.0,1015,7.6,14.2,0.532,1.3,3.5,0.366,6.3,10.8,0.586,0.577,1.8,2.4,0.76,4.1,7.7,11.9,3.0,1.0,2.5,2.0,6.2,18.3,121.0,114.0
2024,NBA,Daniel Theis,theisda01,31,IND,C,1,0.0,8,5.9,23.6,0.25,0.0,5.9,0.0,5.9,17.7,0.333,0.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,11.8,55.0,126.0
2024,NBA,Daniel Theis,theisda01,31,LAC,C,59,3.0,1007,7.6,14.2,0.536,1.3,3.4,0.371,6.3,10.7,0.589,0.581,1.9,2.5,0.76,4.2,7.8,12.0,3.0,1.0,2.5,2.1,6.2,18.3,122.0,114.0
2024,NBA,Cam Thomas,thomaca02,22,BRK,SG,66,51.0,2075,12.6,28.4,0.442,3.4,9.5,0.364,9.1,19.0,0.481,0.503,6.8,8.0,0.856,0.7,4.4,5.1,4.6,1.1,0.4,3.0,3.3,35.4,110.0,119.0
2024,NBA,Isaiah Thomas,thomais02,34,PHO,PG,6,0.0,19,7.7,25.7,0.3,5.1,10.3,0.5,2.6,15.4,0.167,0.4,0.0,0.0,,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,20.6,101.0,124.0
2024,NBA,Amen Thompson,thompam01,21,HOU,SF,62,23.0,1388,8.4,15.6,0.536,0.3,2.0,0.138,8.1,13.6,0.595,0.545,3.7,5.4,0.684,5.2,9.1,14.3,5.7,2.7,1.3,3.1,4.9,20.7,118.0,109.0
2024,NBA,Ausar Thompson,thompau01,21,DET,SF,63,38.0,1583,7.1,14.6,0.483,0.6,3.4,0.186,6.4,11.2,0.575,0.505,2.2,3.6,0.597,3.9,8.3,12.2,3.6,2.1,1.8,2.6,5.3,16.9,107.0,115.0
2024,NBA,Klay Thompson,thompkl01,33,GSW,SF,77,63.0,2284,10.4,24.0,0.432,5.7,14.7,0.387,4.7,9.3,0.503,0.551,2.7,2.9,0.927,0.7,4.6,5.4,3.7,1.1,0.7,2.5,2.7,29.1,113.0,118.0
2024,NBA,Tristan Thompson,thomptr01,32,CLE,C,49,0.0,549,6.6,10.8,0.608,0.0,0.1,0.0,6.6,10.7,0.613,0.608,1.3,4.7,0.288,6.6,9.1,15.7,4.6,1.1,1.3,2.6,5.3,14.5,118.0,112.0
2024,NBA,JT Thor,thorjt01,21,CHO,PF,63,3.0,781,5.1,11.6,0.437,1.8,5.1,0.346,3.3,6.4,0.51,0.514,0.7,1.3,0.55,2.7,6.5,9.2,1.8,0.7,1.7,0.9,3.8,12.6,110.0,121.0
2024,NBA,Matisse Thybulle,thybuma01,26,POR,SF,65,19.0,1487,4.2,10.5,0.397,2.7,7.7,0.346,1.5,2.9,0.535,0.524,0.7,1.0,0.759,1.0,3.5,4.5,3.0,3.8,1.6,1.3,3.1,11.8,111.0,114.0
2024,NBA,Xavier Tillman Sr.,tillmxa01,25,2TM,PF,54,15.0,974,6.1,14.0,0.434,1.0,4.1,0.247,5.1,10.0,0.51,0.47,1.1,2.5,0.44,3.5,7.1,10.6,3.9,2.6,2.2,1.7,3.8,14.3,105.0,110.0
2024,NBA,Xavier Tillman Sr.,tillmxa01,25,MEM,C,34,13.0,700,6.1,14.9,0.408,0.8,3.7,0.226,5.2,11.2,0.469,0.437,1.3,3.0,0.419,3.9,7.1,11.0,4.0,2.9,2.4,2.0,4.2,14.2,98.0,110.0
2024,NBA,Xavier Tillman Sr.,tillmxa01,25,BOS,PF,20,2.0,274,6.1,11.9,0.515,1.4,5.0,0.286,4.7,6.9,0.684,0.576,0.7,1.3,0.571,2.5,7.2,9.7,3.6,1.6,1.6,0.9,2.7,14.4,127.0,111.0
2024,NBA,Jacob Toppin,toppija01,23,NYK,SF,9,0.0,38,6.6,11.9,0.556,1.3,5.3,0.25,5.3,6.6,0.8,0.611,2.7,2.7,1.0,4.0,5.3,9.3,4.0,0.0,1.3,1.3,4.0,17.3,141.0,117.0
2024,NBA,Obi Toppin,toppiob01,25,IND,PF,82,28.0,1730,9.1,15.8,0.573,2.8,6.9,0.403,6.3,8.9,0.706,0.661,2.1,2.7,0.77,2.3,6.4,8.7,3.5,1.3,1.2,1.9,3.9,23.0,129.0,119.0
2024,NBA,Juan Toscano-Anderson,toscaju01,30,SAC,SF,11,0.0,53,2.7,11.0,0.25,0.9,3.7,0.25,1.8,7.3,0.25,0.292,0.0,0.0,,3.7,9.2,12.8,3.7,0.9,0.9,1.8,10.1,6.4,84.0,115.0
2024,NBA,Karl-Anthony Towns,townska01,28,MIN,PF,62,62.0,2026,11.7,23.2,0.504,3.3,8.0,0.416,8.4,15.2,0.55,0.575,6.2,7.1,0.873,2.3,10.3,12.6,4.6,1.0,1.0,4.3,5.0,32.9,115.0,109.0
2024,NBA,Gary Trent Jr.,trentga02,25,TOR,SG,71,41.0,1994,8.7,20.5,0.426,4.3,11.0,0.393,4.4,9.5,0.464,0.531,1.8,2.3,0.771,0.6,3.9,4.6,2.9,1.9,0.2,1.1,2.3,23.6,110.0,121.0
2024,NBA,Oscar Tshiebwe,tshieos01,24,IND,PF,8,0.0,42,11.2,22.5,0.5,0.0,0.0,,11.2,22.5,0.5,0.5,6.7,9.0,0.75,9.0,9.0,18.0,2.2,2.2,1.1,0.0,3.4,29.2,132.0,115.0
2024,NBA,P.J. Tucker,tuckepj01,38,2TM,PF,31,10.0,486,1.8,5.1,0.36,1.3,3.6,0.371,0.5,1.5,0.333,0.49,0.3,0.3,1.0,2.8,5.8,8.6,1.6,1.6,0.7,0.8,5.5,5.3,120.0,116.0
2024,NBA,P.J. Tucker,tuckepj01,38,PHI,PF,3,3.0,66,1.5,3.7,0.4,1.5,3.7,0.4,0.0,0.0,,0.6,0.0,0.0,,0.7,9.7,10.4,0.0,2.2,1.5,1.5,6.7,4.5,87.0,110.0
2024,NBA,P.J. Tucker,tuckepj01,38,LAC,PF,28,7.0,420,1.9,5.3,0.356,1.3,3.5,0.367,0.6,1.8,0.333,0.478,0.4,0.4,1.0,3.2,5.2,8.3,1.9,1.5,0.6,0.7,5.3,5.4,124.0,117.0
2024,NBA,Myles Turner,turnemy01,27,IND,C,77,77.0,2076,10.8,20.7,0.524,2.6,7.4,0.358,8.2,13.3,0.615,0.587,5.6,7.2,0.773,2.6,9.5,12.1,2.3,0.9,3.3,2.5,5.3,29.8,120.0,115.0
2024,NBA,Hunter Tyson,tysonhu01,23,DEN,PF,18,0.0,48,8.3,20.7,0.4,4.1,14.5,0.286,4.1,6.2,0.667,0.5,0.0,0.0,,1.0,8.3,9.3,2.1,1.0,0.0,2.1,10.3,20.7,96.0,114.0
2024,NBA,Stanley Umude,umudest01,24,DET,SG,24,2.0,307,5.8,13.2,0.44,3.8,8.3,0.453,2.0,4.9,0.419,0.583,4.5,5.0,0.906,1.3,6.7,8.0,1.7,1.3,1.1,2.2,6.3,19.9,119.0,119.0
2024,NBA,Jonas Valančiūnas,valanjo01,31,NOP,C,82,82.0,1925,10.2,18.3,0.559,0.9,3.1,0.308,9.3,15.3,0.609,0.585,4.1,5.2,0.785,4.7,13.6,18.4,4.4,0.8,1.7,2.8,5.6,25.5,123.0,110.0
2024,NBA,Jarred Vanderbilt,vandeja01,24,LAL,PF,29,6.0,581,4.8,9.3,0.518,0.7,2.2,0.296,4.2,7.1,0.586,0.553,2.0,2.9,0.667,3.4,7.9,11.3,2.9,2.9,0.4,2.3,3.5,12.3,113.0,112.0
2024,NBA,Fred VanVleet,vanvlfr01,29,HOU,PG,73,73.0,2684,7.6,18.4,0.416,4.1,10.6,0.387,3.5,7.8,0.454,0.527,3.6,4.1,0.86,0.6,4.4,5.0,10.6,1.8,1.1,2.3,3.3,22.9,123.0,114.0
2024,NBA,Devin Vassell,vassede01,23,SAS,SG,68,62.0,2248,10.5,22.3,0.472,3.5,9.4,0.372,7.0,12.9,0.544,0.55,3.4,4.2,0.801,0.6,4.9,5.5,5.8,1.5,0.5,2.3,1.6,27.9,113.0,118.0
2024,NBA,Sasha Vezenkov,vezenal01,28,SAC,PF,42,0.0,511,8.0,18.2,0.44,4.3,11.4,0.375,3.7,6.7,0.549,0.558,1.1,1.4,0.8,2.9,6.3,9.1,1.8,1.9,0.7,1.1,4.0,21.4,117.0,115.0
2024,NBA,Gabe Vincent,vincega01,27,LAL,PG,11,0.0,218,3.3,10.7,0.306,0.7,6.1,0.107,2.6,4.6,0.571,0.337,0.2,0.4,0.5,0.9,1.1,2.0,4.6,2.0,0.0,1.1,4.1,7.4,86.0,119.0
2024,NBA,Nikola Vučević,vucevni01,33,CHI,C,76,74.0,2610,11.2,23.1,0.484,1.8,6.0,0.294,9.4,17.2,0.55,0.522,2.0,2.5,0.822,4.0,11.3,15.3,4.9,1.0,1.1,2.3,3.6,26.2,114.0,115.0
2024,NBA,Tristan Vukcevic,vukcetr01,20,WAS,C,10,4.0,153,8.9,20.5,0.433,3.1,11.0,0.278,5.8,9.5,0.613,0.507,5.2,6.7,0.773,1.8,9.2,11.0,4.0,1.5,2.1,3.1,8.6,26.0,106.0,116.0
2024,NBA,Dean Wade,wadede01,27,CLE,PF,54,32.0,1108,4.3,10.3,0.414,3.5,9.0,0.391,0.8,1.3,0.567,0.584,0.9,1.2,0.769,1.6,8.1,9.7,1.9,1.8,1.1,0.9,4.1,13.0,121.0,111.0
2024,NBA,Franz Wagner,wagnefr01,22,ORL,SF,72,72.0,2337,11.2,23.2,0.482,2.0,7.1,0.281,9.2,16.1,0.57,0.525,5.7,6.8,0.85,1.5,6.5,8.1,5.7,1.6,0.6,2.9,3.6,30.1,116.0,112.0
2024,NBA,Moritz Wagner,wagnemo01,26,ORL,C,80,1.0,1415,11.6,19.3,0.601,1.3,4.0,0.33,10.3,15.3,0.673,0.636,5.8,7.1,0.814,4.1,8.0,12.1,3.4,1.4,0.7,3.4,5.6,30.4,126.0,112.0
2024,NBA,Ish Wainright,wainris01,29,2TM,SF,11,0.0,62,5.6,19.1,0.292,5.6,15.9,0.35,0.0,3.2,0.0,0.438,1.6,1.6,1.0,2.4,8.7,11.1,0.8,3.2,0.8,1.6,6.4,18.3,98.0,112.0
2024,NBA,Ish Wainright,wainris01,29,POR,SF,7,0.0,46,6.4,19.3,0.333,6.4,17.2,0.375,0.0,2.1,0.0,0.5,2.1,2.1,1.0,0.0,9.7,9.7,0.0,2.1,1.1,1.1,4.3,21.5,106.0,114.0
2024,NBA,Ish Wainright,wainris01,29,PHO,SF,4,0.0,16,3.1,18.3,0.167,3.1,12.2,0.25,0.0,6.1,0.0,0.25,0.0,0.0,,9.2,6.1,15.3,3.1,6.1,0.0,3.1,12.2,9.2,81.0,106.0
2024,NBA,Jabari Walker,walkeja01,21,POR,SF,72,23.0,1700,6.8,14.8,0.46,1.2,4.0,0.295,5.6,10.7,0.522,0.5,3.7,5.0,0.754,4.4,10.4,14.8,2.1,1.2,0.6,1.9,5.0,18.5,115.0,116.0
2024,NBA,Jarace Walker,walkeja02,20,IND,PF,33,0.0,340,6.2,15.3,0.409,3.1,7.6,0.4,3.2,7.6,0.418,0.509,1.1,1.2,0.889,1.7,7.1,8.7,5.6,2.1,1.5,2.4,4.0,16.7,109.0,116.0
2024,NBA,Lonnie Walker IV,walkelo01,25,BRK,SG,58,0.0,1011,10.2,24.1,0.423,5.1,13.3,0.384,5.1,10.8,0.471,0.528,2.2,2.9,0.763,0.6,5.6,6.2,3.6,1.6,1.0,2.5,3.5,27.7,105.0,117.0
2024,NBA,Cason Wallace,wallaca01,20,OKC,SG,82,13.0,1692,6.2,12.6,0.491,2.8,6.6,0.419,3.4,5.9,0.572,0.602,0.8,1.1,0.784,1.5,3.8,5.3,3.4,2.2,1.1,1.3,3.7,15.9,122.0,113.0
2024,NBA,Jordan Walsh,walshjo01,19,BOS,SF,9,1.0,83,3.6,8.9,0.4,1.2,5.4,0.222,2.4,3.6,0.667,0.467,0.6,1.2,0.5,3.0,8.9,11.9,3.0,3.0,0.6,1.8,6.5,8.9,106.0,108.0
2024,NBA,T.J. Warren,warretj01,30,MIN,SF,11,0.0,125,7.1,16.2,0.439,0.8,5.1,0.154,6.3,11.1,0.571,0.463,1.2,1.6,0.75,2.0,6.7,8.7,3.6,1.6,0.4,1.6,4.3,16.2,102.0,110.0
2024,NBA,P.J. Washington,washipj01,25,2TM,PF,73,45.0,2221,7.8,17.8,0.436,2.9,9.1,0.32,4.9,8.7,0.558,0.518,2.2,3.2,0.683,1.9,7.2,9.0,3.1,1.6,1.3,2.1,3.7,20.6,106.0,117.0
2024,NBA,P.J. Washington,washipj01,25,CHO,PF,44,17.0,1286,8.7,19.5,0.446,3.0,9.4,0.324,5.7,10.2,0.558,0.524,2.6,3.6,0.713,2.0,6.9,8.9,3.7,1.5,1.2,2.5,4.3,23.0,106.0,119.0
2024,NBA,P.J. Washington,washipj01,25,DAL,PF,29,28.0,935,6.5,15.5,0.421,2.7,8.7,0.314,3.8,6.8,0.556,0.508,1.6,2.6,0.627,1.6,7.5,9.2,2.3,1.7,1.4,1.5,2.9,17.4,106.0,114.0
2024,NBA,TyTy Washington Jr.,washity02,22,MIL,PG,11,0.0,56,5.1,17.2,0.3,1.7,5.1,0.333,3.4,12.0,0.286,0.35,0.0,0.0,,0.9,3.4,4.3,4.3,2.6,0.0,1.7,0.9,12.0,81.0,117.0
2024,NBA,Yuta Watanabe,watanyu01,29,2TM,SF,34,0.0,464,4.3,12.2,0.353,2.6,8.9,0.294,1.7,3.3,0.516,0.461,1.1,1.8,0.588,1.2,4.5,5.7,1.6,1.3,0.7,2.0,4.1,12.3,92.0,117.0
2024,NBA,Yuta Watanabe,watanyu01,29,PHO,SF,29,0.0,382,4.5,12.4,0.361,3.1,9.6,0.32,1.4,2.8,0.5,0.485,1.3,1.9,0.667,1.4,4.3,5.8,1.3,1.2,0.9,2.0,4.3,13.3,96.0,117.0
2024,NBA,Yuta Watanabe,watanyu01,29,MEM,SF,5,0.0,82,3.6,11.3,0.316,0.6,6.0,0.1,3.0,5.4,0.556,0.342,0.0,1.2,0.0,0.0,5.4,5.4,3.0,1.8,0.0,1.8,3.0,7.7,69.0,117.0
2024,NBA,Lindy Waters III,waterli01,26,OKC,SG,38,0.0,280,8.4,17.9,0.471,6.4,14.6,0.435,2.1,3.3,0.632,0.649,0.3,0.3,1.0,1.2,5.7,6.9,4.1,0.9,1.2,1.2,3.9,23.5,128.0,115.0
2024,NBA,Trendon Watford,watfotr01,23,BRK,PF,63,2.0,856,9.5,18.0,0.527,1.6,3.9,0.397,7.9,14.1,0.564,0.571,4.5,5.6,0.794,3.0,8.2,11.2,4.7,1.3,1.1,3.6,6.1,25.0,115.0,115.0
2024,NBA,Peyton Watson,watsope01,21,DEN,SF,80,4.0,1488,6.9,14.9,0.465,1.5,5.1,0.296,5.4,9.8,0.553,0.516,2.4,3.5,0.67,1.9,6.7,8.6,2.9,1.4,2.9,1.9,4.8,17.7,108.0,111.0
2024,NBA,Victor Wembanyama,wembavi01,20,SAS,C,71,71.0,2106,12.4,26.7,0.465,2.9,8.9,0.325,9.5,17.9,0.534,0.519,6.6,8.3,0.796,3.6,13.4,17.0,6.2,2.0,5.7,5.9,3.4,34.3,104.0,106.0
2024,NBA,Blake Wesley,weslebl01,20,SAS,SG,61,3.0,876,5.5,11.7,0.474,0.7,3.0,0.218,4.9,8.7,0.563,0.502,2.8,4.2,0.667,1.0,4.1,5.1,9.0,1.6,0.5,3.0,4.8,14.5,110.0,118.0
2024,NBA,Russell Westbrook,westbru01,35,LAC,PG,68,11.0,1529,9.7,21.4,0.454,1.4,5.0,0.273,8.4,16.4,0.509,0.486,3.6,5.2,0.688,3.0,8.1,11.1,9.9,2.4,0.7,4.6,3.9,24.3,107.0,113.0
2024,NBA,Coby White,whiteco01,23,CHI,PG,79,78.0,2881,9.4,20.9,0.447,3.6,9.6,0.376,5.7,11.3,0.508,0.534,3.8,4.5,0.838,0.8,5.4,6.2,7.0,0.9,0.3,2.9,3.2,26.1,115.0,120.0
2024,NBA,Dariq Whitehead,whiteda01,19,BRK,SF,2,0.0,24,2.1,10.3,0.2,0.0,6.2,0.0,2.1,4.1,0.5,0.2,2.1,4.1,0.5,0.0,8.3,8.3,6.2,0.0,2.1,0.0,0.0,6.2,83.0,118.0
2024,NBA,Derrick White,whitede01,29,BOS,SG,73,73.0,2381,8.0,17.4,0.461,4.1,10.3,0.396,4.0,7.1,0.555,0.578,2.8,3.2,0.901,1.1,5.4,6.4,7.8,1.5,1.8,2.3,3.2,23.0,126.0,112.0
2024,NBA,Jack White,whiteja03,26,MEM,SF,4,0.0,64,1.5,12.2,0.125,1.5,7.6,0.2,0.0,4.6,0.0,0.188,0.0,0.0,,3.1,6.1,9.2,0.8,3.1,0.8,1.5,2.3,4.6,54.0,112.0
2024,NBA,Cam Whitmore,whitmca01,19,HOU,SF,47,2.0,880,11.7,25.7,0.454,4.4,12.1,0.359,7.3,13.6,0.538,0.539,4.2,6.2,0.679,2.4,7.5,9.9,1.8,1.7,0.9,2.5,3.5,31.9,109.0,113.0
2024,NBA,Aaron Wiggins,wiggiaa01,25,OKC,SG,78,4.0,1228,8.3,14.8,0.562,2.4,4.9,0.492,5.9,9.8,0.598,0.645,2.2,2.8,0.789,2.3,4.9,7.3,3.4,2.2,0.7,2.2,3.6,21.2,125.0,113.0
2024,NBA,Andrew Wiggins,wiggian01,28,GSW,SF,71,59.0,1920,8.9,19.7,0.453,2.3,6.4,0.358,6.6,13.3,0.498,0.511,3.6,4.8,0.751,2.7,5.4,8.1,3.0,1.1,1.0,2.2,3.7,23.7,112.0,117.0
2024,NBA,Lindell Wigginton,wiggili01,25,MIL,PG,3,0.0,8,12.0,30.0,0.4,0.0,12.0,0.0,12.0,18.0,0.667,0.4,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,36.0,89.0,124.0
2024,NBA,Alondes Williams,willial06,24,MIA,SG,7,0.0,16,6.2,24.9,0.25,0.0,12.5,0.0,6.2,12.5,0.5,0.25,3.1,3.1,1.0,0.0,3.1,3.1,0.0,0.0,3.1,6.2,6.2,15.6,50.0,115.0
2024,NBA,Brandon Williams,willibr03,24,DAL,PG,17,0.0,113,8.5,22.9,0.37,1.3,6.4,0.2,7.2,16.6,0.436,0.398,4.7,7.2,0.647,1.7,3.8,5.5,7.2,0.4,0.4,3.0,1.7,22.9,97.0,120.0
2024,NBA,Grant Williams,willigr01,25,2TM,PF,76,43.0,2130,6.3,13.8,0.456,2.9,7.7,0.375,3.4,6.1,0.558,0.56,2.4,3.2,0.757,2.0,5.3,7.2,4.0,1.0,0.9,2.5,5.2,17.9,113.0,119.0
2024,NBA,Grant Williams,willigr01,25,DAL,PF,47,33.0,1242,5.1,12.2,0.413,3.1,8.1,0.376,2.0,4.1,0.486,0.538,1.6,2.1,0.745,1.8,4.8,6.5,3.1,0.9,1.0,2.0,5.3,14.8,110.0,118.0
2024,NBA,Grant Williams,willigr01,25,CHO,PF,29,10.0,888,8.1,16.0,0.503,2.6,7.0,0.373,5.4,9.0,0.605,0.585,3.6,4.7,0.765,2.2,6.1,8.3,5.2,1.1,0.7,3.1,4.9,22.3,116.0,121.0
2024,NBA,Jalen Williams,willija06,22,OKC,PF,71,71.0,2223,11.6,21.5,0.54,2.2,5.2,0.427,9.4,16.3,0.576,0.592,3.9,4.8,0.814,0.8,5.3,6.1,7.0,1.7,1.0,2.7,3.8,29.3,122.0,114.0
2024,NBA,Jaylin Williams,willija07,21,OKC,C,69,1.0,897,5.1,12.2,0.417,2.8,7.7,0.368,2.3,4.5,0.5,0.533,1.8,2.2,0.805,1.9,10.6,12.5,5.9,1.5,1.4,1.8,5.3,14.8,119.0,110.0
2024,NBA,Jeenathan Williams,willije02,24,HOU,SG,22,0.0,129,10.2,18.8,0.54,0.8,1.9,0.4,9.4,16.9,0.556,0.56,2.6,4.9,0.538,4.5,4.1,8.6,2.6,1.5,0.4,1.5,3.8,23.7,118.0,116.0
2024,NBA,Kenrich Williams,willike04,29,OKC,PF,69,1.0,1029,6.1,13.1,0.468,2.6,6.6,0.397,3.5,6.5,0.54,0.568,0.3,0.7,0.5,2.9,6.9,9.8,4.3,1.8,0.4,1.5,4.7,15.2,120.0,113.0
2024,NBA,Mark Williams,willima07,22,CHO,C,19,19.0,508,9.5,14.7,0.649,0.0,0.0,,9.5,14.7,0.649,0.649,4.5,6.2,0.719,7.4,10.5,17.9,2.1,1.6,1.9,1.7,4.9,23.5,138.0,116.0
2024,NBA,Malik Williams,willima11,25,TOR,C,7,2.0,107,4.1,15.3,0.265,0.5,2.3,0.2,3.6,13.1,0.276,0.279,0.0,0.9,0.0,6.8,10.4,17.1,0.9,1.4,1.8,1.4,6.8,8.6,79.0,116.0
2024,NBA,Patrick Williams,willipa01,22,CHI,PF,43,30.0,1174,6.8,15.2,0.443,2.5,6.3,0.399,4.2,9.0,0.474,0.525,2.2,2.8,0.788,2.0,5.1,7.0,2.8,1.7,1.4,2.4,3.7,18.2,107.0,117.0
2024,NBA,Robert Williams,williro04,26,POR,C,6,0.0,119,7.1,10.8,0.654,0.0,0.0,,7.1,10.8,0.654,0.654,2.9,3.7,0.778,4.6,11.2,15.8,2.1,2.9,2.9,2.9,7.1,17.0,122.0,109.0
