season,lg,player,player_id,age,team,pos,g,gs,mp,fg,fga,fg_percent,x3p,x3pa,x3p_percent,x2p,x2pa,x2p_percent,e_fg_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,trp_dbl
2023,NBA,Kyrie Irving,irvinky01,30.0,DAL,SG,20,20.0,763.0,196,384,0.51,58.0,148.0,0.392,138.0,236.0,0.585,0.586,89,94,0.947,21.0,79.0,100.0,120,25.0,12.0,37.0,56.0,539,0.0
2023,NBA,Jonathan Isaac,isaacjo01,25.0,ORL,PF,11,0.0,124.0,22,53,0.415,6.0,15.0,0.4,16.0,38.0,0.421,0.472,5,9,0.556,15.0,29.0,44.0,6,14.0,4.0,4.0,5.0,55,0.0
2023,NBA,Jaden Ivey,iveyja01,20.0,DET,SG,74,73.0,2304.0,409,983,0.416,120.0,350.0,0.343,289.0,633.0,0.457,0.477,266,356,0.747,73.0,215.0,288.0,387,61.0,17.0,237.0,242.0,1204,0.0
2023,NBA,Frank Jackson,jacksfr01,24.0,UTA,PG,1,0.0,5.0,0,3,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0,0,,1.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0,0.0
2023,NBA,Isaiah Jackson,jacksis01,21.0,IND,C,63,12.0,1042.0,179,318,0.563,2.0,14.0,0.143,177.0,304.0,0.582,0.566,95,146,0.651,113.0,169.0,282.0,51,31.0,93.0,51.0,154.0,455,0.0
2023,NBA,Jaren Jackson Jr.,jacksja02,23.0,MEM,C,63,63.0,1787.0,416,822,0.506,100.0,282.0,0.355,316.0,540.0,0.585,0.567,241,306,0.788,108.0,318.0,426.0,60,65.0,189.0,107.0,227.0,1173,0.0
2023,NBA,Justin Jackson,jacksju01,27.0,BOS,SF,23,0.0,107.0,7,27,0.259,5.0,20.0,0.25,2.0,7.0,0.286,0.352,1,2,0.5,2.0,15.0,17.0,9,4.0,4.0,2.0,7.0,20,0.0
2023,NBA,Quenton Jackson,jacksqu01,24.0,WAS,PG,9,0.0,135.0,19,42,0.452,1.0,12.0,0.083,18.0,30.0,0.6,0.464,17,22,0.773,2.0,6.0,8.0,15,4.0,1.0,4.0,10.0,56,0.0
2023,NBA,Reggie Jackson,jacksre01,32.0,2TM,PG,68,40.0,1657.0,263,640,0.411,96.0,288.0,0.333,167.0,352.0,0.474,0.486,71,78,0.91,25.0,119.0,144.0,233,47.0,6.0,115.0,114.0,693,0.0
2023,NBA,Reggie Jackson,jacksre01,32.0,LAC,PG,52,38.0,1338.0,214,512,0.418,77.0,220.0,0.35,137.0,292.0,0.469,0.493,61,66,0.924,22.0,94.0,116.0,183,38.0,5.0,96.0,92.0,566,0.0
2023,NBA,Reggie Jackson,jacksre01,32.0,DEN,PG,16,2.0,319.0,49,128,0.383,19.0,68.0,0.279,30.0,60.0,0.5,0.457,10,12,0.833,3.0,25.0,28.0,50,9.0,1.0,19.0,22.0,127,0.0
2023,NBA,LeBron James,jamesle01,38.0,LAL,PF,55,54.0,1954.0,609,1219,0.5,121.0,377.0,0.321,488.0,842.0,0.58,0.549,251,327,0.768,65.0,392.0,457.0,375,50.0,32.0,178.0,88.0,1590,2.0
2023,NBA,Ty Jerome,jeromty01,25.0,GSW,SG,45,2.0,816.0,118,242,0.488,35.0,90.0,0.389,83.0,152.0,0.546,0.56,38,41,0.927,7.0,71.0,78.0,135,23.0,5.0,30.0,64.0,309,0.0
2023,NBA,Isaiah Joe,joeis01,23.0,OKC,SG,73,10.0,1395.0,224,508,0.441,161.0,394.0,0.409,63.0,114.0,0.553,0.599,82,100,0.82,27.0,148.0,175.0,88,48.0,8.0,39.0,105.0,691,0.0
2023,NBA,Alize Johnson,johnsal02,26.0,SAS,PF,4,0.0,30.0,3,6,0.5,0.0,2.0,0.0,3.0,4.0,0.75,0.5,1,2,0.5,2.0,8.0,10.0,1,1.0,0.0,4.0,3.0,7,0.0
2023,NBA,Cameron Johnson,johnsca02,26.0,2TM,PF,42,41.0,1199.0,223,474,0.47,103.0,255.0,0.404,120.0,219.0,0.548,0.579,101,120,0.842,34.0,151.0,185.0,78,50.0,14.0,37.0,83.0,650,0.0
2023,NBA,Cameron Johnson,johnsca02,26.0,PHO,PF,17,16.0,429.0,82,173,0.474,45.0,99.0,0.455,37.0,74.0,0.5,0.604,27,33,0.818,14.0,51.0,65.0,26,15.0,6.0,10.0,29.0,236,0.0
2023,NBA,Cameron Johnson,johnsca02,26.0,BRK,PF,25,25.0,770.0,141,301,0.468,58.0,156.0,0.372,83.0,145.0,0.572,0.565,74,87,0.851,20.0,100.0,120.0,52,35.0,8.0,27.0,54.0,414,0.0
2023,NBA,James Johnson,johnsja01,35.0,IND,PF,18,1.0,162.0,22,49,0.449,3.0,15.0,0.2,19.0,34.0,0.559,0.48,4,8,0.5,4.0,26.0,30.0,15,7.0,6.0,8.0,32.0,51,0.0
2023,NBA,Jalen Johnson,johnsja05,21.0,ATL,SF,70,6.0,1042.0,158,322,0.491,30.0,104.0,0.288,128.0,218.0,0.587,0.537,49,78,0.628,51.0,231.0,282.0,83,38.0,34.0,41.0,113.0,395,0.0
2023,NBA,Keldon Johnson,johnske04,23.0,SAS,SF,63,63.0,2063.0,503,1113,0.452,134.0,407.0,0.329,369.0,706.0,0.523,0.512,245,327,0.749,56.0,262.0,318.0,183,46.0,11.0,134.0,125.0,1385,0.0
2023,NBA,Keon Johnson,johnske07,20.0,POR,SG,40,0.0,416.0,67,178,0.376,28.0,81.0,0.346,39.0,97.0,0.402,0.455,27,41,0.659,11.0,33.0,44.0,59,19.0,6.0,43.0,43.0,189,0.0
2023,NBA,Stanley Johnson,johnsst04,26.0,SAS,SF,30,0.0,469.0,65,122,0.533,18.0,40.0,0.45,47.0,82.0,0.573,0.607,26,39,0.667,22.0,73.0,95.0,67,16.0,6.0,33.0,48.0,174,0.0
2023,NBA,Nikola Jokić,jokicni01,27.0,DEN,C,69,69.0,2323.0,646,1022,0.632,57.0,149.0,0.383,589.0,873.0,0.675,0.66,341,415,0.822,167.0,650.0,817.0,678,87.0,47.0,247.0,174.0,1690,29.0
2023,NBA,Carlik Jones,jonesca03,25.0,CHI,PG,7,0.0,56.0,6,15,0.4,3.0,6.0,0.5,3.0,9.0,0.333,0.5,5,8,0.625,1.0,4.0,5.0,6,2.0,0.0,2.0,2.0,20,0.0
2023,NBA,Damian Jones,jonesda03,27.0,2TM,C,41,1.0,477.0,55,86,0.64,10.0,17.0,0.588,45.0,69.0,0.652,0.698,22,29,0.759,42.0,80.0,122.0,15,8.0,21.0,23.0,55.0,142,0.0
2023,NBA,Damian Jones,jonesda03,27.0,LAL,C,22,1.0,176.0,20,37,0.541,0.0,3.0,0.0,20.0,34.0,0.588,0.541,15,20,0.75,18.0,37.0,55.0,4,3.0,12.0,9.0,17.0,55,0.0
2023,NBA,Damian Jones,jonesda03,27.0,UTA,C,19,0.0,301.0,35,49,0.714,10.0,14.0,0.714,25.0,35.0,0.714,0.816,7,9,0.778,24.0,43.0,67.0,11,5.0,9.0,14.0,38.0,87,0.0
2023,NBA,Derrick Jones Jr.,jonesde02,25.0,CHI,PF,64,0.0,893.0,115,230,0.5,27.0,80.0,0.338,88.0,150.0,0.587,0.559,62,84,0.738,60.0,93.0,153.0,34,29.0,37.0,25.0,86.0,319,0.0
2023,NBA,Herbert Jones,joneshe01,24.0,NOP,PF,66,66.0,1951.0,235,501,0.469,56.0,167.0,0.335,179.0,334.0,0.536,0.525,123,161,0.764,97.0,172.0,269.0,162,103.0,42.0,88.0,208.0,649,0.0
2023,NBA,Kai Jones,joneska01,22.0,CHO,C,46,0.0,550.0,67,120,0.558,4.0,19.0,0.211,63.0,101.0,0.624,0.575,19,26,0.731,37.0,86.0,123.0,15,17.0,30.0,31.0,65.0,157,0.0
2023,NBA,Tre Jones,jonestr01,23.0,SAS,PG,68,65.0,1984.0,341,743,0.459,45.0,158.0,0.285,296.0,585.0,0.506,0.489,148,172,0.86,56.0,189.0,245.0,448,89.0,9.0,110.0,98.0,875,2.0
2023,NBA,Tyus Jones,jonesty01,26.0,MEM,PG,80,22.0,1940.0,311,710,0.438,121.0,326.0,0.371,190.0,384.0,0.495,0.523,80,100,0.8,28.0,172.0,200.0,417,83.0,6.0,74.0,32.0,823,1.0
2023,NBA,DeAndre Jordan,jordade01,34.0,DEN,C,39,8.0,586.0,88,115,0.765,1.0,1.0,1.0,87.0,114.0,0.763,0.77,22,48,0.458,52.0,150.0,202.0,34,12.0,23.0,48.0,71.0,199,0.0
2023,NBA,Cory Joseph,josepco01,31.0,DET,PG,62,2.0,1227.0,150,351,0.427,70.0,180.0,0.389,80.0,171.0,0.468,0.527,57,72,0.792,21.0,85.0,106.0,217,34.0,9.0,56.0,88.0,427,0.0
2023,NBA,Nikola Jović,jovicni01,19.0,MIA,PF,15,8.0,204.0,28,69,0.406,8.0,35.0,0.229,20.0,34.0,0.588,0.464,18,19,0.947,9.0,22.0,31.0,10,7.0,2.0,10.0,19.0,82,0.0
2023,NBA,Johnny Juzang,juzanjo01,21.0,UTA,SG,18,0.0,232.0,35,104,0.337,15.0,63.0,0.238,20.0,41.0,0.488,0.409,2,4,0.5,8.0,31.0,39.0,8,4.0,3.0,3.0,13.0,87,0.0
2023,NBA,Mfiondu Kabengele,kabenmf01,25.0,BOS,PF,4,0.0,36.0,2,7,0.286,0.0,3.0,0.0,2.0,4.0,0.5,0.286,2,2,1.0,5.0,5.0,10.0,0,2.0,0.0,1.0,3.0,6,0.0
2023,NBA,Frank Kaminsky,kaminfr01,29.0,2TM,C,36,0.0,235.0,31,63,0.492,13.0,33.0,0.394,18.0,30.0,0.6,0.595,14,16,0.875,7.0,45.0,52.0,32,6.0,4.0,9.0,22.0,89,0.0
2023,NBA,Frank Kaminsky,kaminfr01,29.0,ATL,C,26,0.0,176.0,25,44,0.568,11.0,23.0,0.478,14.0,21.0,0.667,0.693,10,12,0.833,3.0,33.0,36.0,21,5.0,1.0,9.0,21.0,71,0.0
2023,NBA,Frank Kaminsky,kaminfr01,29.0,HOU,C,10,0.0,59.0,6,19,0.316,2.0,10.0,0.2,4.0,9.0,0.444,0.368,4,4,1.0,4.0,12.0,16.0,11,1.0,3.0,0.0,1.0,18,0.0
2023,NBA,Trevor Keels,keelstr01,19.0,NYK,SG,3,0.0,8.0,1,4,0.25,1.0,4.0,0.25,0.0,0.0,,0.375,0,0,,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,3,0.0
2023,NBA,Luke Kennard,kennalu01,26.0,2TM,SG,59,14.0,1315.0,188,382,0.492,133.0,269.0,0.494,55.0,113.0,0.487,0.666,37,39,0.949,15.0,143.0,158.0,91,32.0,5.0,46.0,82.0,546,0.0
2023,NBA,Luke Kennard,kennalu01,26.0,LAC,SG,35,11.0,725.0,98,211,0.464,59.0,132.0,0.447,39.0,79.0,0.494,0.604,19,20,0.95,6.0,77.0,83.0,37,19.0,4.0,30.0,47.0,274,0.0
2023,NBA,Luke Kennard,kennalu01,26.0,MEM,SG,24,3.0,590.0,90,171,0.526,74.0,137.0,0.54,16.0,34.0,0.471,0.743,18,19,0.947,9.0,66.0,75.0,54,13.0,1.0,16.0,35.0,272,0.0
2023,NBA,Walker Kessler,kesslwa01,21.0,UTA,C,74,40.0,1703.0,298,414,0.72,1.0,3.0,0.333,297.0,411.0,0.723,0.721,82,159,0.516,231.0,389.0,620.0,69,26.0,173.0,58.0,169.0,679,0.0
2023,NBA,Braxton Key,keybr01,25.0,DET,SF,3,0.0,9.0,1,1,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,2,2,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,4,0.0
2023,NBA,Louis King,kinglo02,23.0,PHI,PF,1,0.0,29.0,8,13,0.615,4.0,8.0,0.5,4.0,5.0,0.8,0.769,0,1,0.0,2.0,2.0,4.0,2,1.0,0.0,2.0,4.0,20,0.0
2023,NBA,Corey Kispert,kispeco01,23.0,WAS,SF,74,45.0,2093.0,291,585,0.497,163.0,384.0,0.424,128.0,201.0,0.637,0.637,75,88,0.852,33.0,174.0,207.0,87,32.0,9.0,55.0,97.0,820,0.0
2023,NBA,Maxi Kleber,klebima01,31.0,DAL,PF,37,5.0,930.0,77,169,0.456,39.0,112.0,0.348,38.0,57.0,0.667,0.571,27,38,0.711,30.0,105.0,135.0,52,12.0,30.0,27.0,85.0,220,0.0
2023,NBA,Nathan Knight,knighna01,25.0,MIN,C,38,0.0,291.0,46,81,0.568,8.0,22.0,0.364,38.0,59.0,0.644,0.617,39,57,0.684,22.0,34.0,56.0,13,10.0,6.0,21.0,41.0,139,0.0
2023,NBA,Kevin Knox,knoxke01,23.0,2TM,SF,63,5.0,952.0,152,332,0.458,65.0,186.0,0.349,87.0,146.0,0.596,0.556,46,60,0.767,34.0,143.0,177.0,33,24.0,12.0,50.0,95.0,415,0.0
2023,NBA,Kevin Knox,knoxke01,23.0,DET,SF,42,1.0,593.0,84,179,0.469,43.0,116.0,0.371,41.0,63.0,0.651,0.589,26,33,0.788,20.0,88.0,108.0,15,14.0,12.0,32.0,74.0,237,0.0
2023,NBA,Kevin Knox,knoxke01,23.0,POR,PF,21,4.0,359.0,68,153,0.444,22.0,70.0,0.314,46.0,83.0,0.554,0.516,20,27,0.741,14.0,55.0,69.0,18,10.0,0.0,18.0,21.0,178,0.0
2023,NBA,Christian Koloko,kolokch01,22.0,TOR,C,58,19.0,802.0,72,150,0.48,1.0,12.0,0.083,71.0,138.0,0.514,0.483,37,59,0.627,84.0,87.0,171.0,31,21.0,57.0,20.0,128.0,182,0.0
2023,NBA,John Konchar,konchjo01,26.0,MEM,SF,72,23.0,1494.0,138,320,0.431,60.0,177.0,0.339,78.0,143.0,0.545,0.525,28,36,0.778,64.0,246.0,310.0,100,77.0,25.0,37.0,112.0,364,0.0
2023,NBA,Furkan Korkmaz,korkmfu01,25.0,PHI,SG,37,0.0,353.0,48,111,0.432,18.0,46.0,0.391,30.0,65.0,0.462,0.514,26,36,0.722,6.0,36.0,42.0,22,10.0,3.0,24.0,18.0,140,0.0
2023,NBA,Luke Kornet,kornelu01,27.0,BOS,C,69,0.0,804.0,113,170,0.665,3.0,13.0,0.231,110.0,157.0,0.701,0.674,32,39,0.821,86.0,111.0,197.0,53,11.0,46.0,25.0,81.0,261,0.0
2023,NBA,Vit Krejci,krejcvi01,22.0,ATL,PG,29,0.0,165.0,15,37,0.405,5.0,21.0,0.238,10.0,16.0,0.625,0.473,1,2,0.5,6.0,20.0,26.0,17,5.0,1.0,5.0,17.0,36,0.0
2023,NBA,Jonathan Kuminga,kuminjo01,20.0,GSW,PF,67,16.0,1394.0,261,497,0.525,54.0,146.0,0.37,207.0,351.0,0.59,0.579,90,138,0.652,70.0,161.0,231.0,125,41.0,31.0,95.0,157.0,666,0.0
2023,NBA,Kyle Kuzma,kuzmaky01,27.0,WAS,PF,64,64.0,2239.0,512,1142,0.448,160.0,481.0,0.333,352.0,661.0,0.533,0.518,173,237,0.73,55.0,408.0,463.0,239,36.0,29.0,190.0,145.0,1357,1.0
2023,NBA,Anthony Lamb,lamban01,25.0,GSW,SF,62,4.0,1195.0,148,314,0.471,73.0,199.0,0.367,75.0,115.0,0.652,0.588,46,60,0.767,56.0,159.0,215.0,96,28.0,20.0,54.0,134.0,415,0.0
2023,NBA,Jock Landale,landajo01,27.0,PHO,C,69,4.0,979.0,178,337,0.528,21.0,84.0,0.25,157.0,253.0,0.621,0.559,79,105,0.752,119.0,161.0,280.0,68,16.0,30.0,59.0,126.0,456,0.0
2023,NBA,Romeo Langford,langfro01,23.0,SAS,SG,43,21.0,844.0,121,259,0.467,16.0,61.0,0.262,105.0,198.0,0.53,0.498,39,56,0.696,57.0,57.0,114.0,50,24.0,13.0,30.0,67.0,297,0.0
2023,NBA,Jake LaRavia,laravja01,21.0,MEM,PF,35,0.0,414.0,37,95,0.389,24.0,71.0,0.338,13.0,24.0,0.542,0.516,7,9,0.778,19.0,44.0,63.0,21,12.0,4.0,18.0,49.0,105,0.0
2023,NBA,Zach LaVine,lavinza01,27.0,CHI,SG,77,77.0,2768.0,673,1388,0.485,204.0,544.0,0.375,469.0,844.0,0.556,0.558,363,428,0.848,42.0,303.0,345.0,327,69.0,18.0,194.0,159.0,1913,0.0
2023,NBA,A.J. Lawson,lawsoaj01,22.0,2TM,SG,15,0.0,108.0,22,44,0.5,10.0,25.0,0.4,12.0,19.0,0.632,0.614,2,8,0.25,6.0,15.0,21.0,2,2.0,0.0,3.0,11.0,56,0.0
2023,NBA,A.J. Lawson,lawsoaj01,22.0,MIN,SG,1,0.0,2.0,1,1,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0,0,,0.0,1.0,1.0,0,0.0,0.0,0.0,1.0,2,0.0
2023,NBA,A.J. Lawson,lawsoaj01,22.0,DAL,SG,14,0.0,106.0,21,43,0.488,10.0,25.0,0.4,11.0,18.0,0.611,0.605,2,8,0.25,6.0,14.0,20.0,2,2.0,0.0,3.0,10.0,54,0.0
2023,NBA,Damion Lee,leeda03,30.0,PHO,SG,74,5.0,1506.0,200,452,0.442,110.0,247.0,0.445,90.0,205.0,0.439,0.564,94,104,0.904,39.0,186.0,225.0,99,30.0,7.0,78.0,118.0,604,0.0
2023,NBA,Saben Lee,leesa01,23.0,2TM,PG,25,1.0,373.0,49,121,0.405,11.0,30.0,0.367,38.0,91.0,0.418,0.45,42,57,0.737,13.0,32.0,45.0,67,19.0,1.0,24.0,32.0,151,0.0
2023,NBA,Saben Lee,leesa01,23.0,PHI,PG,2,0.0,10.0,3,4,0.75,0.0,1.0,0.0,3.0,3.0,1.0,0.75,0,0,,0.0,0.0,0.0,2,1.0,0.0,3.0,1.0,6,0.0
2023,NBA,Saben Lee,leesa01,23.0,PHO,PG,23,1.0,363.0,46,117,0.393,11.0,29.0,0.379,35.0,88.0,0.398,0.44,42,57,0.737,13.0,32.0,45.0,65,18.0,1.0,21.0,31.0,145,0.0
2023,NBA,Alex Len,lenal01,29.0,SAC,C,26,2.0,161.0,16,30,0.533,0.0,2.0,0.0,16.0,28.0,0.571,0.533,11,16,0.688,24.0,36.0,60.0,12,4.0,11.0,16.0,28.0,43,0.0
2023,NBA,Kawhi Leonard,leonaka01,31.0,LAC,SF,52,50.0,1748.0,446,871,0.512,104.0,250.0,0.416,342.0,621.0,0.551,0.572,243,279,0.871,57.0,281.0,338.0,204,72.0,28.0,88.0,84.0,1239,0.0
2023,NBA,Meyers Leonard,leoname01,30.0,MIL,C,9,2.0,114.0,14,29,0.483,7.0,18.0,0.389,7.0,11.0,0.636,0.603,8,9,0.889,12.0,22.0,34.0,1,2.0,0.0,6.0,16.0,43,0.0
2023,NBA,Caris LeVert,leverca01,28.0,CLE,SG,74,30.0,2237.0,320,742,0.431,127.0,324.0,0.392,193.0,418.0,0.462,0.517,130,180,0.722,53.0,229.0,282.0,287,72.0,24.0,116.0,170.0,897,0.0
2023,NBA,Kira Lewis Jr.,lewiski01,21.0,NOP,PG,25,0.0,235.0,40,88,0.455,15.0,34.0,0.441,25.0,54.0,0.463,0.54,19,22,0.864,5.0,28.0,33.0,23,10.0,2.0,10.0,24.0,114,0.0
2023,NBA,Damian Lillard,lillada01,32.0,POR,PG,58,58.0,2107.0,556,1202,0.463,244.0,658.0,0.371,312.0,544.0,0.574,0.564,510,558,0.914,44.0,233.0,277.0,425,50.0,18.0,191.0,109.0,1866,2.0
2023,NBA,Nassir Little,littlna01,22.0,POR,SF,54,4.0,976.0,134,303,0.442,58.0,158.0,0.367,76.0,145.0,0.524,0.538,33,46,0.717,27.0,114.0,141.0,50,20.0,20.0,36.0,66.0,359,0.0
2023,NBA,Isaiah Livers,liveris01,24.0,DET,PF,52,22.0,1199.0,120,288,0.417,74.0,203.0,0.365,46.0,85.0,0.541,0.545,32,39,0.821,28.0,115.0,143.0,41,28.0,28.0,30.0,103.0,346,0.0
2023,NBA,Kenneth Lofton Jr.,loftoke01,20.0,MEM,PF,24,1.0,176.0,49,93,0.527,6.0,17.0,0.353,43.0,76.0,0.566,0.559,16,27,0.593,19.0,32.0,51.0,20,5.0,2.0,12.0,28.0,120,0.0
2023,NBA,Kevon Looney,looneke01,26.0,GSW,C,82,70.0,1958.0,242,384,0.63,0.0,1.0,0.0,242.0,383.0,0.632,0.63,94,155,0.606,274.0,486.0,760.0,207,52.0,50.0,45.0,225.0,578,0.0
2023,NBA,Brook Lopez,lopezbr01,34.0,MIL,C,78,78.0,2373.0,477,899,0.531,136.0,364.0,0.374,341.0,535.0,0.637,0.606,149,190,0.784,157.0,363.0,520.0,99,37.0,193.0,107.0,203.0,1239,0.0
2023,NBA,Robin Lopez,lopezro01,34.0,CLE,C,37,2.0,299.0,48,75,0.64,2.0,4.0,0.5,46.0,71.0,0.648,0.653,14,18,0.778,23.0,28.0,51.0,19,2.0,8.0,25.0,43.0,112,0.0
2023,NBA,Kevin Love,loveke01,34.0,2TM,PF,62,20.0,1240.0,165,424,0.389,99.0,296.0,0.334,66.0,128.0,0.516,0.506,80,91,0.879,59.0,340.0,399.0,116,16.0,12.0,70.0,97.0,509,0.0
2023,NBA,Kevin Love,loveke01,34.0,CLE,PF,41,3.0,821.0,111,285,0.389,69.0,195.0,0.354,42.0,90.0,0.467,0.511,56,63,0.889,42.0,238.0,280.0,76,7.0,7.0,47.0,65.0,347,0.0
2023,NBA,Kevin Love,loveke01,34.0,MIA,PF,21,17.0,419.0,54,139,0.388,30.0,101.0,0.297,24.0,38.0,0.632,0.496,24,28,0.857,17.0,102.0,119.0,40,9.0,5.0,23.0,32.0,162,0.0
2023,NBA,Kyle Lowry,lowryky01,36.0,MIA,PG,55,44.0,1718.0,196,485,0.404,107.0,310.0,0.345,89.0,175.0,0.509,0.514,116,135,0.859,43.0,182.0,225.0,281,57.0,21.0,103.0,143.0,615,1.0
2023,NBA,Trey Lyles,lylestr01,27.0,SAC,PF,74,0.0,1247.0,187,408,0.458,87.0,240.0,0.363,100.0,168.0,0.595,0.565,101,124,0.815,68.0,232.0,300.0,66,27.0,31.0,64.0,97.0,562,0.0
2023,NBA,Théo Maledon,maledth01,21.0,CHO,PG,44,7.0,854.0,102,254,0.402,28.0,95.0,0.295,74.0,159.0,0.465,0.457,63,74,0.851,14.0,109.0,123.0,152,37.0,12.0,59.0,61.0,295,0.0
2023,NBA,Sandro Mamukelashvili,mamuksa01,23.0,2TM,C,43,7.0,660.0,97,230,0.422,30.0,99.0,0.303,67.0,131.0,0.511,0.487,39,57,0.684,70.0,115.0,185.0,62,14.0,12.0,35.0,52.0,263,0.0
2023,NBA,Sandro Mamukelashvili,mamuksa01,23.0,MIL,C,24,0.0,217.0,19,58,0.328,7.0,32.0,0.219,12.0,26.0,0.462,0.388,12,18,0.667,18.0,38.0,56.0,16,4.0,5.0,9.0,19.0,57,0.0
2023,NBA,Sandro Mamukelashvili,mamuksa01,23.0,SAS,C,19,7.0,443.0,78,172,0.453,23.0,67.0,0.343,55.0,105.0,0.524,0.52,27,39,0.692,52.0,77.0,129.0,46,10.0,7.0,26.0,33.0,206,0.0
2023,NBA,Terance Mann,mannte01,26.0,LAC,SG,81,36.0,1872.0,272,524,0.519,77.0,198.0,0.389,195.0,326.0,0.598,0.593,92,118,0.78,77.0,199.0,276.0,184,42.0,22.0,80.0,149.0,713,0.0
2023,NBA,Tre Mann,manntr01,21.0,OKC,PG,67,5.0,1183.0,197,501,0.393,81.0,257.0,0.315,116.0,244.0,0.475,0.474,42,55,0.764,27.0,128.0,155.0,120,40.0,11.0,62.0,99.0,517,1.0
2023,NBA,Boban Marjanović,marjabo01,34.0,HOU,C,31,0.0,171.0,41,60,0.683,0.0,1.0,0.0,41.0,59.0,0.695,0.683,20,27,0.741,20.0,40.0,60.0,9,5.0,2.0,14.0,10.0,102,0.0
2023,NBA,Lauri Markkanen,markkla01,25.0,UTA,PF,66,66.0,2273.0,571,1145,0.499,200.0,511.0,0.391,371.0,634.0,0.585,0.586,349,399,0.875,130.0,440.0,570.0,123,42.0,38.0,127.0,137.0,1691,0.0
2023,NBA,Naji Marshall,marshna01,25.0,NOP,SF,77,21.0,1792.0,247,571,0.433,66.0,218.0,0.303,181.0,353.0,0.513,0.49,138,175,0.789,48.0,231.0,279.0,189,54.0,14.0,97.0,113.0,698,0.0
2023,NBA,Caleb Martin,martica02,27.0,MIA,SF,71,49.0,2077.0,254,548,0.464,84.0,236.0,0.356,170.0,312.0,0.545,0.54,91,113,0.805,88.0,256.0,344.0,117,71.0,31.0,78.0,145.0,683,0.0
2023,NBA,Cody Martin,martico01,27.0,CHO,SF,7,0.0,134.0,14,36,0.389,3.0,14.0,0.214,11.0,22.0,0.5,0.431,4,7,0.571,8.0,16.0,24.0,11,4.0,1.0,2.0,13.0,35,0.0
2023,NBA,KJ Martin,martike04,22.0,HOU,SF,82,49.0,2292.0,410,720,0.569,68.0,216.0,0.315,342.0,504.0,0.679,0.617,151,222,0.68,126.0,326.0,452.0,123,41.0,30.0,91.0,147.0,1039,0.0
2023,NBA,Tyrese Martin,martity01,23.0,ATL,SG,16,0.0,66.0,9,23,0.391,1.0,7.0,0.143,8.0,16.0,0.5,0.413,2,2,1.0,5.0,7.0,12.0,2,1.0,0.0,2.0,2.0,21,0.0
2023,NBA,Garrison Mathews,mathega01,26.0,2TM,SG,54,0.0,686.0,73,201,0.363,63.0,180.0,0.35,10.0,21.0,0.476,0.52,48,53,0.906,11.0,62.0,73.0,26,24.0,5.0,19.0,62.0,257,0.0
2023,NBA,Garrison Mathews,mathega01,26.0,HOU,SG,45,0.0,602.0,60,170,0.353,53.0,155.0,0.342,7.0,15.0,0.467,0.509,41,45,0.911,10.0,52.0,62.0,23,23.0,4.0,18.0,56.0,214,0.0
2023,NBA,Garrison Mathews,mathega01,26.0,ATL,SG,9,0.0,84.0,13,31,0.419,10.0,25.0,0.4,3.0,6.0,0.5,0.581,7,8,0.875,1.0,10.0,11.0,3,1.0,1.0,1.0,6.0,43,0.0
2023,NBA,Bennedict Mathurin,mathube01,20.0,IND,SG,78,17.0,2222.0,413,951,0.434,100.0,310.0,0.323,313.0,641.0,0.488,0.487,376,454,0.828,87.0,231.0,318.0,116,48.0,13.0,152.0,162.0,1302,0.0
2023,NBA,Wesley Matthews,matthwe02,36.0,MIL,SF,52,0.0,820.0,58,160,0.363,39.0,124.0,0.315,19.0,36.0,0.528,0.484,24,28,0.857,34.0,79.0,113.0,34,20.0,13.0,18.0,71.0,179,0.0
2023,NBA,Tyrese Maxey,maxeyty01,22.0,PHI,SG,60,41.0,2016.0,439,913,0.481,160.0,369.0,0.434,279.0,544.0,0.513,0.568,180,213,0.845,23.0,153.0,176.0,212,49.0,8.0,80.0,132.0,1218,0.0
2023,NBA,Skylar Mays,mayssk01,25.0,POR,PG,6,6.0,189.0,34,68,0.5,12.0,26.0,0.462,22.0,42.0,0.524,0.588,12,13,0.923,2.0,17.0,19.0,50,6.0,1.0,10.0,11.0,92,0.0
2023,NBA,Miles McBride,mcbrimi01,22.0,NYK,PG,64,2.0,760.0,77,215,0.358,40.0,134.0,0.299,37.0,81.0,0.457,0.451,28,42,0.667,13.0,37.0,50.0,72,37.0,8.0,25.0,60.0,222,0.0
2023,NBA,Mac McClung,mccluma01,24.0,PHI,SG,2,0.0,41.0,9,20,0.45,4.0,11.0,0.364,5.0,9.0,0.556,0.55,3,5,0.6,3.0,7.0,10.0,9,0.0,0.0,3.0,3.0,25,0.0
2023,NBA,CJ McCollum,mccolcj01,31.0,NOP,PG,75,75.0,2649.0,587,1344,0.437,211.0,543.0,0.389,376.0,801.0,0.469,0.515,183,238,0.769,55.0,273.0,328.0,429,70.0,38.0,183.0,153.0,1568,0.0
