season,lg,player,player_id,age,team,pos,g,gs,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
2023,NBA,Davion Mitchell,mitchda01,24,SAC,PG,80,9,1447,0.454,16.1,0.506,0.208,0.128,0.055,0.105,0.494,0.584,0.699,0.569,0.318,0.5,0.32,0.449,0.825,0.005,1,0.193,0.316,2,0
2023,NBA,Donovan Mitchell,mitchdo01,26,CLE,SG,68,68,2432,0.484,16.0,0.547,0.207,0.148,0.078,0.098,0.453,0.566,0.7,0.524,0.486,0.431,0.386,0.258,0.469,0.029,36,0.054,0.382,6,0
2023,NBA,Evan Mobley,mobleev01,21,CLE,PF,79,79,2715,0.554,7.2,0.892,0.404,0.32,0.122,0.035,0.108,0.595,0.817,0.409,0.362,0.455,0.216,0.724,0.955,0.237,214,0.392,0.2,0,0
2023,NBA,Isaiah Mobley,mobleis01,23,CLE,PF,12,0,84,0.429,11.1,0.714,0.286,0.357,0.036,0.036,0.286,0.45,0.5,0.4,1.0,0.0,0.375,0.444,1.0,0.036,1,0.125,1.0,0,0
2023,NBA,Chima Moneke,monekch01,27,SAC,SF,2,0,8,0.5,2.2,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,,,,,1.0,,0.0,0,,,0,0
2023,NBA,Malik Monk,monkma01,24,SAC,SG,77,0,1719,0.448,15.7,0.5,0.216,0.183,0.064,0.034,0.5,0.538,0.698,0.418,0.333,0.519,0.359,0.523,0.825,0.049,33,0.168,0.433,2,0
2023,NBA,Moses Moody,moodymo01,20,GSW,SG,63,3,817,0.476,17.1,0.405,0.225,0.132,0.031,0.018,0.595,0.641,0.725,0.5,0.429,1.0,0.363,0.695,0.98,0.101,19,0.348,0.34,1,0
2023,NBA,Xavier Moon,moonxa01,28,LAC,SG,4,0,20,0.333,18.1,0.667,0.0,0.111,0.222,0.333,0.333,0.333,,1.0,0.0,0.333,0.333,0.0,1.0,0.0,0,0.333,0.0,0,0
2023,NBA,Wendell Moore Jr.,moorewe01,21,MIN,SG,29,2,153,0.419,11.8,0.605,0.419,0.116,0.047,0.023,0.395,0.615,0.778,0.4,0.0,0.0,0.118,0.438,1.0,0.0,0,0.412,0.143,0,0
2023,NBA,Ja Morant,moranja01,23,MEM,PG,61,59,1948,0.466,11.1,0.753,0.289,0.295,0.144,0.025,0.247,0.519,0.652,0.419,0.463,0.467,0.307,0.181,0.533,0.058,55,0.1,0.433,3,0
2023,NBA,Markieff Morris,morrima02,33,2TM,PF,35,2,355,0.409,20.4,0.383,0.061,0.087,0.157,0.078,0.617,0.432,0.571,0.2,0.556,0.333,0.394,0.737,1.0,0.009,1,0.31,0.409,0,0
2023,NBA,Markieff Morris,morrima02,33,BRK,PF,27,1,285,0.402,18.9,0.402,0.073,0.122,0.159,0.049,0.598,0.394,0.5,0.2,0.462,0.5,0.408,0.846,1.0,0.012,1,0.367,0.444,0,0
2023,NBA,Markieff Morris,morrima02,33,DAL,PF,8,1,70,0.424,21.8,0.333,0.03,0.0,0.152,0.152,0.667,0.545,1.0,,0.8,0.2,0.364,0.5,1.0,0.0,0,0.182,0.25,0,0
2023,NBA,Marcus Morris,morrima03,33,LAC,PF,65,65,1825,0.426,18.2,0.521,0.07,0.118,0.199,0.134,0.479,0.484,0.711,0.5,0.414,0.453,0.364,0.414,0.955,0.008,5,0.231,0.31,2,0
2023,NBA,Monte Morris,morrimo01,27,WAS,PG,62,61,1695,0.48,16.0,0.604,0.118,0.21,0.144,0.132,0.396,0.543,0.754,0.509,0.5,0.456,0.382,0.29,0.769,0.0,0,0.245,0.4,1,0
2023,NBA,Trey Murphy III,murphtr02,22,NOP,SF,79,65,2448,0.484,17.7,0.379,0.201,0.129,0.02,0.026,0.621,0.611,0.758,0.495,0.188,0.333,0.406,0.659,0.946,0.124,85,0.266,0.424,1,0
2023,NBA,Dejounte Murray,murrade01,26,ATL,SG,74,74,2693,0.464,14.3,0.707,0.158,0.155,0.227,0.158,0.293,0.514,0.697,0.431,0.455,0.486,0.344,0.192,0.722,0.016,21,0.222,0.442,0,0
2023,NBA,Jamal Murray,murraja01,25,DEN,PG,65,65,2133,0.454,16.2,0.585,0.144,0.161,0.134,0.142,0.415,0.494,0.667,0.44,0.46,0.399,0.398,0.326,0.587,0.018,17,0.12,0.5,8,0
2023,NBA,Keegan Murray,murrake02,22,SAC,SF,80,78,2382,0.453,17.8,0.359,0.179,0.106,0.042,0.027,0.641,0.527,0.671,0.349,0.455,0.333,0.411,0.689,0.966,0.058,39,0.277,0.439,0,0
2023,NBA,Mike Muscala,muscami01,31,2TM,C,63,9,945,0.449,19.8,0.291,0.092,0.072,0.082,0.041,0.709,0.588,0.63,0.667,0.5,0.5,0.391,0.86,0.975,0.021,5,0.232,0.417,0,0
2023,NBA,Mike Muscala,muscami01,31,OKC,C,43,5,622,0.438,20.7,0.3,0.103,0.049,0.094,0.054,0.7,0.541,0.667,0.4,0.526,0.455,0.394,0.879,0.982,0.02,3,0.183,0.385,0,0
2023,NBA,Mike Muscala,muscami01,31,BOS,C,20,4,323,0.472,18.9,0.27,0.067,0.124,0.056,0.011,0.73,0.708,0.5,0.909,0.4,1.0,0.385,0.824,0.96,0.022,2,0.338,0.455,0,0
2023,NBA,Svi Mykhailiuk,mykhasv01,25,2TM,SF,32,8,468,0.445,19.4,0.428,0.208,0.104,0.064,0.052,0.572,0.473,0.667,0.167,0.455,0.333,0.424,0.543,0.833,0.029,5,0.354,0.429,0,0
2023,NBA,Svi Mykhailiuk,mykhasv01,25,NYK,SF,13,0,40,0.5,22.0,0.167,0.0,0.167,0.0,0.0,0.833,0.0,,0.0,,,0.6,,1.0,0.0,0,0.3,0.667,0,0
2023,NBA,Svi Mykhailiuk,mykhasv01,25,CHO,SF,19,8,428,0.441,16.8,0.447,0.224,0.099,0.068,0.056,0.553,0.486,0.667,0.188,0.455,0.333,0.404,0.543,0.806,0.031,5,0.36,0.406,0,0
2023,NBA,Larry Nance Jr.,nancela02,30,NOP,C,65,1,1381,0.61,6.9,0.862,0.482,0.292,0.059,0.03,0.138,0.654,0.769,0.551,0.389,0.333,0.333,0.762,1.0,0.223,66,0.571,0.417,0,0
2023,NBA,Andrew Nembhard,nembhan01,23,IND,SG,75,63,2073,0.441,15.3,0.592,0.169,0.182,0.169,0.068,0.408,0.504,0.716,0.436,0.376,0.455,0.35,0.406,0.902,0.002,1,0.266,0.357,0,0
2023,NBA,Aaron Nesmith,nesmiaa01,23,IND,SF,73,60,1816,0.427,15.5,0.468,0.249,0.136,0.063,0.02,0.532,0.496,0.639,0.263,0.486,0.333,0.366,0.701,0.965,0.042,22,0.424,0.383,0,0
2023,NBA,Raul Neto,netora01,30,CLE,PG,48,1,505,0.518,13.2,0.618,0.345,0.155,0.082,0.036,0.382,0.662,0.711,0.471,1.0,0.25,0.286,0.444,0.917,0.0,0,0.19,0.625,1,0
2023,NBA,Georges Niang,niangge01,29,PHI,PF,78,1,1512,0.442,20.7,0.235,0.094,0.112,0.024,0.004,0.765,0.576,0.681,0.536,0.333,0.5,0.401,0.735,0.994,0.0,0,0.19,0.534,0,0
2023,NBA,Daishen Nix,nixda01,20,HOU,PG,57,7,914,0.342,17.4,0.409,0.19,0.194,0.004,0.021,0.591,0.423,0.489,0.37,1.0,0.2,0.286,0.439,0.825,0.013,2,0.15,0.238,3,0
2023,NBA,Zeke Nnaji,nnajize01,22,DEN,PF,53,5,728,0.561,9.9,0.668,0.52,0.138,0.0,0.01,0.332,0.71,0.794,0.407,,0.5,0.262,0.72,1.0,0.168,32,0.369,0.25,2,0
2023,NBA,Nerlens Noel,noelne01,28,2TM,C,17,4,195,0.361,9.1,0.944,0.25,0.25,0.306,0.139,0.056,0.353,0.444,0.222,0.364,0.4,0.5,0.833,1.0,0.028,0,0.0,,0,0
2023,NBA,Nerlens Noel,noelne01,28,DET,C,14,3,152,0.4,10.1,0.933,0.267,0.2,0.3,0.167,0.067,0.393,0.5,0.333,0.333,0.4,0.5,0.818,1.0,0.033,0,0.0,,0,0
2023,NBA,Nerlens Noel,noelne01,28,BRK,C,3,1,43,0.167,8.1,1.0,0.167,0.5,0.333,0.0,0.0,0.167,0.0,0.0,0.5,,,1.0,,0.0,0,,,0,0
2023,NBA,Jaylen Nowell,nowelja01,23,MIN,SG,65,2,1252,0.448,13.5,0.629,0.251,0.213,0.134,0.03,0.371,0.542,0.662,0.429,0.536,0.368,0.289,0.469,0.716,0.024,11,0.155,0.222,4,0
2023,NBA,Frank Ntilikina,ntilila01,24,DAL,SG,47,5,607,0.364,16.9,0.492,0.144,0.159,0.091,0.098,0.508,0.477,0.579,0.238,0.417,0.769,0.254,0.581,0.941,0.0,0,0.343,0.13,1,0
2023,NBA,Kendrick Nunn,nunnke01,27,2TM,SG,70,2,964,0.424,17.0,0.504,0.127,0.18,0.127,0.071,0.496,0.493,0.667,0.395,0.474,0.469,0.354,0.366,0.696,0.022,8,0.229,0.333,1,0
2023,NBA,Kendrick Nunn,nunnke01,27,LAL,SG,39,2,528,0.406,16.8,0.498,0.131,0.179,0.12,0.068,0.502,0.488,0.667,0.444,0.4,0.412,0.325,0.459,0.756,0.02,4,0.214,0.333,0,0
2023,NBA,Kendrick Nunn,nunnke01,27,WAS,SG,31,0,436,0.447,17.2,0.513,0.121,0.181,0.136,0.075,0.487,0.5,0.667,0.333,0.556,0.533,0.392,0.255,0.632,0.025,4,0.247,0.333,1,0
2023,NBA,Jusuf Nurkić,nurkiju01,28,POR,C,52,52,1391,0.519,8.6,0.764,0.451,0.279,0.018,0.016,0.236,0.567,0.645,0.447,0.556,0.5,0.361,0.594,1.0,0.044,21,0.126,0.333,0,0
2023,NBA,Jordan Nwora,nworajo01,24,2TM,SF,62,14,1188,0.436,15.4,0.526,0.227,0.142,0.074,0.067,0.474,0.462,0.574,0.413,0.364,0.233,0.408,0.546,0.907,0.04,15,0.28,0.39,0,0
2023,NBA,Jordan Nwora,nworajo01,24,MIL,SF,38,3,597,0.386,17.0,0.482,0.193,0.127,0.066,0.096,0.518,0.379,0.526,0.4,0.154,0.211,0.392,0.556,1.0,0.015,3,0.235,0.333,0,0
2023,NBA,Jordan Nwora,nworajo01,24,IND,SF,24,11,591,0.476,13.7,0.56,0.254,0.153,0.081,0.044,0.44,0.518,0.603,0.421,0.5,0.273,0.422,0.542,0.826,0.06,12,0.321,0.429,0,0
2023,NBA,Chuma Okeke,okekech01,24,ORL,SF,27,8,518,0.352,19.6,0.295,0.164,0.057,0.049,0.025,0.705,0.472,0.7,0.143,0.167,0.333,0.302,0.588,0.923,0.049,4,0.198,0.471,0,0
2023,NBA,Josh Okogie,okogijo01,24,PHO,SG,72,26,1350,0.391,14.4,0.524,0.28,0.155,0.051,0.039,0.476,0.442,0.56,0.297,0.286,0.375,0.335,0.448,0.939,0.087,25,0.462,0.319,0,0
2023,NBA,Onyeka Okongwu,okongon01,22,ATL,C,80,18,1849,0.638,4.6,0.974,0.606,0.233,0.05,0.074,0.026,0.647,0.764,0.448,0.56,0.405,0.308,0.706,1.0,0.207,95,0.769,0.4,1,0
2023,NBA,Isaac Okoro,okorois01,22,CLE,SF,76,46,1652,0.494,12.5,0.517,0.37,0.13,0.006,0.003,0.483,0.617,0.687,0.413,1.0,0.0,0.363,0.735,0.935,0.096,30,0.83,0.38,0,0
2023,NBA,KZ Okpala,okpalkz01,23,SAC,PF,35,3,248,0.421,16.0,0.447,0.158,0.237,0.026,0.026,0.553,0.529,0.833,0.333,0.0,1.0,0.333,0.667,1.0,0.053,2,0.524,0.455,0,0
2023,NBA,Victor Oladipo,oladivi01,30,MIA,SG,42,2,1106,0.397,16.7,0.474,0.144,0.156,0.107,0.055,0.526,0.471,0.534,0.492,0.326,0.545,0.33,0.278,0.586,0.01,3,0.179,0.158,1,0
2023,NBA,Kelly Olynyk,olynyke01,31,UTA,C,68,68,1942,0.499,14.1,0.576,0.223,0.269,0.048,0.036,0.424,0.576,0.702,0.54,0.296,0.45,0.394,0.643,0.968,0.025,13,0.203,0.438,0,0
2023,NBA,Eugene Omoruyi,omorueu01,25,2TM,SF,40,6,645,0.443,11.4,0.61,0.404,0.18,0.013,0.013,0.39,0.547,0.707,0.244,0.333,0.0,0.281,0.618,1.0,0.053,11,0.472,0.333,1,0
2023,NBA,Eugene Omoruyi,omorueu01,25,OKC,SF,23,2,272,0.468,9.6,0.67,0.5,0.149,0.011,0.011,0.33,0.571,0.681,0.286,0.0,0.0,0.258,0.611,1.0,0.096,8,0.548,0.353,0,0
2023,NBA,Eugene Omoruyi,omorueu01,25,DET,SF,17,4,373,0.425,13.1,0.567,0.336,0.201,0.015,0.015,0.433,0.526,0.733,0.222,0.5,0.0,0.293,0.625,1.0,0.022,3,0.431,0.32,1,0
2023,NBA,Royce O'Neale,onealro01,29,BRK,SF,76,53,2409,0.386,19.6,0.293,0.155,0.118,0.015,0.005,0.707,0.379,0.489,0.271,0.222,0.0,0.389,0.394,0.975,0.01,5,0.15,0.349,3,0
2023,NBA,Cedi Osman,osmande01,27,CLE,SF,77,2,1548,0.451,16.7,0.411,0.268,0.1,0.025,0.015,0.589,0.564,0.732,0.226,0.538,0.0,0.372,0.764,0.862,0.013,7,0.253,0.43,2,0
2023,NBA,Kelly Oubre Jr.,oubreke01,27,CHO,SF,48,40,1548,0.431,13.8,0.586,0.252,0.206,0.093,0.035,0.414,0.51,0.66,0.361,0.447,0.483,0.319,0.539,0.917,0.067,47,0.295,0.41,0,0
2023,NBA,Chris Paul,paulch01,37,PHO,PG,59,59,1889,0.44,18.0,0.609,0.025,0.127,0.302,0.154,0.391,0.482,0.588,0.447,0.485,0.485,0.375,0.163,0.551,0.0,0,0.073,0.421,1,0
2023,NBA,Cameron Payne,payneca01,28,PHO,PG,48,15,968,0.415,15.8,0.592,0.124,0.267,0.146,0.055,0.408,0.448,0.607,0.388,0.439,0.4,0.368,0.3,0.662,0.0,0,0.097,0.333,3,0
2023,NBA,Gary Payton II,paytoga02,30,2TM,SG,22,1,367,0.594,10.4,0.623,0.449,0.159,0.014,0.0,0.377,0.651,0.677,0.636,0.0,,0.5,0.714,1.0,0.087,3,0.769,0.55,0,0
2023,NBA,Gary Payton II,paytoga02,30,POR,SG,15,1,255,0.585,11.2,0.585,0.488,0.073,0.024,0.0,0.415,0.625,0.7,0.333,0.0,,0.529,0.733,1.0,0.049,1,0.706,0.583,0,0
2023,NBA,Gary Payton II,paytoga02,30,GSW,SG,7,0,112,0.607,9.5,0.679,0.393,0.286,0.0,0.0,0.321,0.684,0.636,0.75,,,0.444,0.692,1.0,0.143,2,0.889,0.5,0,0
2023,NBA,Theo Pinson,pinsoth01,27,DAL,SG,40,1,323,0.356,19.6,0.287,0.126,0.126,0.023,0.011,0.713,0.36,0.364,0.364,0.5,0.0,0.355,0.778,0.818,0.023,1,0.145,0.556,0,0
2023,NBA,Scotty Pippen Jr.,pippesc02,22,LAL,PG,6,0,32,0.333,11.8,0.75,0.167,0.333,0.167,0.083,0.25,0.333,0.5,0.5,0.0,0.0,0.333,0.333,0.0,0.0,0,0.333,0.0,0,0
2023,NBA,Mason Plumlee,plumlma01,32,2TM,C,79,60,2054,0.68,2.5,1.0,0.707,0.25,0.033,0.01,0.0,0.68,0.766,0.463,0.5,0.6,,0.657,,0.26,115,,,0,0
2023,NBA,Mason Plumlee,plumlma01,32,CHO,C,56,56,1597,0.669,2.8,1.0,0.697,0.253,0.038,0.013,0.0,0.669,0.764,0.43,0.533,0.6,,0.623,,0.253,90,,,0,0
2023,NBA,Mason Plumlee,plumlma01,32,LAC,C,23,4,457,0.727,2.2,1.0,0.75,0.239,0.011,0.0,0.0,0.727,0.773,0.619,0.0,,,0.797,,0.295,25,,,0,0
2023,NBA,Jakob Poeltl,poeltja01,27,2TM,C,72,71,1906,0.629,4.6,0.998,0.487,0.351,0.138,0.002,0.002,0.63,0.757,0.516,0.471,0.0,0.0,0.632,,0.045,27,0.0,,1,0
2023,NBA,Jakob Poeltl,poeltja01,27,SAS,C,46,46,1199,0.616,4.9,0.997,0.5,0.343,0.152,0.003,0.003,0.618,0.768,0.481,0.441,0.0,0.0,0.598,,0.039,15,0.0,,1,0
2023,NBA,Jakob Poeltl,poeltja01,27,TOR,C,26,25,707,0.652,4.2,1.0,0.465,0.365,0.113,0.0,0.0,0.652,0.738,0.571,0.538,,,0.687,,0.057,12,,,0,0
2023,NBA,Aleksej Pokusevski,pokusal01,21,OKC,PF,34,25,701,0.434,13.2,0.582,0.305,0.201,0.052,0.024,0.418,0.483,0.645,0.3,0.308,0.333,0.365,0.6,0.974,0.056,14,0.279,0.379,0,0
2023,NBA,Jordan Poole,poolejo01,23,GSW,PG,82,43,2458,0.43,17.3,0.502,0.134,0.21,0.081,0.077,0.498,0.524,0.696,0.517,0.379,0.398,0.336,0.446,0.701,0.024,27,0.118,0.333,8,0
2023,NBA,Kevin Porter Jr.,porteke02,22,HOU,PG,59,59,2024,0.442,15.7,0.564,0.153,0.221,0.115,0.076,0.436,0.501,0.711,0.385,0.461,0.478,0.366,0.18,0.525,0.054,41,0.117,0.489,1,0
2023,NBA,Michael Porter Jr.,portemi01,24,DEN,SF,62,62,1798,0.487,17.7,0.444,0.165,0.103,0.061,0.109,0.556,0.579,0.807,0.429,0.44,0.449,0.414,0.752,0.904,0.051,39,0.185,0.524,2,0
2023,NBA,Otto Porter Jr.,porteot01,29,TOR,SF,8,2,146,0.5,18.8,0.433,0.133,0.1,0.033,0.167,0.567,0.692,1.0,1.0,0.0,0.4,0.353,0.556,1.0,0.0,0,0.235,0.25,0,0
2023,NBA,Bobby Portis,portibo01,27,MIL,PF,70,22,1818,0.496,13.3,0.68,0.23,0.202,0.172,0.076,0.32,0.555,0.643,0.549,0.471,0.492,0.37,0.597,1.0,0.025,17,0.35,0.278,1,0
2023,NBA,Kristaps Porziņģis,porzikr01,27,WAS,C,65,65,2120,0.498,14.9,0.65,0.166,0.229,0.163,0.092,0.35,0.559,0.74,0.536,0.494,0.404,0.385,0.622,0.949,0.095,83,0.053,0.526,2,0
2023,NBA,Micah Potter,pottemi01,24,UTA,PF,7,0,52,0.667,14.3,0.533,0.2,0.333,0.0,0.0,0.467,0.75,1.0,0.6,,,0.571,0.667,1.0,0.133,2,0.143,1.0,0,0
2023,NBA,Dwight Powell,poweldw01,31,DAL,C,76,64,1458,0.732,2.5,0.981,0.799,0.167,0.004,0.011,0.019,0.746,0.791,0.578,0.0,0.333,0.0,0.787,,0.316,76,0.4,0.0,0,0
2023,NBA,Norman Powell,powelno01,29,LAC,SG,60,8,1567,0.479,14.1,0.596,0.241,0.207,0.087,0.061,0.404,0.534,0.684,0.456,0.419,0.372,0.397,0.527,0.877,0.025,16,0.317,0.484,1,0
2023,NBA,Jason Preston,prestja01,23,LAC,PG,14,0,124,0.439,17.1,0.561,0.122,0.293,0.122,0.024,0.439,0.565,0.8,0.417,0.6,1.0,0.278,0.308,0.6,0.0,0,0.222,0.5,1,0
2023,NBA,Joshua Primo,primojo01,20,SAS,SG,4,0,93,0.346,17.0,0.538,0.038,0.308,0.115,0.077,0.462,0.429,1.0,0.375,0.333,0.5,0.25,0.333,0.667,0.077,1,0.25,0.333,0,0
2023,NBA,Taurean Prince,princta02,28,MIN,PF,54,4,1192,0.467,15.7,0.488,0.216,0.172,0.047,0.053,0.512,0.557,0.671,0.462,0.667,0.3,0.381,0.748,0.946,0.013,4,0.418,0.432,1,0
2023,NBA,Payton Pritchard,pritcpa01,25,BOS,PG,48,3,643,0.412,18.6,0.371,0.159,0.118,0.033,0.053,0.629,0.495,0.615,0.414,0.375,0.385,0.364,0.422,0.857,0.004,0,0.182,0.321,3,0
2023,NBA,Trevelin Queen,queentr01,25,IND,SG,7,0,70,0.241,15.6,0.483,0.31,0.138,0.0,0.034,0.517,0.357,0.556,0.0,,0.0,0.133,0.6,1.0,0.034,0,0.133,0.5,0,0
2023,NBA,Neemias Queta,quetane01,23,SAC,C,5,0,29,0.667,3.0,1.0,0.444,0.556,0.0,0.0,0.0,0.667,0.75,0.6,,,,0.833,,0.444,4,,,0,0
2023,NBA,Immanuel Quickley,quickim01,23,NYK,SG,81,21,2344,0.448,16.5,0.515,0.127,0.205,0.127,0.056,0.485,0.521,0.681,0.5,0.471,0.346,0.37,0.263,0.72,0.009,8,0.271,0.366,1,0
2023,NBA,Lester Quiñones,quinole01,22,GSW,SG,4,0,18,0.4,22.3,0.2,0.0,0.2,0.0,0.0,0.8,0.0,,0.0,,,0.5,,0.5,0.0,0,0.25,0.0,0,0
2023,NBA,Julius Randle,randlju01,28,NYK,PF,77,77,2737,0.459,15.3,0.556,0.22,0.149,0.123,0.064,0.444,0.553,0.679,0.519,0.443,0.407,0.343,0.382,0.752,0.051,62,0.142,0.333,2,0
2023,NBA,Austin Reaves,reaveau01,24,LAL,SG,64,22,1843,0.529,15.4,0.559,0.184,0.194,0.129,0.053,0.441,0.631,0.833,0.558,0.54,0.423,0.398,0.405,0.86,0.016,8,0.264,0.368,2,0
2023,NBA,Cam Reddish,reddica01,23,2TM,SF,40,20,990,0.446,13.4,0.538,0.266,0.189,0.054,0.016,0.462,0.56,0.675,0.508,0.412,0.2,0.313,0.723,0.8,0.038,12,0.333,0.354,2,0
2023,NBA,Cam Reddish,reddica01,23,NYK,SF,20,8,438,0.449,12.8,0.588,0.316,0.206,0.044,0.022,0.412,0.55,0.651,0.464,0.333,0.333,0.304,0.75,0.941,0.059,8,0.339,0.368,1,0
2023,NBA,Cam Reddish,reddica01,23,POR,SF,20,12,552,0.443,14.0,0.5,0.227,0.176,0.063,0.011,0.5,0.568,0.7,0.548,0.455,0.0,0.318,0.7,0.714,0.023,4,0.33,0.345,1,0
2023,NBA,Davon Reed,reedda01,27,2TM,SG,43,1,342,0.333,18.6,0.452,0.095,0.131,0.095,0.131,0.548,0.289,0.375,0.182,0.125,0.455,0.37,0.455,0.941,0.024,1,0.304,0.357,0,0
2023,NBA,Davon Reed,reedda01,27,DEN,SG,35,1,315,0.313,18.6,0.45,0.088,0.138,0.1,0.125,0.55,0.25,0.286,0.182,0.125,0.4,0.364,0.333,0.938,0.025,1,0.318,0.357,0,0
2023,NBA,Davon Reed,reedda01,27,LAL,SG,8,0,27,0.75,18.5,0.5,0.25,0.0,0.0,0.25,0.5,1.0,1.0,,,1.0,0.5,1.0,1.0,0.0,0,0.0,,0,0
2023,NBA,Paul Reed,reedpa01,23,PHI,C,69,2,755,0.593,4.0,0.971,0.651,0.215,0.057,0.029,0.029,0.606,0.706,0.356,0.333,0.5,0.167,0.659,1.0,0.144,25,0.167,0.0,0,0
2023,NBA,Naz Reid,reidna01,23,MIN,C,68,11,1251,0.537,11.8,0.624,0.341,0.256,0.023,0.003,0.376,0.653,0.812,0.466,0.385,0.5,0.346,0.655,1.0,0.066,33,0.175,0.263,0,0
2023,NBA,Jared Rhoden,rhodeja01,23,DET,SG,14,0,198,0.386,14.8,0.545,0.159,0.205,0.091,0.045,0.455,0.5,0.571,0.333,0.75,0.0,0.25,0.583,1.0,0.045,2,0.4,0.375,0,0
2023,NBA,Josh Richardson,richajo01,29,2TM,SG,65,10,1530,0.431,18.8,0.471,0.09,0.108,0.164,0.108,0.529,0.506,0.66,0.467,0.429,0.533,0.365,0.432,0.916,0.011,5,0.16,0.447,1,0
2023,NBA,Josh Richardson,richajo01,29,SAS,SG,42,6,997,0.436,18.7,0.49,0.089,0.101,0.187,0.113,0.51,0.518,0.639,0.585,0.395,0.565,0.357,0.417,0.878,0.012,5,0.13,0.481,1,0
2023,NBA,Josh Richardson,richajo01,29,NOP,SG,23,4,533,0.419,19.0,0.419,0.095,0.128,0.101,0.095,0.581,0.468,0.714,0.211,0.6,0.429,0.384,0.483,1.0,0.007,0,0.233,0.4,0,0
2023,NBA,Nick Richards,richani01,25,CHO,C,65,9,1217,0.629,2.6,0.997,0.741,0.227,0.019,0.01,0.003,0.628,0.741,0.282,0.5,0.333,1.0,0.638,1.0,0.3,82,0.0,,0,0
2023,NBA,Austin Rivers,riverau01,30,MIN,SG,52,10,1016,0.435,15.7,0.411,0.201,0.191,0.019,0.0,0.589,0.558,0.786,0.35,0.25,,0.35,0.354,0.907,0.019,3,0.659,0.42,0,0
2023,NBA,Duncan Robinson,robindu01,28,MIA,SF,42,1,691,0.371,21.9,0.19,0.051,0.089,0.034,0.013,0.81,0.556,0.75,0.476,0.5,0.333,0.328,0.88,0.952,0.0,0,0.188,0.306,0,0
2023,NBA,Jeremiah Robinson-Earl,robinje02,22,OKC,PF,43,20,814,0.444,12.9,0.552,0.395,0.101,0.02,0.036,0.448,0.533,0.612,0.32,0.6,0.222,0.333,0.795,1.0,0.085,18,0.351,0.333,0,0
2023,NBA,Mitchell Robinson,robinmi01,24,NYK,C,59,58,1591,0.671,1.2,1.0,0.918,0.075,0.004,0.004,0.0,0.671,0.7,0.333,1.0,0.0,,0.574,,0.521,130,,,0,0
2023,NBA,Orlando Robinson,robinor01,22,MIA,C,31,1,425,0.528,5.3,0.933,0.416,0.472,0.034,0.011,0.067,0.566,0.757,0.452,0.0,0.0,0.0,0.574,,0.09,6,0.5,0.0,0,0
2023,NBA,Isaiah Roby,robyis01,24,SAS,PF,42,2,474,0.432,13.1,0.613,0.265,0.277,0.026,0.045,0.387,0.516,0.707,0.395,0.25,0.286,0.3,0.612,1.0,0.084,12,0.183,0.364,0,0
2023,NBA,David Roddy,roddyda01,21,MEM,PF,70,4,1258,0.429,14.5,0.495,0.271,0.183,0.026,0.014,0.505,0.553,0.711,0.351,0.545,0.167,0.307,0.609,0.969,0.057,22,0.415,0.341,1,0
2023,NBA,Ryan Rollins,rolliry01,20,GSW,PG,12,0,62,0.35,13.1,0.55,0.35,0.15,0.05,0.0,0.45,0.364,0.429,0.333,0.0,,0.333,0.25,0.667,0.0,0,0.556,0.2,0,0
2023,NBA,Derrick Rose,rosede01,34,NYK,PG,27,0,338,0.384,14.2,0.604,0.189,0.258,0.094,0.063,0.396,0.438,0.567,0.366,0.467,0.3,0.302,0.333,0.737,0.0,0,0.19,0.333,0,0
2023,NBA,Terrence Ross,rosste01,31,2TM,SG,63,9,1330,0.43,19.9,0.445,0.037,0.08,0.178,0.151,0.555,0.507,0.706,0.514,0.398,0.586,0.368,0.629,0.937,0.019,6,0.264,0.441,0,0
2023,NBA,Terrence Ross,rosste01,31,ORL,SG,42,9,944,0.431,19.2,0.465,0.043,0.107,0.174,0.14,0.535,0.489,0.692,0.5,0.385,0.548,0.381,0.588,0.918,0.023,5,0.231,0.459,0,0
2023,NBA,Terrence Ross,rosste01,31,PHO,SG,21,0,386,0.428,20.6,0.41,0.024,0.03,0.187,0.169,0.59,0.544,0.75,0.6,0.419,0.643,0.347,0.703,0.971,0.012,1,0.316,0.419,0,0
2023,NBA,Terry Rozier,roziete01,28,CHO,SG,63,63,2221,0.415,15.1,0.575,0.194,0.199,0.101,0.081,0.425,0.48,0.622,0.376,0.467,0.417,0.327,0.326,0.655,0.003,3,0.289,0.301,2,0
2023,NBA,Ricky Rubio,rubiori01,32,CLE,PG,33,2,566,0.343,16.4,0.539,0.152,0.09,0.242,0.051,0.461,0.417,0.407,0.188,0.488,0.444,0.256,0.35,0.952,0.0,0,0.439,0.306,1,0
