season,lg,player,player_id,age,team,pos,experience
2024,NBA,Kyle Anderson,anderky01,30.0,MIN,PF,10
2024,NBA,Giannis Antetokounmpo,antetgi01,29.0,MIL,PF,11
2024,NBA,Thanasis Antetokounmpo,antetth01,31.0,MIL,PF,6
2024,NBA,Cole Anthony,anthoco01,23.0,ORL,PG,4
2024,NBA,OG Anunoby,anunoog01,26.0,2TM,SF,7
2024,NBA,OG Anunoby,anunoog01,26.0,NYK,SF,7
2024,NBA,OG Anunoby,anunoog01,26.0,TOR,SF,7
2024,NBA,Ryan Arcidiacono,arcidry01,29.0,NYK,PG,7
2024,NBA,Deni Avdija,avdijde01,23.0,WAS,SF,4
2024,NBA,Deandre Ayton,aytonde01,25.0,POR,C,6
2024,NBA,Udoka Azubuike,azubuud01,24.0,PHO,C,4
2024,NBA,Ibou Badji,badjiib01,21.0,POR,C,1
2024,NBA,Marvin Bagley III,baglema01,24.0,2TM,C,6
2024,NBA,Marvin Bagley III,baglema01,24.0,DET,C,6
2024,NBA,Marvin Bagley III,baglema01,24.0,WAS,C,6
2024,NBA,Amari Bailey,baileam01,19.0,CHO,PG,1
2024,NBA,Patrick Baldwin Jr.,baldwpa01,21.0,WAS,SF,2
2024,NBA,LaMelo Ball,ballla01,22.0,CHO,PG,4
2024,NBA,Mo Bamba,bambamo01,25.0,PHI,C,6
2024,NBA,Paolo Banchero,banchpa01,21.0,ORL,PF,2
2024,NBA,Desmond Bane,banede01,25.0,MEM,SG,4
2024,NBA,Dalano Banton,bantoda01,24.0,2TM,PG,3
2024,NBA,Dalano Banton,bantoda01,24.0,BOS,PG,3
2024,NBA,Dalano Banton,bantoda01,24.0,POR,PG,3
2024,NBA,Dominick Barlow,barlodo01,20.0,SAS,PF,2
2024,NBA,Harrison Barnes,barneha02,31.0,SAC,PF,12
2024,NBA,Scottie Barnes,barnesc01,22.0,TOR,SG,3
2024,NBA,RJ Barrett,barrerj01,23.0,2TM,SG,5
2024,NBA,RJ Barrett,barrerj01,23.0,NYK,SG,5
2024,NBA,RJ Barrett,barrerj01,23.0,TOR,SG,5
2024,NBA,Charles Bassey,bassech01,23.0,SAS,C,3
2024,NBA,Emoni Bates,batesem01,20.0,CLE,SF,1
2024,NBA,Keita Bates-Diop,bateske01,28.0,2TM,SF,6
2024,NBA,Keita Bates-Diop,bateske01,28.0,BRK,SF,6
2024,NBA,Keita Bates-Diop,bateske01,28.0,PHO,SF,6
2024,NBA,Nicolas Batum,batumni01,35.0,2TM,PF,16
2024,NBA,Nicolas Batum,batumni01,35.0,LAC,PF,16
2024,NBA,Nicolas Batum,batumni01,35.0,PHI,PF,16
2024,NBA,Darius Bazley,bazleda01,23.0,2TM,PF,5
2024,NBA,Darius Bazley,bazleda01,23.0,PHI,PF,5
2024,NBA,Darius Bazley,bazleda01,23.0,UTA,PF,5
2024,NBA,Bradley Beal,bealbr01,30.0,PHO,SG,12
2024,NBA,Malik Beasley,beaslma01,27.0,MIL,SG,8
2024,NBA,MarJon Beauchamp,beaucma01,23.0,MIL,SF,2
2024,NBA,Jules Bernard,bernaju01,24.0,WAS,SG,1
2024,NBA,Dāvis Bertāns,bertada01,31.0,2TM,PF,8
2024,NBA,Dāvis Bertāns,bertada01,31.0,CHO,PF,8
2024,NBA,Dāvis Bertāns,bertada01,31.0,OKC,PF,8
2024,NBA,Patrick Beverley,beverpa01,35.0,2TM,PG,12
2024,NBA,Patrick Beverley,beverpa01,35.0,MIL,PG,12
2024,NBA,Patrick Beverley,beverpa01,35.0,PHI,PG,12
2024,NBA,Saddiq Bey,beysa01,24.0,ATL,SF,4
2024,NBA,Goga Bitadze,bitadgo01,24.0,ORL,C,5
2024,NBA,Onuralp Bitim,bitimon01,24.0,CHI,SG,1
2024,NBA,Bismack Biyombo,biyombi01,31.0,2TM,C,13
2024,NBA,Bismack Biyombo,biyombi01,31.0,MEM,C,13
2024,NBA,Bismack Biyombo,biyombi01,31.0,OKC,C,13
2024,NBA,Anthony Black,blackan01,20.0,ORL,PG,1
2024,NBA,Leaky Black,blackle01,24.0,CHO,SF,1
2024,NBA,Buddy Boeheim,boehebu01,24.0,DET,SF,2
2024,NBA,Bogdan Bogdanović,bogdabo01,31.0,ATL,SG,7
2024,NBA,Bojan Bogdanović,bogdabo02,34.0,2TM,PF,10
2024,NBA,Bojan Bogdanović,bogdabo02,34.0,DET,PF,10
2024,NBA,Bojan Bogdanović,bogdabo02,34.0,NYK,SF,10
2024,NBA,Bol Bol,bolbo01,24.0,PHO,PF,5
2024,NBA,Marques Bolden,boldema01,25.0,2TM,C,3
2024,NBA,Marques Bolden,boldema01,25.0,CHO,C,3
2024,NBA,Marques Bolden,boldema01,25.0,MIL,C,3
2024,NBA,Devin Booker,bookede01,27.0,PHO,PG,9
2024,NBA,Brandon Boston Jr.,bostobr01,22.0,LAC,SF,3
2024,NBA,Chris Boucher,bouchch01,31.0,TOR,PF,7
2024,NBA,James Bouknight,bouknja01,23.0,CHO,SG,3
2024,NBA,Jamaree Bouyea,bouyeja01,24.0,2TM,PG,2
2024,NBA,Jamaree Bouyea,bouyeja01,24.0,POR,PG,2
2024,NBA,Jamaree Bouyea,bouyeja01,24.0,SAS,PG,2
2024,NBA,Malaki Branham,branhma01,20.0,SAS,PG,2
2024,NBA,Christian Braun,braunch01,22.0,DEN,SG,2
2024,NBA,Mikal Bridges,bridgmi01,27.0,BRK,SF,6
2024,NBA,Miles Bridges,bridgmi02,25.0,CHO,SF,5
2024,NBA,Oshae Brissett,brissos01,25.0,BOS,SF,5
2024,NBA,Izaiah Brockington,brockiz01,24.0,NOP,PG,1
2024,NBA,Malcolm Brogdon,brogdma01,31.0,POR,PG,8
2024,NBA,Armoni Brooks,brookar01,25.0,BRK,PG,3
2024,NBA,Dillon Brooks,brookdi01,28.0,HOU,SF,7
2024,NBA,Bruce Brown,brownbr01,27.0,2TM,SG,6
2024,NBA,Bruce Brown,brownbr01,27.0,IND,SG,6
2024,NBA,Bruce Brown,brownbr01,27.0,TOR,PG,6
2024,NBA,Charlie Brown Jr.,brownch02,26.0,NYK,SG,4
2024,NBA,Greg Brown III,browngr01,22.0,DAL,PF,3
2024,NBA,Jaylen Brown,brownja02,27.0,BOS,SF,8
2024,NBA,Kendall Brown,brownke03,20.0,IND,SG,2
2024,NBA,Kobe Brown,brownko01,24.0,LAC,PF,1
2024,NBA,Moses Brown,brownmo01,24.0,POR,C,5
2024,NBA,Troy Brown Jr.,browntr01,24.0,2TM,SF,6
2024,NBA,Troy Brown Jr.,browntr01,24.0,DET,SF,6
2024,NBA,Troy Brown Jr.,browntr01,24.0,MIN,SF,6
2024,NBA,Jalen Brunson,brunsja01,27.0,NYK,PG,6
2024,NBA,Thomas Bryant,bryanth01,26.0,MIA,C,7
2024,NBA,Kobe Bufkin,bufkiko01,20.0,ATL,SG,1
2024,NBA,Reggie Bullock,bullore01,32.0,HOU,SF,11
2024,NBA,Alec Burks,burksal01,32.0,2TM,SG,13
2024,NBA,Alec Burks,burksal01,32.0,DET,SG,13
2024,NBA,Alec Burks,burksal01,32.0,NYK,SG,13
2024,NBA,Jared Butler,butleja02,23.0,WAS,SG,3
2024,NBA,Jimmy Butler,butleji01,34.0,MIA,PF,13
2024,NBA,Jamal Cain,cainja01,24.0,MIA,PF,2
2024,NBA,Kentavious Caldwell-Pope,caldwke01,30.0,DEN,SG,11
2024,NBA,Toumani Camara,camarto01,23.0,POR,PF,1
2024,NBA,Clint Capela,capelca01,29.0,ATL,C,10
2024,NBA,Jevon Carter,carteje01,28.0,CHI,PG,6
2024,NBA,Wendell Carter Jr.,cartewe01,24.0,ORL,C,6
2024,NBA,D.J. Carton,cartodj01,23.0,TOR,SG,1
2024,NBA,Alex Caruso,carusal01,29.0,CHI,SG,7
2024,NBA,Colin Castleton,castlco01,23.0,LAL,C,1
2024,NBA,Malcolm Cazalon,cazalma01,22.0,DET,SG,1
2024,NBA,Justin Champagnie,champju01,22.0,WAS,SF,3
2024,NBA,Julian Champagnie,champju02,22.0,SAS,SF,2
2024,NBA,Max Christie,chrisma02,20.0,LAL,SG,2
2024,NBA,Sidy Cissoko,cissosi01,19.0,SAS,SF,1
2024,NBA,Brandon Clarke,clarkbr01,27.0,MEM,PF,5
2024,NBA,Jordan Clarkson,clarkjo01,31.0,UTA,SG,10
2024,NBA,Nic Claxton,claxtni01,24.0,BRK,C,5
2024,NBA,Noah Clowney,clownno01,19.0,BRK,PF,1
2024,NBA,Amir Coffey,coffeam01,26.0,LAC,SF,5
2024,NBA,John Collins,collijo01,26.0,UTA,PF,7
2024,NBA,Zach Collins,colliza01,26.0,SAS,C,6
2024,NBA,Mike Conley,conlemi01,36.0,MIN,PG,17
2024,NBA,Pat Connaughton,connapa01,31.0,MIL,SF,9
2024,NBA,Bilal Coulibaly,coulibi01,19.0,WAS,SF,1
2024,NBA,Ricky Council IV,councri01,22.0,PHI,SG,1
2024,NBA,Robert Covington,covinro01,33.0,2TM,PF,11
2024,NBA,Robert Covington,covinro01,33.0,LAC,PF,11
2024,NBA,Robert Covington,covinro01,33.0,PHI,SF,11
2024,NBA,Torrey Craig,craigto01,33.0,CHI,SF,7
2024,NBA,Jae Crowder,crowdja01,33.0,MIL,PF,12
2024,NBA,Jalen Crutcher,crutcja01,24.0,NOP,PG,1
2024,NBA,Cade Cunningham,cunnica01,22.0,DET,PG,3
2024,NBA,Seth Curry,curryse01,33.0,2TM,SG,10
2024,NBA,Seth Curry,curryse01,33.0,CHO,SG,10
2024,NBA,Seth Curry,curryse01,33.0,DAL,SG,10
2024,NBA,Stephen Curry,curryst01,35.0,GSW,PG,15
2024,NBA,Dyson Daniels,daniedy01,20.0,NOP,PG,2
2024,NBA,Anthony Davis,davisan02,30.0,LAL,C,12
2024,NBA,JD Davison,davisjd01,21.0,BOS,SG,2
2024,NBA,Johnny Davis,davisjo06,21.0,WAS,SG,2
2024,NBA,Dexter Dennis,dennide01,24.0,DAL,SG,1
2024,NBA,DeMar DeRozan,derozde01,34.0,CHI,SF,15
2024,NBA,Moussa Diabaté,diabamo01,22.0,LAC,C,2
2024,NBA,Mamadi Diakite,diakima01,27.0,2TM,PF,4
2024,NBA,Mamadi Diakite,diakima01,27.0,NYK,PF,4
2024,NBA,Mamadi Diakite,diakima01,27.0,SAS,PF,4
2024,NBA,Hamidou Diallo,diallha01,25.0,WAS,SG,6
2024,NBA,Gradey Dick,dickgr01,20.0,TOR,SG,1
2024,NBA,Ousmane Dieng,diengou01,20.0,OKC,PF,2
2024,NBA,Spencer Dinwiddie,dinwisp01,30.0,2TM,PG,10
2024,NBA,Spencer Dinwiddie,dinwisp01,30.0,BRK,PG,10
2024,NBA,Spencer Dinwiddie,dinwisp01,30.0,LAL,PG,10
2024,NBA,Donte DiVincenzo,divindo01,27.0,NYK,SG,6
2024,NBA,Luka Dončić,doncilu01,24.0,DAL,PG,6
2024,NBA,Luguentz Dort,dortlu01,24.0,OKC,SF,5
2024,NBA,Ayo Dosunmu,dosunay01,24.0,CHI,SG,3
2024,NBA,Jeff Dowtin,dowtije01,26.0,PHI,PG,3
2024,NBA,Henri Drell,drellhe01,23.0,CHI,SF,1
2024,NBA,Andre Drummond,drumman01,30.0,CHI,C,12
2024,NBA,Chris Duarte,duartch01,26.0,SAC,SF,3
2024,NBA,David Duke Jr.,dukeda01,24.0,SAS,SG,3
2024,NBA,Kris Dunn,dunnkr01,29.0,UTA,PG,8
2024,NBA,Kevin Durant,duranke01,35.0,PHO,PF,16
2024,NBA,Jalen Duren,durenja01,20.0,DET,C,2
2024,NBA,Tari Eason,easonta01,22.0,HOU,PF,2
2024,NBA,Anthony Edwards,edwaran01,22.0,MIN,SG,4
2024,NBA,Kessler Edwards,edwarke02,23.0,SAC,SF,3
2024,NBA,Keon Ellis,elliske01,24.0,SAC,SG,2
2024,NBA,Joel Embiid,embiijo01,29.0,PHI,C,8
2024,NBA,Drew Eubanks,eubandr01,26.0,PHO,C,6
2024,NBA,Tosan Evbuomwan,evbuoto01,22.0,2TM,SF,1
2024,NBA,Tosan Evbuomwan,evbuoto01,22.0,DET,SF,1
2024,NBA,Tosan Evbuomwan,evbuoto01,22.0,MEM,SF,1
2024,NBA,Dante Exum,exumda01,28.0,DAL,PG,7
2024,NBA,Bruno Fernando,fernabr01,25.0,ATL,C,5
2024,NBA,Dorian Finney-Smith,finnedo01,30.0,BRK,PF,8
2024,NBA,Adam Flagler,flaglad01,24.0,OKC,SG,1
2024,NBA,Malachi Flynn,flynnma01,25.0,3TM,PG,4
2024,NBA,Malachi Flynn,flynnma01,25.0,DET,PG,4
2024,NBA,Malachi Flynn,flynnma01,25.0,NYK,PG,4
2024,NBA,Malachi Flynn,flynnma01,25.0,TOR,PG,4
2024,NBA,Simone Fontecchio,fontesi01,28.0,2TM,SF,2
2024,NBA,Simone Fontecchio,fontesi01,28.0,DET,SF,2
2024,NBA,Simone Fontecchio,fontesi01,28.0,UTA,SF,2
2024,NBA,Jordan Ford,fordjo01,25.0,SAC,PG,1
2024,NBA,Trent Forrest,forretr01,25.0,ATL,SG,4
2024,NBA,Evan Fournier,fournev01,31.0,2TM,SG,12
2024,NBA,Evan Fournier,fournev01,31.0,DET,SG,12
2024,NBA,Evan Fournier,fournev01,31.0,NYK,SG,12
2024,NBA,De'Aaron Fox,foxde01,26.0,SAC,PG,7
2024,NBA,Javon Freeman-Liberty,freemja01,24.0,TOR,PG,1
2024,NBA,Alex Fudge,fudgeal01,20.0,2TM,SF,1
2024,NBA,Alex Fudge,fudgeal01,20.0,DAL,SF,1
2024,NBA,Alex Fudge,fudgeal01,20.0,LAL,SF,1
2024,NBA,Markelle Fultz,fultzma01,25.0,ORL,PG,7
2024,NBA,Andrew Funk,funkan01,24.0,CHI,SG,1
2024,NBA,Wenyen Gabriel,gabriwe01,26.0,MEM,PF,5
2024,NBA,Daniel Gafford,gaffoda01,25.0,2TM,PF,5
2024,NBA,Daniel Gafford,gaffoda01,25.0,DAL,PF,5
2024,NBA,Daniel Gafford,gaffoda01,25.0,WAS,C,5
2024,NBA,Danilo Gallinari,gallida01,35.0,3TM,SF,14
2024,NBA,Danilo Gallinari,gallida01,35.0,DET,SF,14
2024,NBA,Danilo Gallinari,gallida01,35.0,MIL,SF,14
2024,NBA,Danilo Gallinari,gallida01,35.0,WAS,PF,14
2024,NBA,Darius Garland,garlada01,24.0,CLE,PG,5
2024,NBA,Usman Garuba,garubus01,21.0,GSW,PF,3
2024,NBA,Luka Garza,garzalu01,25.0,MIN,C,3
2024,NBA,Kaiser Gates,gateska01,27.0,NOP,SF,1
2024,NBA,Keyonte George,georgke01,20.0,UTA,PG,1
2024,NBA,Paul George,georgpa01,33.0,LAC,PF,14
2024,NBA,Taj Gibson,gibsota01,38.0,2TM,PF,15
2024,NBA,Taj Gibson,gibsota01,38.0,DET,PF,15
2024,NBA,Taj Gibson,gibsota01,38.0,NYK,PF,15
2024,NBA,Josh Giddey,giddejo01,21.0,OKC,SG,3
2024,NBA,Harry Giles,gilesha01,25.0,2TM,C,4
2024,NBA,Harry Giles,gilesha01,25.0,BRK,C,4
2024,NBA,Harry Giles,gilesha01,25.0,LAL,C,4
2024,NBA,Shai Gilgeous-Alexander,gilgesh01,25.0,OKC,PG,6
2024,NBA,Anthony Gill,gillan01,31.0,WAS,PF,4
2024,NBA,Collin Gillespie,gilleco01,24.0,DEN,PG,1
2024,NBA,Jacob Gilyard,gilyaja01,25.0,2TM,PG,2
2024,NBA,Jacob Gilyard,gilyaja01,25.0,BRK,PG,2
2024,NBA,Jacob Gilyard,gilyaja01,25.0,MEM,PG,2
2024,NBA,Rudy Gobert,goberru01,31.0,MIN,C,11
2024,NBA,Jordan Goodwin,goodwjo01,25.0,2TM,PG,3
2024,NBA,Jordan Goodwin,goodwjo01,25.0,MEM,PG,3
2024,NBA,Jordan Goodwin,goodwjo01,25.0,PHO,PG,3
2024,NBA,Aaron Gordon,gordoaa01,28.0,DEN,PF,10
2024,NBA,Eric Gordon,gordoer01,35.0,PHO,SG,16
2024,NBA,Devonte' Graham,grahade01,28.0,SAS,PG,6
2024,NBA,Jerami Grant,grantje01,29.0,POR,PF,10
2024,NBA,RaiQuan Gray,grayra01,24.0,SAS,PF,2
2024,NBA,A.J. Green,greenaj01,24.0,MIL,SG,2
2024,NBA,Danny Green,greenda02,36.0,PHI,SG,15
2024,NBA,Draymond Green,greendr01,33.0,GSW,PF,12
2024,NBA,Javonte Green,greenja02,30.0,CHI,SF,5
2024,NBA,Jalen Green,greenja05,21.0,HOU,SG,3
2024,NBA,Jeff Green,greenje02,37.0,HOU,PF,16
2024,NBA,Josh Green,greenjo02,23.0,DAL,SG,4
2024,NBA,AJ Griffin,griffaj01,20.0,ATL,SF,2
2024,NBA,Quentin Grimes,grimequ01,23.0,2TM,SG,3
2024,NBA,Quentin Grimes,grimequ01,23.0,DET,SG,3
2024,NBA,Quentin Grimes,grimequ01,23.0,NYK,SG,3
2024,NBA,Mouhamadou Gueye,gueyemo01,25.0,TOR,PF,1
2024,NBA,Mouhamed Gueye,gueyemo02,21.0,ATL,PF,1
2024,NBA,Rui Hachimura,hachiru01,25.0,LAL,PF,5
2024,NBA,Ashton Hagans,haganas01,24.0,POR,PG,2
2024,NBA,Tyrese Haliburton,halibty01,23.0,IND,PG,4
2024,NBA,R.J. Hampton,hamptrj01,22.0,MIA,PG,4
2024,NBA,Tim Hardaway Jr.,hardati02,31.0,DAL,SF,11
2024,NBA,James Harden,hardeja01,34.0,LAC,PG,15
2024,NBA,Jaden Hardy,hardyja02,21.0,DAL,SG,2
2024,NBA,Ron Harper Jr.,harpero02,23.0,TOR,PF,2
2024,NBA,Gary Harris,harriga01,29.0,ORL,SG,10
2024,NBA,Joe Harris,harrijo01,32.0,DET,SG,10
2024,NBA,Kevon Harris,harrike01,26.0,ORL,SG,2
2024,NBA,Shaquille Harrison,harrish01,30.0,MEM,SG,7
2024,NBA,Tobias Harris,harrito02,31.0,PHI,PF,13
2024,NBA,Isaiah Hartenstein,harteis01,25.0,NYK,C,6
2024,NBA,Josh Hart,hartjo01,28.0,NYK,SF,7
2024,NBA,Sam Hauser,hausesa01,26.0,BOS,SF,3
2024,NBA,Jordan Hawkins,hawkijo01,21.0,NOP,SG,1
2024,NBA,Jaxson Hayes,hayesja02,23.0,LAL,C,5
2024,NBA,Killian Hayes,hayeski01,22.0,DET,PG,4
2024,NBA,Gordon Hayward,haywago01,33.0,2TM,SF,14
2024,NBA,Gordon Hayward,haywago01,33.0,CHO,SF,14
2024,NBA,Gordon Hayward,haywago01,33.0,OKC,SF,14
2024,NBA,Scoot Henderson,hendesc01,19.0,POR,PG,1
2024,NBA,Taylor Hendricks,hendrta01,20.0,UTA,PF,1
2024,NBA,Tyler Herro,herroty01,24.0,MIA,SG,5
2024,NBA,Buddy Hield,hieldbu01,31.0,2TM,SF,8
2024,NBA,Buddy Hield,hieldbu01,31.0,IND,SF,8
2024,NBA,Buddy Hield,hieldbu01,31.0,PHI,SG,8
2024,NBA,Haywood Highsmith,highsha01,27.0,MIA,PF,4
2024,NBA,Nate Hinton,hintona01,24.0,HOU,SG,3
2024,NBA,D'Moi Hodge,hodgedm01,25.0,LAL,SG,1
2024,NBA,Aaron Holiday,holidaa01,27.0,HOU,PG,6
2024,NBA,Jrue Holiday,holidjr01,33.0,BOS,PG,15
2024,NBA,Justin Holiday,holidju01,34.0,DEN,SG,11
2024,NBA,Richaun Holmes,holmeri01,30.0,2TM,C,9
2024,NBA,Richaun Holmes,holmeri01,30.0,DAL,C,9
2024,NBA,Richaun Holmes,holmeri01,30.0,WAS,PF,9
2024,NBA,Chet Holmgren,holmgch01,21.0,OKC,C,1
2024,NBA,Jalen Hood-Schifino,hoodsja01,20.0,LAL,SG,1
2024,NBA,Al Horford,horfoal01,37.0,BOS,C,17
2024,NBA,Talen Horton-Tucker,hortota01,23.0,UTA,PG,5
2024,NBA,Danuel House Jr.,houseda01,30.0,PHI,SF,8
2024,NBA,Caleb Houstan,houstca01,21.0,ORL,SF,2
2024,NBA,Jett Howard,howarje01,20.0,ORL,SF,1
2024,NBA,Kevin Huerter,huertke01,25.0,SAC,SG,6
2024,NBA,Jay Huff,huffja01,25.0,DEN,C,3
2024,NBA,De'Andre Hunter,huntede01,26.0,ATL,SF,5
2024,NBA,Matthew Hurt,hurtma01,23.0,MEM,PF,1
2024,NBA,Bones Hyland,hylanbo01,23.0,LAC,PG,3
2024,NBA,Joe Ingles,inglejo01,36.0,ORL,SF,10
2024,NBA,Brandon Ingram,ingrabr01,26.0,NOP,SF,8
2024,NBA,Kyrie Irving,irvinky01,31.0,DAL,SG,13
2024,NBA,Jonathan Isaac,isaacjo01,26.0,ORL,PF,5
2024,NBA,Jaden Ivey,iveyja01,21.0,DET,SG,2
2024,NBA,Andre Jackson Jr.,jacksan01,22.0,MIL,SG,1
2024,NBA,GG Jackson II,jacksgg01,19.0,MEM,PF,1
2024,NBA,Isaiah Jackson,jacksis01,22.0,IND,C,3
2024,NBA,Jaren Jackson Jr.,jacksja02,24.0,MEM,C,6
2024,NBA,Justin Jackson,jacksju01,28.0,MIN,SF,7
2024,NBA,Quenton Jackson,jacksqu01,25.0,IND,PG,2
2024,NBA,Reggie Jackson,jacksre01,33.0,DEN,PG,13
2024,NBA,Trayce Jackson-Davis,jackstr02,23.0,GSW,PF,1
2024,NBA,LeBron James,jamesle01,39.0,LAL,PF,21
2024,NBA,Jaime Jaquez Jr.,jaqueja01,22.0,MIA,SF,1
2024,NBA,DeJon Jarreau,jarrede01,26.0,MEM,SG,2
2024,NBA,DaQuan Jeffries,jeffrda01,26.0,NYK,SG,4
2024,NBA,Trey Jemison,jemistr01,24.0,2TM,C,1
2024,NBA,Trey Jemison,jemistr01,24.0,MEM,C,1
2024,NBA,Trey Jemison,jemistr01,24.0,WAS,C,1
2024,NBA,Ty Jerome,jeromty01,26.0,CLE,SG,5
2024,NBA,Isaiah Joe,joeis01,24.0,OKC,SG,4
2024,NBA,Cameron Johnson,johnsca02,27.0,BRK,PF,5
2024,NBA,James Johnson,johnsja01,36.0,IND,PF,15
2024,NBA,Jalen Johnson,johnsja05,22.0,ATL,SF,3
2024,NBA,Keldon Johnson,johnske04,24.0,SAS,SF,5
2024,NBA,Keon Johnson,johnske07,21.0,BRK,SG,3
2024,NBA,Keyontae Johnson,johnske08,23.0,OKC,SF,1
2024,NBA,Nikola Jokić,jokicni01,28.0,DEN,C,9
2024,NBA,Colby Jones,jonesco02,21.0,SAC,SG,1
2024,NBA,Damian Jones,jonesda03,28.0,CLE,C,8
2024,NBA,Derrick Jones Jr.,jonesde02,26.0,DAL,SF,8
2024,NBA,Herbert Jones,joneshe01,25.0,NOP,SF,3
2024,NBA,Mason Jones,jonesma05,25.0,SAC,SG,3
2024,NBA,Tre Jones,jonestr01,24.0,SAS,PG,4
2024,NBA,Tyus Jones,jonesty01,27.0,WAS,PG,9
2024,NBA,DeAndre Jordan,jordade01,35.0,DEN,C,16
2024,NBA,Cory Joseph,josepco01,32.0,GSW,PG,13
2024,NBA,Nikola Jović,jovicni01,20.0,MIA,PF,2
2024,NBA,Johnny Juzang,juzanjo01,22.0,UTA,SG,2
2024,NBA,Luke Kennard,kennalu01,27.0,MEM,SG,7
2024,NBA,Walker Kessler,kesslwa01,22.0,UTA,C,2
2024,NBA,Braxton Key,keybr01,26.0,DEN,SF,3
2024,NBA,Corey Kispert,kispeco01,24.0,WAS,SF,3
2024,NBA,Maxi Kleber,klebima01,32.0,DAL,C,7
2024,NBA,Kevin Knox,knoxke01,24.0,DET,SF,6
2024,NBA,John Konchar,konchjo01,27.0,MEM,SF,5
2024,NBA,Furkan Korkmaz,korkmfu01,26.0,PHI,SG,7
2024,NBA,Luke Kornet,kornelu01,28.0,BOS,C,7
2024,NBA,Vit Krejci,krejcvi01,23.0,ATL,PG,3
2024,NBA,Jonathan Kuminga,kuminjo01,21.0,GSW,PF,3
2024,NBA,Kyle Kuzma,kuzmaky01,28.0,WAS,PF,7
2024,NBA,Jock Landale,landajo01,28.0,HOU,C,3
2024,NBA,Jake LaRavia,laravja01,22.0,MEM,PF,2
2024,NBA,Zach LaVine,lavinza01,28.0,CHI,SG,10
2024,NBA,A.J. Lawson,lawsoaj01,23.0,DAL,SG,2
2024,NBA,Saben Lee,leesa01,24.0,PHO,PG,4
2024,NBA,Alex Len,lenal01,30.0,SAC,C,11
2024,NBA,Kawhi Leonard,leonaka01,32.0,LAC,SF,12
2024,NBA,Caris LeVert,leverca01,29.0,CLE,SG,8
2024,NBA,Kira Lewis Jr.,lewiski01,22.0,3TM,PG,4
2024,NBA,Kira Lewis Jr.,lewiski01,22.0,NOP,PG,4
2024,NBA,Kira Lewis Jr.,lewiski01,22.0,TOR,PG,4
2024,NBA,Kira Lewis Jr.,lewiski01,22.0,UTA,PG,4
2024,NBA,Maxwell Lewis,lewisma05,21.0,LAL,SF,1
2024,NBA,E.J. Liddell,liddeej01,23.0,NOP,PF,1
2024,NBA,Damian Lillard,lillada01,33.0,MIL,PG,12
2024,NBA,Nassir Little,littlna01,23.0,PHO,SF,5
2024,NBA,Dereck Lively II,livelde01,19.0,DAL,C,1
2024,NBA,Isaiah Livers,liveris01,25.0,DET,PF,3
2024,NBA,Chris Livingston,livinch01,20.0,MIL,SF,1
2024,NBA,Kenneth Lofton Jr.,loftoke01,21.0,3TM,PF,2
2024,NBA,Kenneth Lofton Jr.,loftoke01,21.0,MEM,PF,2
2024,NBA,Kenneth Lofton Jr.,loftoke01,21.0,PHI,PF,2
2024,NBA,Kenneth Lofton Jr.,loftoke01,21.0,UTA,PF,2
2024,NBA,Kevon Looney,looneke01,27.0,GSW,C,9
2024,NBA,Brook Lopez,lopezbr01,35.0,MIL,C,16
2024,NBA,Robin Lopez,lopezro01,35.0,MIL,C,16
2024,NBA,Kevin Love,loveke01,35.0,MIA,PF,16
2024,NBA,Kyle Lowry,lowryky01,37.0,2TM,PG,18
2024,NBA,Kyle Lowry,lowryky01,37.0,MIA,PG,18
2024,NBA,Kyle Lowry,lowryky01,37.0,PHI,PG,18
2024,NBA,Seth Lundy,lundyse01,23.0,ATL,SF,1
2024,NBA,Trey Lyles,lylestr01,28.0,SAC,PF,9
2024,NBA,Théo Maledon,maledth01,22.0,2TM,PG,4
2024,NBA,Théo Maledon,maledth01,22.0,CHO,PG,4
2024,NBA,Théo Maledon,maledth01,22.0,PHO,PG,4
2024,NBA,Sandro Mamukelashvili,mamuksa01,24.0,SAS,C,3
2024,NBA,Terance Mann,mannte01,27.0,LAC,SG,5
2024,NBA,Tre Mann,manntr01,22.0,2TM,PG,3
2024,NBA,Tre Mann,manntr01,22.0,CHO,PG,3
2024,NBA,Tre Mann,manntr01,22.0,OKC,PG,3
2024,NBA,Boban Marjanović,marjabo01,35.0,HOU,C,9
2024,NBA,Lauri Markkanen,markkla01,26.0,UTA,PF,7
2024,NBA,Naji Marshall,marshna01,26.0,NOP,SF,4
2024,NBA,Caleb Martin,martica02,28.0,MIA,SF,5
2024,NBA,Cody Martin,martico01,28.0,CHO,SF,5
2024,NBA,KJ Martin,martike04,23.0,2TM,SF,4
2024,NBA,KJ Martin,martike04,23.0,LAC,SF,4
2024,NBA,KJ Martin,martike04,23.0,PHI,SF,4
2024,NBA,Garrison Mathews,mathega01,27.0,ATL,SG,5
2024,NBA,Bennedict Mathurin,mathube01,21.0,IND,SF,2
2024,NBA,Wesley Matthews,matthwe02,37.0,ATL,SG,15
2024,NBA,Tyrese Maxey,maxeyty01,23.0,PHI,PG,4
2024,NBA,Skylar Mays,mayssk01,26.0,2TM,SG,4
2024,NBA,Skylar Mays,mayssk01,26.0,LAL,SG,4
2024,NBA,Skylar Mays,mayssk01,26.0,POR,PG,4
