season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,e_fg_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
2024,NBA,Jake LaRavia,laravja01,22.0,MEM,PF,35,6.0,806,5.3,13.5,0.389,2.4,7.0,0.34,2.9,6.6,0.442,0.477,4.0,4.9,0.826,2.3,3.4,5.7,2.6,1.3,0.5,2.0,3.1,16.9
2024,NBA,Zach LaVine,lavinza01,28.0,CHI,SG,25,23.0,872,7.0,15.5,0.452,2.4,7.0,0.349,4.6,8.5,0.536,0.531,3.6,4.3,0.854,0.3,5.0,5.3,4.0,0.9,0.3,2.1,2.4,20.1
2024,NBA,A.J. Lawson,lawsoaj01,23.0,DAL,SG,42,0.0,311,6.3,14.0,0.446,1.5,5.8,0.26,4.7,8.2,0.577,0.5,1.7,2.7,0.652,1.6,4.2,5.8,2.3,1.2,0.3,1.6,2.5,15.7
2024,NBA,Saben Lee,leesa01,24.0,PHO,PG,24,0.0,185,3.9,10.7,0.364,0.4,3.1,0.125,3.5,7.6,0.462,0.382,5.6,7.6,0.744,1.8,4.3,6.0,5.8,1.4,0.6,1.6,2.5,13.8
2024,NBA,Alex Len,lenal01,30.0,SAC,C,48,0.0,444,4.1,6.6,0.617,0.0,0.2,0.0,4.1,6.3,0.641,0.617,1.6,2.8,0.588,3.7,6.6,10.4,4.1,0.9,2.7,2.2,5.4,9.7
2024,NBA,Kawhi Leonard,leonaka01,32.0,LAC,SF,68,68.0,2330,9.4,18.0,0.525,2.2,5.2,0.417,7.3,12.8,0.569,0.585,3.9,4.4,0.885,1.3,5.1,6.4,3.8,1.7,0.9,1.8,1.5,24.9
2024,NBA,Caris LeVert,leverca01,29.0,CLE,SG,68,10.0,1958,6.3,15.1,0.421,2.0,6.1,0.325,4.4,9.0,0.486,0.487,2.8,3.7,0.766,0.7,4.4,5.1,6.4,1.4,0.6,2.2,2.2,17.5
2024,NBA,Kira Lewis Jr.,lewiski01,22.0,3TM,PG,28,0.0,265,4.6,12.5,0.37,0.5,4.5,0.121,4.1,8.0,0.508,0.391,2.3,2.7,0.85,1.2,2.3,3.5,5.0,1.2,0.3,1.9,1.8,12.1
2024,NBA,Kira Lewis Jr.,lewiski01,22.0,NOP,PG,15,0.0,144,4.0,13.0,0.308,0.5,5.0,0.1,3.5,8.0,0.438,0.327,2.5,2.7,0.909,1.0,2.5,3.5,4.5,1.2,0.2,2.0,2.0,11.0
2024,NBA,Kira Lewis Jr.,lewiski01,22.0,TOR,PG,1,0.0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
2024,NBA,Kira Lewis Jr.,lewiski01,22.0,UTA,PG,12,0.0,119,5.4,12.1,0.45,0.6,3.9,0.154,4.8,8.2,0.593,0.475,2.1,2.7,0.778,1.5,2.1,3.6,5.7,1.2,0.3,1.8,1.2,13.6
2024,NBA,Maxwell Lewis,lewisma05,21.0,LAL,SF,34,0.0,103,1.4,7.3,0.19,0.3,3.1,0.111,1.0,4.2,0.25,0.214,0.7,1.0,0.667,0.7,0.7,1.4,2.1,0.7,0.3,3.5,1.7,3.8
2024,NBA,E.J. Liddell,liddeej01,23.0,NOP,PF,8,0.0,23,1.6,9.4,0.167,0.0,7.8,0.0,1.6,1.6,1.0,0.167,3.1,3.1,1.0,0.0,7.8,7.8,1.6,3.1,3.1,3.1,3.1,6.3
2024,NBA,Damian Lillard,lillada01,33.0,MIL,PG,73,73.0,2579,7.6,17.8,0.424,3.1,8.7,0.354,4.5,9.1,0.49,0.51,6.6,7.2,0.92,0.5,4.0,4.5,7.1,1.0,0.3,2.7,1.9,24.8
2024,NBA,Nassir Little,littlna01,23.0,PHO,SF,45,2.0,458,4.5,9.7,0.46,1.7,5.5,0.3,2.8,4.2,0.667,0.544,1.3,1.6,0.85,1.1,4.8,5.9,1.7,0.8,0.8,1.1,3.1,11.9
2024,NBA,Dereck Lively II,livelde01,19.0,DAL,C,55,42.0,1294,6.1,8.2,0.747,0.0,0.1,0.0,6.1,8.2,0.752,0.747,1.1,2.3,0.506,3.8,6.8,10.5,1.7,1.0,2.1,1.4,4.0,13.4
2024,NBA,Isaiah Livers,liveris01,25.0,DET,PF,23,6.0,469,3.1,8.9,0.345,1.7,5.9,0.286,1.4,3.0,0.462,0.44,0.9,1.4,0.667,1.2,2.5,3.7,1.9,1.0,0.4,1.2,3.3,8.8
2024,NBA,Chris Livingston,livinch01,20.0,MIL,SF,21,0.0,90,4.4,8.8,0.5,0.4,2.0,0.2,4.0,6.8,0.588,0.523,1.2,1.6,0.75,1.2,7.2,8.4,2.0,0.8,0.0,2.0,6.0,10.4
2024,NBA,Kenneth Lofton Jr.,loftoke01,21.0,3TM,PF,21,0.0,199,6.5,14.1,0.462,1.3,4.3,0.292,5.2,9.8,0.537,0.506,3.1,4.7,0.654,2.2,4.7,6.9,6.0,1.1,0.9,2.5,4.3,17.4
2024,NBA,Kenneth Lofton Jr.,loftoke01,21.0,MEM,PF,15,0.0,99,5.1,13.5,0.378,1.1,3.6,0.3,4.0,9.8,0.407,0.419,2.9,5.5,0.533,0.7,4.7,5.5,5.1,1.1,1.1,2.2,5.5,14.2
2024,NBA,Kenneth Lofton Jr.,loftoke01,21.0,PHI,PF,2,0.0,9,4.0,24.0,0.167,0.0,8.0,0.0,4.0,16.0,0.25,0.167,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,8.0,0.0,8.0
2024,NBA,Kenneth Lofton Jr.,loftoke01,21.0,UTA,PF,4,0.0,91,8.3,13.8,0.6,1.6,4.7,0.333,6.7,9.1,0.739,0.657,3.6,4.4,0.818,4.0,4.0,7.9,7.5,1.2,0.8,2.4,3.6,21.8
2024,NBA,Kevon Looney,looneke01,27.0,GSW,C,74,36.0,1195,4.2,7.0,0.597,0.0,0.0,0.0,4.2,7.0,0.599,0.597,1.7,2.5,0.675,4.3,8.3,12.6,4.0,0.8,0.9,1.5,4.7,10.1
2024,NBA,Brook Lopez,lopezbr01,35.0,MIL,C,79,79.0,2411,5.5,11.3,0.485,2.2,6.0,0.366,3.3,5.2,0.621,0.583,1.6,2.0,0.821,1.7,4.4,6.1,1.9,0.6,2.8,1.2,2.9,14.8
2024,NBA,Robin Lopez,lopezro01,35.0,MIL,C,16,2.0,65,3.9,10.5,0.368,1.1,4.4,0.25,2.8,6.1,0.455,0.421,1.1,1.1,1.0,1.7,1.1,2.8,2.2,0.6,1.7,1.1,3.9,10.0
2024,NBA,Kevin Love,loveke01,35.0,MIA,PF,55,5.0,924,6.2,14.0,0.44,3.3,9.5,0.344,2.9,4.5,0.643,0.557,3.3,4.2,0.787,2.3,10.9,13.2,4.5,0.7,0.4,1.9,3.8,18.9
2024,NBA,Kyle Lowry,lowryky01,37.0,2TM,PG,60,55.0,1690,3.5,8.0,0.432,2.1,5.3,0.392,1.4,2.7,0.512,0.562,1.3,1.6,0.84,0.7,3.4,4.1,5.4,1.3,0.4,1.8,3.1,10.4
2024,NBA,Kyle Lowry,lowryky01,37.0,MIA,PG,37,35.0,1037,3.6,8.4,0.426,2.2,5.6,0.385,1.4,2.8,0.506,0.554,1.2,1.5,0.833,0.9,3.6,4.5,5.1,1.4,0.5,1.8,3.3,10.5
2024,NBA,Kyle Lowry,lowryky01,37.0,PHI,PG,23,20.0,653,3.3,7.4,0.444,2.0,4.9,0.404,1.3,2.5,0.522,0.578,1.5,1.8,0.848,0.5,3.1,3.6,5.8,1.1,0.3,1.8,2.9,10.1
2024,NBA,Seth Lundy,lundyse01,23.0,ATL,SF,9,0.0,52,2.8,11.8,0.235,2.1,9.0,0.231,0.7,2.8,0.25,0.324,2.1,2.8,0.75,0.7,4.2,4.8,0.0,0.0,0.0,0.7,4.2,9.7
2024,NBA,Trey Lyles,lylestr01,28.0,SAC,PF,58,0.0,1158,4.4,10.0,0.445,2.6,6.8,0.384,1.8,3.2,0.578,0.576,1.5,2.2,0.7,1.9,6.1,8.0,2.2,0.5,0.6,1.2,2.7,13.0
2024,NBA,Théo Maledon,maledth01,22.0,2TM,PG,17,1.0,213,3.4,11.8,0.286,0.8,5.1,0.167,2.5,6.8,0.375,0.321,2.4,2.5,0.933,0.7,3.4,4.1,4.7,1.2,0.0,3.0,3.5,10.0
2024,NBA,Théo Maledon,maledth01,22.0,CHO,PG,13,1.0,200,3.4,11.9,0.288,0.9,5.4,0.167,2.5,6.5,0.389,0.326,2.0,2.2,0.917,0.7,3.4,4.1,5.0,1.3,0.0,2.7,3.2,9.7
2024,NBA,Théo Maledon,maledth01,22.0,PHO,PG,4,0.0,13,2.8,11.1,0.25,0.0,0.0,,2.8,11.1,0.25,0.25,8.3,8.3,1.0,0.0,2.8,2.8,0.0,0.0,0.0,8.3,8.3,13.8
2024,NBA,Sandro Mamukelashvili,mamuksa01,24.0,SAS,C,46,5.0,451,5.8,12.4,0.471,1.5,5.1,0.297,4.3,7.3,0.593,0.532,2.0,2.7,0.735,3.6,8.1,11.7,3.9,0.6,1.0,1.5,2.8,15.2
2024,NBA,Terance Mann,mannte01,27.0,LAC,SG,75,71.0,1873,4.9,9.5,0.515,1.4,3.9,0.348,3.5,5.6,0.633,0.587,1.5,1.8,0.832,1.7,3.2,4.9,2.3,0.8,0.3,0.9,2.8,12.6
2024,NBA,Tre Mann,manntr01,22.0,2TM,PG,41,28.0,987,5.3,11.5,0.459,1.7,4.6,0.373,3.6,6.9,0.516,0.533,1.6,2.2,0.763,0.7,4.7,5.4,6.0,1.9,0.1,2.4,1.8,13.9
2024,NBA,Tre Mann,manntr01,22.0,OKC,PG,13,0.0,119,6.1,12.1,0.5,2.4,5.7,0.421,3.6,6.4,0.571,0.6,0.3,0.3,1.0,1.2,6.1,7.3,6.1,0.9,0.0,2.7,0.9,14.8
2024,NBA,Tre Mann,manntr01,22.0,CHO,PG,28,28.0,868,5.2,11.4,0.453,1.6,4.4,0.364,3.6,7.0,0.509,0.524,1.8,2.4,0.759,0.7,4.5,5.2,6.0,2.0,0.1,2.3,1.9,13.8
2024,NBA,Boban Marjanović,marjabo01,35.0,HOU,C,14,0.0,71,9.1,17.2,0.529,0.0,1.0,0.0,9.1,16.2,0.563,0.529,4.6,7.1,0.643,3.5,12.7,16.2,3.0,0.5,1.0,2.5,2.5,22.8
2024,NBA,Lauri Markkanen,markkla01,26.0,UTA,PF,55,55.0,1820,8.4,17.6,0.48,3.5,8.7,0.399,5.0,8.9,0.559,0.578,4.9,5.5,0.899,2.4,6.5,8.9,2.2,1.0,0.5,1.5,2.0,25.3
2024,NBA,Naji Marshall,marshna01,26.0,NOP,SF,66,1.0,1257,4.9,10.5,0.463,1.7,4.3,0.387,3.2,6.2,0.516,0.542,1.9,2.5,0.791,1.5,5.4,6.9,3.7,1.4,0.3,1.9,2.6,13.3
2024,NBA,Caleb Martin,martica02,28.0,MIA,SF,64,23.0,1756,4.9,11.5,0.431,1.7,4.8,0.349,3.3,6.7,0.489,0.504,1.6,2.0,0.778,1.5,4.2,5.8,2.9,1.0,0.6,1.6,2.6,13.1
2024,NBA,Cody Martin,martico01,28.0,CHO,SF,28,22.0,753,3.9,10.3,0.381,1.3,4.1,0.314,2.6,6.2,0.426,0.444,1.0,1.6,0.606,0.9,4.3,5.2,5.0,1.5,0.9,2.1,2.3,10.1
2024,NBA,KJ Martin,martike04,23.0,2TM,SF,60,2.0,746,4.7,8.7,0.536,0.4,1.4,0.286,4.3,7.4,0.582,0.558,1.1,2.0,0.537,2.0,4.3,6.3,2.5,1.1,0.6,1.5,4.8,10.8
2024,NBA,KJ Martin,martike04,23.0,LAC,SF,2,0.0,31,4.6,11.6,0.4,1.2,5.8,0.2,3.5,5.8,0.6,0.45,1.2,2.3,0.5,1.2,2.3,3.5,1.2,2.3,1.2,2.3,3.5,11.6
2024,NBA,KJ Martin,martike04,23.0,PHI,SF,58,2.0,715,4.7,8.6,0.544,0.4,1.2,0.304,4.3,7.5,0.581,0.564,1.1,2.0,0.538,2.0,4.4,6.4,2.5,1.0,0.6,1.5,4.9,10.8
2024,NBA,Garrison Mathews,mathega01,27.0,ATL,SG,66,5.0,992,3.7,8.2,0.456,3.1,7.0,0.44,0.7,1.2,0.545,0.644,1.2,1.5,0.81,0.6,2.7,3.3,1.3,0.7,0.3,0.7,4.2,11.8
2024,NBA,Bennedict Mathurin,mathube01,21.0,IND,SF,59,19.0,1538,6.9,15.5,0.446,1.9,5.0,0.374,5.1,10.5,0.481,0.507,4.3,5.2,0.821,1.4,4.1,5.5,2.8,0.8,0.3,2.3,2.7,20.0
2024,NBA,Wesley Matthews,matthwe02,37.0,ATL,SG,36,3.0,413,3.0,8.5,0.351,2.1,6.0,0.348,0.9,2.4,0.357,0.474,1.6,2.1,0.75,0.8,3.8,4.6,2.0,1.4,1.0,0.7,3.7,9.6
2024,NBA,Tyrese Maxey,maxeyty01,23.0,PHI,PG,70,70.0,2626,8.7,19.5,0.45,2.9,7.8,0.373,5.8,11.7,0.501,0.524,4.5,5.2,0.868,0.5,3.0,3.5,5.9,0.9,0.5,1.6,2.1,24.9
2024,NBA,Skylar Mays,mayssk01,26.0,2TM,SG,38,5.0,433,5.2,13.2,0.396,1.3,4.5,0.296,3.9,8.7,0.448,0.447,1.1,1.4,0.765,0.8,2.7,3.6,7.1,1.7,0.3,1.7,2.2,12.9
2024,NBA,Skylar Mays,mayssk01,26.0,POR,PG,21,5.0,356,5.4,14.0,0.384,1.4,5.0,0.286,3.9,9.0,0.438,0.435,1.3,1.7,0.765,0.9,2.8,3.7,7.6,1.4,0.3,1.8,2.0,13.4
2024,NBA,Skylar Mays,mayssk01,26.0,LAL,SG,17,0.0,77,4.7,9.8,0.476,0.9,2.3,0.4,3.7,7.5,0.5,0.524,0.0,0.0,,0.5,2.3,2.8,4.7,3.3,0.5,0.9,2.8,10.3
2024,NBA,Miles McBride,mcbrimi01,23.0,NYK,PG,68,14.0,1328,5.6,12.3,0.452,3.0,7.2,0.41,2.6,5.1,0.511,0.572,1.2,1.4,0.86,0.8,1.9,2.7,3.1,1.4,0.2,0.8,2.9,15.2
2024,NBA,CJ McCollum,mccolcj01,32.0,NOP,PG,66,66.0,2159,8.1,17.6,0.459,4.0,9.3,0.429,4.1,8.3,0.492,0.572,1.9,2.3,0.827,0.7,4.1,4.8,5.1,1.0,0.7,1.8,2.1,22.0
2024,NBA,T.J. McConnell,mccontj01,31.0,IND,PG,71,4.0,1291,9.2,16.5,0.556,0.5,1.2,0.409,8.7,15.3,0.568,0.572,1.4,1.7,0.79,1.0,4.3,5.3,10.9,2.0,0.2,3.0,2.2,20.3
2024,NBA,Jalen McDaniels,mcdanja01,26.0,TOR,SF,50,1.0,538,4.3,12.6,0.344,0.8,4.8,0.169,3.5,7.9,0.449,0.376,1.8,2.5,0.73,1.2,4.1,5.3,2.5,1.3,0.4,2.0,3.5,11.3
2024,NBA,Jaden McDaniels,mcdanja02,23.0,MIN,SF,72,71.0,2105,5.3,10.7,0.489,1.5,4.4,0.337,3.8,6.4,0.592,0.557,1.0,1.4,0.722,1.0,2.9,3.8,1.7,1.1,0.7,1.5,3.7,12.9
2024,NBA,Doug McDermott,mcderdo01,32.0,2TM,SF,64,0.0,904,4.9,11.3,0.433,3.7,9.1,0.41,1.2,2.2,0.527,0.599,0.4,0.8,0.579,0.4,2.0,2.3,2.8,0.6,0.1,1.1,2.5,14.0
2024,NBA,Doug McDermott,mcderdo01,32.0,SAS,SF,46,0.0,700,4.9,11.1,0.442,3.9,8.9,0.439,1.0,2.2,0.452,0.619,0.5,0.9,0.588,0.4,2.1,2.5,2.9,0.6,0.1,1.2,2.5,14.2
2024,NBA,Doug McDermott,mcderdo01,32.0,IND,SF,18,0.0,204,4.9,12.2,0.406,3.2,9.9,0.321,1.8,2.3,0.769,0.536,0.2,0.4,0.5,0.4,1.6,1.9,2.3,0.9,0.0,0.7,2.8,13.2
2024,NBA,JaVale McGee,mcgeeja01,36.0,SAC,C,46,0.0,339,8.4,14.0,0.598,0.1,0.7,0.143,8.3,13.3,0.624,0.602,2.8,4.8,0.578,4.5,8.9,13.4,1.8,1.5,2.1,3.6,4.9,19.6
2024,NBA,Bryce McGowens,mcgowbr01,21.0,CHO,SG,59,14.0,882,4.1,9.4,0.439,1.4,4.2,0.333,2.7,5.2,0.523,0.513,2.7,3.5,0.776,0.7,3.5,4.2,2.1,0.9,0.4,1.2,3.0,12.3
2024,NBA,Jordan McLaughlin,mclaujo01,27.0,MIN,PG,56,0.0,626,4.0,8.3,0.483,2.4,5.1,0.472,1.6,3.2,0.5,0.628,0.7,1.0,0.722,1.0,3.1,4.1,6.3,2.0,0.4,1.1,1.8,11.2
2024,NBA,De'Anthony Melton,meltode01,25.0,PHI,SG,38,33.0,1023,4.9,12.7,0.386,2.7,7.5,0.36,2.2,5.1,0.425,0.493,2.3,2.8,0.835,1.0,4.0,5.0,4.0,2.1,0.6,1.4,3.0,14.8
2024,NBA,Nathan Mensah,mensana01,25.0,CHO,C,25,0.0,307,1.4,3.3,0.429,0.0,0.0,,1.4,3.3,0.429,0.429,1.1,1.4,0.75,3.4,4.2,7.6,1.1,0.7,1.6,1.6,7.5,3.9
2024,NBA,Sam Merrill,merrisa01,27.0,CLE,SG,61,1.0,1069,5.3,13.2,0.402,4.8,11.9,0.404,0.5,1.3,0.385,0.584,0.9,0.9,0.929,0.7,3.3,4.0,3.6,0.6,0.1,0.6,2.4,16.3
2024,NBA,Chimezie Metu,metuch01,26.0,2TM,C,51,12.0,859,5.2,10.2,0.504,1.2,3.9,0.298,4.0,6.3,0.633,0.561,2.4,2.7,0.906,1.7,6.4,8.1,1.9,1.8,0.7,2.2,3.0,13.9
2024,NBA,Chimezie Metu,metuch01,26.0,PHO,C,37,5.0,448,5.3,10.4,0.508,1.2,4.1,0.294,4.1,6.3,0.646,0.565,3.1,3.5,0.884,1.9,6.9,8.8,1.5,1.5,0.7,2.2,3.1,14.9
2024,NBA,Chimezie Metu,metuch01,26.0,DET,C,14,7.0,411,5.0,10.0,0.5,1.1,3.8,0.302,3.9,6.2,0.62,0.557,1.8,1.8,0.952,1.5,5.9,7.4,2.4,2.1,0.6,2.2,2.8,12.9
2024,NBA,Vasilije Micić,micicva01,30.0,2TM,PG,60,21.0,1176,4.9,11.3,0.43,1.3,4.7,0.279,3.6,6.6,0.537,0.488,1.9,2.3,0.813,0.4,2.3,2.7,8.0,0.9,0.2,3.0,2.1,12.9
2024,NBA,Vasilije Micić,micicva01,30.0,OKC,PG,30,0.0,361,3.7,9.1,0.407,1.1,4.5,0.244,2.6,4.6,0.565,0.467,1.4,1.9,0.737,0.1,2.3,2.4,7.6,0.9,0.3,2.9,2.2,9.9
2024,NBA,Vasilije Micić,micicva01,30.0,CHO,PG,30,21.0,815,5.4,12.3,0.437,1.4,4.8,0.294,4.0,7.5,0.529,0.495,2.1,2.5,0.839,0.6,2.3,2.8,8.2,1.0,0.2,3.1,2.0,14.3
2024,NBA,Khris Middleton,middlkh01,32.0,MIL,SF,55,55.0,1487,7.7,15.6,0.493,2.3,6.0,0.381,5.4,9.6,0.563,0.566,2.4,2.9,0.833,1.0,5.3,6.2,7.1,1.2,0.4,3.1,3.4,20.0
2024,NBA,Brandon Miller,millebr02,21.0,CHO,SF,74,68.0,2383,7.2,16.4,0.44,2.8,7.4,0.373,4.4,8.9,0.495,0.524,2.2,2.6,0.827,0.9,3.9,4.8,2.6,1.0,0.6,2.0,2.8,19.3
2024,NBA,Jordan Miller,millejo02,24.0,LAC,SF,8,0.0,28,6.4,11.6,0.556,1.3,2.6,0.5,5.1,9.0,0.571,0.611,2.6,2.6,1.0,3.9,2.6,6.4,0.0,0.0,0.0,1.3,2.6,16.7
2024,NBA,Leonard Miller,millele01,20.0,MIN,SF,17,0.0,52,9.0,13.8,0.65,1.4,3.5,0.4,7.6,10.4,0.733,0.7,0.7,1.4,0.5,3.5,10.4,13.8,5.5,1.4,0.7,0.7,3.5,20.1
2024,NBA,Patty Mills,millspa02,35.0,2TM,PG,32,5.0,415,4.0,11.4,0.351,2.1,7.5,0.276,1.9,3.8,0.5,0.443,1.0,1.0,1.0,0.8,2.3,3.0,2.9,1.7,0.1,1.4,2.8,11.0
2024,NBA,Patty Mills,millspa02,35.0,ATL,PG,19,0.0,202,3.4,9.1,0.373,2.3,6.1,0.382,1.1,3.0,0.353,0.5,0.0,0.0,,0.9,2.7,3.6,2.5,1.6,0.2,1.4,3.0,9.1
2024,NBA,Patty Mills,millspa02,35.0,MIA,PG,13,5.0,213,4.6,13.5,0.338,1.9,9.0,0.208,2.7,4.6,0.593,0.406,1.9,1.9,1.0,0.7,1.9,2.5,3.4,1.9,0.0,1.4,2.5,12.8
2024,NBA,Shake Milton,miltosh01,27.0,3TM,SG,48,0.0,581,4.9,12.1,0.405,1.1,4.0,0.281,3.8,8.1,0.466,0.451,2.5,3.0,0.816,0.9,3.8,4.6,3.7,1.2,0.4,1.9,3.3,13.4
2024,NBA,Shake Milton,miltosh01,27.0,MIN,SG,38,0.0,491,4.7,11.7,0.4,1.0,3.9,0.264,3.7,7.8,0.467,0.444,2.6,3.2,0.818,0.5,3.2,3.7,3.7,1.2,0.4,2.1,3.2,13.1
2024,NBA,Shake Milton,miltosh01,27.0,DET,SG,4,0.0,63,6.3,14.9,0.423,1.7,5.1,0.333,4.6,9.7,0.471,0.481,1.1,1.7,0.667,4.0,6.3,10.3,3.4,1.1,0.6,1.7,1.7,15.4
2024,NBA,Shake Milton,miltosh01,27.0,NYK,SG,6,0.0,27,5.3,12.0,0.444,1.3,2.7,0.5,4.0,9.3,0.429,0.5,2.7,2.7,1.0,0.0,8.0,8.0,5.3,1.3,0.0,0.0,9.3,14.7
2024,NBA,Justin Minaya,minayju01,24.0,POR,SF,34,1.0,381,2.1,7.0,0.297,1.1,4.6,0.245,0.9,2.4,0.4,0.378,0.5,0.9,0.556,2.8,2.5,5.3,2.0,0.9,0.9,0.9,3.3,5.8
2024,NBA,Josh Minott,minotjo01,21.0,MIN,SF,32,0.0,91,6.7,14.2,0.472,1.6,4.0,0.4,5.1,10.3,0.5,0.528,4.7,5.5,0.857,1.6,5.1,6.7,3.2,2.0,2.0,0.8,4.0,19.8
2024,NBA,Davion Mitchell,mitchda01,25.0,SAC,PG,72,4.0,1101,4.8,10.6,0.452,1.9,5.2,0.361,2.9,5.4,0.539,0.54,1.0,1.4,0.714,0.6,2.5,3.1,4.4,0.6,0.1,1.4,2.8,12.4
2024,NBA,Donovan Mitchell,mitchdo01,27.0,CLE,SG,55,55.0,1942,9.3,20.2,0.462,3.4,9.2,0.368,6.0,11.0,0.539,0.545,5.1,5.9,0.865,0.9,4.3,5.2,6.2,1.9,0.6,2.9,2.2,27.1
2024,NBA,Evan Mobley,mobleev01,22.0,CLE,PF,50,50.0,1532,7.5,13.0,0.58,0.5,1.4,0.373,7.0,11.6,0.604,0.6,2.9,4.0,0.719,2.6,8.4,11.0,3.8,1.1,1.7,2.1,3.1,18.4
2024,NBA,Isaiah Mobley,mobleis01,24.0,CLE,PF,10,0.0,72,5.0,12.0,0.417,1.5,5.0,0.3,3.5,7.0,0.5,0.479,0.0,0.5,0.0,1.5,3.5,5.0,3.0,1.0,0.0,1.0,3.0,11.5
2024,NBA,Malik Monk,monkma01,25.0,SAC,SG,72,0.0,1872,7.6,17.2,0.443,2.8,8.1,0.35,4.8,9.0,0.528,0.526,3.3,3.9,0.829,0.5,3.5,4.1,7.1,0.9,0.7,2.9,3.0,21.3
2024,NBA,Moses Moody,moodymo01,21.0,GSW,SG,66,9.0,1156,6.0,13.1,0.462,2.2,6.2,0.36,3.8,6.9,0.555,0.548,2.3,2.9,0.785,2.0,4.1,6.1,1.8,1.3,0.7,1.4,2.8,16.6
2024,NBA,Xavier Moon,moonxa01,29.0,LAC,SG,14,1.0,119,4.5,13.9,0.326,0.6,5.1,0.118,3.9,8.8,0.448,0.348,0.3,0.6,0.5,2.4,3.0,5.4,6.4,0.9,0.9,1.5,2.4,10.0
2024,NBA,Taze Moore,mooreta02,25.0,POR,SG,4,0.0,40,7.2,17.1,0.421,0.9,6.3,0.143,6.3,10.8,0.583,0.447,0.9,1.8,0.5,3.6,3.6,7.2,4.5,1.8,0.0,2.7,3.6,16.2
2024,NBA,Wendell Moore Jr.,moorewe01,22.0,MIN,SG,25,0.0,75,4.3,8.6,0.5,0.0,2.9,0.0,4.3,5.8,0.75,0.5,0.0,0.0,,0.0,5.8,5.8,2.9,2.4,0.5,1.9,2.4,8.6
2024,NBA,Ja Morant,moranja01,24.0,MEM,PG,9,9.0,318,9.1,19.2,0.471,1.6,5.8,0.275,7.5,13.5,0.555,0.512,5.9,7.2,0.813,0.7,5.0,5.7,8.3,0.8,0.6,3.1,2.2,25.6
2024,NBA,Markieff Morris,morrima02,34.0,DAL,PF,26,1.0,216,3.8,11.3,0.338,2.5,7.0,0.357,1.3,4.3,0.308,0.449,0.8,1.0,0.833,0.7,5.8,6.5,2.7,0.8,0.5,2.0,2.0,11.0
2024,NBA,Marcus Morris,morrima03,34.0,2TM,PF,49,7.0,817,5.1,11.6,0.439,2.1,5.2,0.403,3.0,6.4,0.469,0.53,1.6,1.9,0.818,1.0,4.9,5.9,1.6,0.7,0.6,1.3,3.3,13.9
2024,NBA,Marcus Morris,morrima03,34.0,PHI,PF,37,7.0,637,5.1,11.6,0.439,2.0,5.1,0.4,3.1,6.5,0.47,0.527,1.8,2.0,0.861,1.0,5.1,6.2,1.5,0.7,0.6,1.1,3.4,14.0
2024,NBA,Marcus Morris,morrima03,34.0,CLE,PF,12,0.0,180,5.2,11.8,0.441,2.4,5.8,0.414,2.8,6.0,0.467,0.542,1.0,1.6,0.625,1.0,4.0,5.0,2.0,0.4,0.4,2.2,2.6,13.8
2024,NBA,Monte Morris,morrimo01,28.0,2TM,PG,33,0.0,476,4.7,11.6,0.405,2.0,5.3,0.386,2.6,6.3,0.422,0.493,1.0,1.4,0.684,0.5,3.8,4.3,5.2,1.4,0.7,0.5,1.1,12.4
2024,NBA,Monte Morris,morrimo01,28.0,DET,PG,6,0.0,68,6.4,17.5,0.364,1.1,5.8,0.182,5.3,11.6,0.455,0.394,0.5,1.1,0.5,1.1,5.3,6.4,4.2,0.5,0.5,1.1,0.5,14.3
2024,NBA,Monte Morris,morrimo01,28.0,MIN,PG,27,0.0,408,4.4,10.6,0.417,2.2,5.2,0.424,2.2,5.4,0.41,0.521,1.1,1.5,0.706,0.4,3.5,4.0,5.4,1.6,0.7,0.4,1.1,12.1
2024,NBA,Trey Murphy III,murphtr02,23.0,NOP,SF,57,23.0,1690,5.9,13.2,0.443,3.6,9.5,0.38,2.3,3.7,0.602,0.579,2.6,3.2,0.815,0.9,5.1,6.0,2.6,1.1,0.6,0.7,1.5,17.9
2024,NBA,Dejounte Murray,murrade01,27.0,ATL,SG,78,78.0,2783,8.7,18.9,0.459,2.6,7.2,0.363,6.1,11.8,0.518,0.528,2.7,3.4,0.794,0.8,4.6,5.4,6.5,1.4,0.3,2.6,1.8,22.7
2024,NBA,Jamal Murray,murraja01,26.0,DEN,PG,59,59.0,1861,9.2,19.1,0.481,2.8,6.6,0.425,6.4,12.5,0.51,0.554,3.0,3.6,0.853,0.8,3.9,4.7,7.4,1.1,0.8,2.4,2.0,24.2
