season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,e_fg_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
2023,NBA,Maxi Kleber,klebima01,31.0,DAL,PF,37,5.0,930,3.0,6.5,0.456,1.5,4.3,0.348,1.5,2.2,0.667,0.571,1.0,1.5,0.711,1.2,4.1,5.2,2.0,0.5,1.2,1.0,3.3,8.5
2023,NBA,Nathan Knight,knighna01,25.0,MIN,C,38,0.0,291,5.7,10.0,0.568,1.0,2.7,0.364,4.7,7.3,0.644,0.617,4.8,7.1,0.684,2.7,4.2,6.9,1.6,1.2,0.7,2.6,5.1,17.2
2023,NBA,Kevin Knox,knoxke01,23.0,2TM,SF,63,5.0,952,5.7,12.6,0.458,2.5,7.0,0.349,3.3,5.5,0.596,0.556,1.7,2.3,0.767,1.3,5.4,6.7,1.2,0.9,0.5,1.9,3.6,15.7
2023,NBA,Kevin Knox,knoxke01,23.0,DET,SF,42,1.0,593,5.1,10.9,0.469,2.6,7.0,0.371,2.5,3.8,0.651,0.589,1.6,2.0,0.788,1.2,5.3,6.6,0.9,0.8,0.7,1.9,4.5,14.4
2023,NBA,Kevin Knox,knoxke01,23.0,POR,PF,21,4.0,359,6.8,15.3,0.444,2.2,7.0,0.314,4.6,8.3,0.554,0.516,2.0,2.7,0.741,1.4,5.5,6.9,1.8,1.0,0.0,1.8,2.1,17.8
2023,NBA,Christian Koloko,kolokch01,22.0,TOR,C,58,19.0,802,3.2,6.7,0.48,0.0,0.5,0.083,3.2,6.2,0.514,0.483,1.7,2.6,0.627,3.8,3.9,7.7,1.4,0.9,2.6,0.9,5.7,8.2
2023,NBA,John Konchar,konchjo01,26.0,MEM,SF,72,23.0,1494,3.3,7.7,0.431,1.4,4.3,0.339,1.9,3.4,0.545,0.525,0.7,0.9,0.778,1.5,5.9,7.5,2.4,1.9,0.6,0.9,2.7,8.8
2023,NBA,Furkan Korkmaz,korkmfu01,25.0,PHI,SG,37,0.0,353,4.9,11.3,0.432,1.8,4.7,0.391,3.1,6.6,0.462,0.514,2.7,3.7,0.722,0.6,3.7,4.3,2.2,1.0,0.3,2.4,1.8,14.3
2023,NBA,Luke Kornet,kornelu01,27.0,BOS,C,69,0.0,804,5.1,7.6,0.665,0.1,0.6,0.231,4.9,7.0,0.701,0.674,1.4,1.7,0.821,3.9,5.0,8.8,2.4,0.5,2.1,1.1,3.6,11.7
2023,NBA,Vit Krejci,krejcvi01,22.0,ATL,PG,29,0.0,165,3.3,8.1,0.405,1.1,4.6,0.238,2.2,3.5,0.625,0.473,0.2,0.4,0.5,1.3,4.4,5.7,3.7,1.1,0.2,1.1,3.7,7.9
2023,NBA,Jonathan Kuminga,kuminjo01,20.0,GSW,PF,67,16.0,1394,6.7,12.8,0.525,1.4,3.8,0.37,5.3,9.1,0.59,0.579,2.3,3.6,0.652,1.8,4.2,6.0,3.2,1.1,0.8,2.5,4.1,17.2
2023,NBA,Kyle Kuzma,kuzmaky01,27.0,WAS,PF,64,64.0,2239,8.2,18.4,0.448,2.6,7.7,0.333,5.7,10.6,0.533,0.518,2.8,3.8,0.73,0.9,6.6,7.4,3.8,0.6,0.5,3.1,2.3,21.8
2023,NBA,Anthony Lamb,lamban01,25.0,GSW,SF,62,4.0,1195,4.5,9.5,0.471,2.2,6.0,0.367,2.3,3.5,0.652,0.588,1.4,1.8,0.767,1.7,4.8,6.5,2.9,0.8,0.6,1.6,4.0,12.5
2023,NBA,Jock Landale,landajo01,27.0,PHO,C,69,4.0,979,6.5,12.4,0.528,0.8,3.1,0.25,5.8,9.3,0.621,0.559,2.9,3.9,0.752,4.4,5.9,10.3,2.5,0.6,1.1,2.2,4.6,16.8
2023,NBA,Romeo Langford,langfro01,23.0,SAS,SG,43,21.0,844,5.2,11.0,0.467,0.7,2.6,0.262,4.5,8.4,0.53,0.498,1.7,2.4,0.696,2.4,2.4,4.9,2.1,1.0,0.6,1.3,2.9,12.7
2023,NBA,Jake LaRavia,laravja01,21.0,MEM,PF,35,0.0,414,3.2,8.3,0.389,2.1,6.2,0.338,1.1,2.1,0.542,0.516,0.6,0.8,0.778,1.7,3.8,5.5,1.8,1.0,0.3,1.6,4.3,9.1
2023,NBA,Zach LaVine,lavinza01,27.0,CHI,SG,77,77.0,2768,8.8,18.1,0.485,2.7,7.1,0.375,6.1,11.0,0.556,0.558,4.7,5.6,0.848,0.5,3.9,4.5,4.3,0.9,0.2,2.5,2.1,24.9
2023,NBA,A.J. Lawson,lawsoaj01,22.0,2TM,SG,15,0.0,108,7.3,14.7,0.5,3.3,8.3,0.4,4.0,6.3,0.632,0.614,0.7,2.7,0.25,2.0,5.0,7.0,0.7,0.7,0.0,1.0,3.7,18.7
2023,NBA,A.J. Lawson,lawsoaj01,22.0,MIN,SG,1,0.0,2,18.0,18.0,1.0,0.0,0.0,,18.0,18.0,1.0,1.0,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,18.0,36.0
2023,NBA,A.J. Lawson,lawsoaj01,22.0,DAL,SG,14,0.0,106,7.1,14.6,0.488,3.4,8.5,0.4,3.7,6.1,0.611,0.605,0.7,2.7,0.25,2.0,4.8,6.8,0.7,0.7,0.0,1.0,3.4,18.3
2023,NBA,Damion Lee,leeda03,30.0,PHO,SG,74,5.0,1506,4.8,10.8,0.442,2.6,5.9,0.445,2.2,4.9,0.439,0.564,2.2,2.5,0.904,0.9,4.4,5.4,2.4,0.7,0.2,1.9,2.8,14.4
2023,NBA,Saben Lee,leesa01,23.0,2TM,PG,25,1.0,373,4.7,11.7,0.405,1.1,2.9,0.367,3.7,8.8,0.418,0.45,4.1,5.5,0.737,1.3,3.1,4.3,6.5,1.8,0.1,2.3,3.1,14.6
2023,NBA,Saben Lee,leesa01,23.0,PHI,PG,2,0.0,10,10.8,14.4,0.75,0.0,3.6,0.0,10.8,10.8,1.0,0.75,0.0,0.0,,0.0,0.0,0.0,7.2,3.6,0.0,10.8,3.6,21.6
2023,NBA,Saben Lee,leesa01,23.0,PHO,PG,23,1.0,363,4.6,11.6,0.393,1.1,2.9,0.379,3.5,8.7,0.398,0.44,4.2,5.7,0.737,1.3,3.2,4.5,6.4,1.8,0.1,2.1,3.1,14.4
2023,NBA,Alex Len,lenal01,29.0,SAC,C,26,2.0,161,3.6,6.7,0.533,0.0,0.4,0.0,3.6,6.3,0.571,0.533,2.5,3.6,0.688,5.4,8.0,13.4,2.7,0.9,2.5,3.6,6.3,9.6
2023,NBA,Kawhi Leonard,leonaka01,31.0,LAC,SF,52,50.0,1748,9.2,17.9,0.512,2.1,5.1,0.416,7.0,12.8,0.551,0.572,5.0,5.7,0.871,1.2,5.8,7.0,4.2,1.5,0.6,1.8,1.7,25.5
2023,NBA,Meyers Leonard,leoname01,30.0,MIL,C,9,2.0,114,4.4,9.2,0.483,2.2,5.7,0.389,2.2,3.5,0.636,0.603,2.5,2.8,0.889,3.8,6.9,10.7,0.3,0.6,0.0,1.9,5.1,13.6
2023,NBA,Caris LeVert,leverca01,28.0,CLE,SG,74,30.0,2237,5.1,11.9,0.431,2.0,5.2,0.392,3.1,6.7,0.462,0.517,2.1,2.9,0.722,0.9,3.7,4.5,4.6,1.2,0.4,1.9,2.7,14.4
2023,NBA,Kira Lewis Jr.,lewiski01,21.0,NOP,PG,25,0.0,235,6.1,13.5,0.455,2.3,5.2,0.441,3.8,8.3,0.463,0.54,2.9,3.4,0.864,0.8,4.3,5.1,3.5,1.5,0.3,1.5,3.7,17.5
2023,NBA,Damian Lillard,lillada01,32.0,POR,PG,58,58.0,2107,9.5,20.5,0.463,4.2,11.2,0.371,5.3,9.3,0.574,0.564,8.7,9.5,0.914,0.8,4.0,4.7,7.3,0.9,0.3,3.3,1.9,31.9
2023,NBA,Nassir Little,littlna01,22.0,POR,SF,54,4.0,976,4.9,11.2,0.442,2.1,5.8,0.367,2.8,5.3,0.524,0.538,1.2,1.7,0.717,1.0,4.2,5.2,1.8,0.7,0.7,1.3,2.4,13.2
2023,NBA,Isaiah Livers,liveris01,24.0,DET,PF,52,22.0,1199,3.6,8.6,0.417,2.2,6.1,0.365,1.4,2.6,0.541,0.545,1.0,1.2,0.821,0.8,3.5,4.3,1.2,0.8,0.8,0.9,3.1,10.4
2023,NBA,Kenneth Lofton Jr.,loftoke01,20.0,MEM,PF,24,1.0,176,10.0,19.0,0.527,1.2,3.5,0.353,8.8,15.5,0.566,0.559,3.3,5.5,0.593,3.9,6.5,10.4,4.1,1.0,0.4,2.5,5.7,24.5
2023,NBA,Kevon Looney,looneke01,26.0,GSW,C,82,70.0,1958,4.4,7.1,0.63,0.0,0.0,0.0,4.4,7.0,0.632,0.63,1.7,2.8,0.606,5.0,8.9,14.0,3.8,1.0,0.9,0.8,4.1,10.6
2023,NBA,Brook Lopez,lopezbr01,34.0,MIL,C,78,78.0,2373,7.2,13.6,0.531,2.1,5.5,0.374,5.2,8.1,0.637,0.606,2.3,2.9,0.784,2.4,5.5,7.9,1.5,0.6,2.9,1.6,3.1,18.8
2023,NBA,Robin Lopez,lopezro01,34.0,CLE,C,37,2.0,299,5.8,9.0,0.64,0.2,0.5,0.5,5.5,8.5,0.648,0.653,1.7,2.2,0.778,2.8,3.4,6.1,2.3,0.2,1.0,3.0,5.2,13.5
2023,NBA,Kevin Love,loveke01,34.0,2TM,PF,62,20.0,1240,4.8,12.3,0.389,2.9,8.6,0.334,1.9,3.7,0.516,0.506,2.3,2.6,0.879,1.7,9.9,11.6,3.4,0.5,0.3,2.0,2.8,14.8
2023,NBA,Kevin Love,loveke01,34.0,CLE,PF,41,3.0,821,4.9,12.5,0.389,3.0,8.6,0.354,1.8,3.9,0.467,0.511,2.5,2.8,0.889,1.8,10.4,12.3,3.3,0.3,0.3,2.1,2.9,15.2
2023,NBA,Kevin Love,loveke01,34.0,MIA,PF,21,17.0,419,4.6,11.9,0.388,2.6,8.7,0.297,2.1,3.3,0.632,0.496,2.1,2.4,0.857,1.5,8.8,10.2,3.4,0.8,0.4,2.0,2.7,13.9
2023,NBA,Kyle Lowry,lowryky01,36.0,MIA,PG,55,44.0,1718,4.1,10.2,0.404,2.2,6.5,0.345,1.9,3.7,0.509,0.514,2.4,2.8,0.859,0.9,3.8,4.7,5.9,1.2,0.4,2.2,3.0,12.9
2023,NBA,Trey Lyles,lylestr01,27.0,SAC,PF,74,0.0,1247,5.4,11.8,0.458,2.5,6.9,0.363,2.9,4.9,0.595,0.565,2.9,3.6,0.815,2.0,6.7,8.7,1.9,0.8,0.9,1.8,2.8,16.2
2023,NBA,Théo Maledon,maledth01,21.0,CHO,PG,44,7.0,854,4.3,10.7,0.402,1.2,4.0,0.295,3.1,6.7,0.465,0.457,2.7,3.1,0.851,0.6,4.6,5.2,6.4,1.6,0.5,2.5,2.6,12.4
2023,NBA,Sandro Mamukelashvili,mamuksa01,23.0,2TM,C,43,7.0,660,5.3,12.5,0.422,1.6,5.4,0.303,3.7,7.1,0.511,0.487,2.1,3.1,0.684,3.8,6.3,10.1,3.4,0.8,0.7,1.9,2.8,14.3
2023,NBA,Sandro Mamukelashvili,mamuksa01,23.0,MIL,C,24,0.0,217,3.2,9.6,0.328,1.2,5.3,0.219,2.0,4.3,0.462,0.388,2.0,3.0,0.667,3.0,6.3,9.3,2.7,0.7,0.8,1.5,3.2,9.5
2023,NBA,Sandro Mamukelashvili,mamuksa01,23.0,SAS,C,19,7.0,443,6.3,14.0,0.453,1.9,5.4,0.343,4.5,8.5,0.524,0.52,2.2,3.2,0.692,4.2,6.3,10.5,3.7,0.8,0.6,2.1,2.7,16.7
2023,NBA,Terance Mann,mannte01,26.0,LAC,SG,81,36.0,1872,5.2,10.1,0.519,1.5,3.8,0.389,3.8,6.3,0.598,0.593,1.8,2.3,0.78,1.5,3.8,5.3,3.5,0.8,0.4,1.5,2.9,13.7
2023,NBA,Tre Mann,manntr01,21.0,OKC,PG,67,5.0,1183,6.0,15.2,0.393,2.5,7.8,0.315,3.5,7.4,0.475,0.474,1.3,1.7,0.764,0.8,3.9,4.7,3.7,1.2,0.3,1.9,3.0,15.7
2023,NBA,Boban Marjanović,marjabo01,34.0,HOU,C,31,0.0,171,8.6,12.6,0.683,0.0,0.2,0.0,8.6,12.4,0.695,0.683,4.2,5.7,0.741,4.2,8.4,12.6,1.9,1.1,0.4,2.9,2.1,21.5
2023,NBA,Lauri Markkanen,markkla01,25.0,UTA,PF,66,66.0,2273,9.0,18.1,0.499,3.2,8.1,0.391,5.9,10.0,0.585,0.586,5.5,6.3,0.875,2.1,7.0,9.0,1.9,0.7,0.6,2.0,2.2,26.8
2023,NBA,Naji Marshall,marshna01,25.0,NOP,SF,77,21.0,1792,5.0,11.5,0.433,1.3,4.4,0.303,3.6,7.1,0.513,0.49,2.8,3.5,0.789,1.0,4.6,5.6,3.8,1.1,0.3,1.9,2.3,14.0
2023,NBA,Caleb Martin,martica02,27.0,MIA,SF,71,49.0,2077,4.4,9.5,0.464,1.5,4.1,0.356,2.9,5.4,0.545,0.54,1.6,2.0,0.805,1.5,4.4,6.0,2.0,1.2,0.5,1.4,2.5,11.8
2023,NBA,Cody Martin,martico01,27.0,CHO,SF,7,0.0,134,3.8,9.7,0.389,0.8,3.8,0.214,3.0,5.9,0.5,0.431,1.1,1.9,0.571,2.1,4.3,6.4,3.0,1.1,0.3,0.5,3.5,9.4
2023,NBA,KJ Martin,martike04,22.0,HOU,SF,82,49.0,2292,6.4,11.3,0.569,1.1,3.4,0.315,5.4,7.9,0.679,0.617,2.4,3.5,0.68,2.0,5.1,7.1,1.9,0.6,0.5,1.4,2.3,16.3
2023,NBA,Tyrese Martin,martity01,23.0,ATL,SG,16,0.0,66,4.9,12.5,0.391,0.5,3.8,0.143,4.4,8.7,0.5,0.413,1.1,1.1,1.0,2.7,3.8,6.5,1.1,0.5,0.0,1.1,1.1,11.5
2023,NBA,Garrison Mathews,mathega01,26.0,2TM,SG,54,0.0,686,3.8,10.5,0.363,3.3,9.4,0.35,0.5,1.1,0.476,0.52,2.5,2.8,0.906,0.6,3.3,3.8,1.4,1.3,0.3,1.0,3.3,13.5
2023,NBA,Garrison Mathews,mathega01,26.0,HOU,SG,45,0.0,602,3.6,10.2,0.353,3.2,9.3,0.342,0.4,0.9,0.467,0.509,2.5,2.7,0.911,0.6,3.1,3.7,1.4,1.4,0.2,1.1,3.3,12.8
2023,NBA,Garrison Mathews,mathega01,26.0,ATL,SG,9,0.0,84,5.6,13.3,0.419,4.3,10.7,0.4,1.3,2.6,0.5,0.581,3.0,3.4,0.875,0.4,4.3,4.7,1.3,0.4,0.4,0.4,2.6,18.4
2023,NBA,Bennedict Mathurin,mathube01,20.0,IND,SG,78,17.0,2222,6.7,15.4,0.434,1.6,5.0,0.323,5.1,10.4,0.488,0.487,6.1,7.4,0.828,1.4,3.7,5.2,1.9,0.8,0.2,2.5,2.6,21.1
2023,NBA,Wesley Matthews,matthwe02,36.0,MIL,SF,52,0.0,820,2.5,7.0,0.363,1.7,5.4,0.315,0.8,1.6,0.528,0.484,1.1,1.2,0.857,1.5,3.5,5.0,1.5,0.9,0.6,0.8,3.1,7.9
2023,NBA,Tyrese Maxey,maxeyty01,22.0,PHI,SG,60,41.0,2016,7.8,16.3,0.481,2.9,6.6,0.434,5.0,9.7,0.513,0.568,3.2,3.8,0.845,0.4,2.7,3.1,3.8,0.9,0.1,1.4,2.4,21.7
2023,NBA,Skylar Mays,mayssk01,25.0,POR,PG,6,6.0,189,6.5,13.0,0.5,2.3,5.0,0.462,4.2,8.0,0.524,0.588,2.3,2.5,0.923,0.4,3.2,3.6,9.5,1.1,0.2,1.9,2.1,17.5
2023,NBA,Miles McBride,mcbrimi01,22.0,NYK,PG,64,2.0,760,3.6,10.2,0.358,1.9,6.3,0.299,1.8,3.8,0.457,0.451,1.3,2.0,0.667,0.6,1.8,2.4,3.4,1.8,0.4,1.2,2.8,10.5
2023,NBA,Mac McClung,mccluma01,24.0,PHI,SG,2,0.0,41,7.9,17.6,0.45,3.5,9.7,0.364,4.4,7.9,0.556,0.55,2.6,4.4,0.6,2.6,6.1,8.8,7.9,0.0,0.0,2.6,2.6,22.0
2023,NBA,CJ McCollum,mccolcj01,31.0,NOP,PG,75,75.0,2649,8.0,18.3,0.437,2.9,7.4,0.389,5.1,10.9,0.469,0.515,2.5,3.2,0.769,0.7,3.7,4.5,5.8,1.0,0.5,2.5,2.1,21.3
2023,NBA,T.J. McConnell,mccontj01,30.0,IND,PG,75,6.0,1526,6.7,12.3,0.543,0.6,1.4,0.441,6.1,10.9,0.556,0.568,1.4,1.6,0.853,1.1,4.5,5.5,9.4,1.9,0.2,3.4,2.5,15.3
2023,NBA,Jalen McDaniels,mcdanja01,25.0,2TM,SF,80,24.0,1913,5.3,11.6,0.455,1.4,4.4,0.332,3.8,7.2,0.53,0.518,2.2,2.6,0.841,1.2,5.3,6.5,2.4,1.6,0.6,1.8,3.9,14.2
2023,NBA,Jalen McDaniels,mcdanja01,25.0,CHO,SF,56,21.0,1494,5.3,11.9,0.447,1.6,4.9,0.322,3.8,7.0,0.534,0.513,2.1,2.5,0.846,1.1,5.4,6.5,2.7,1.6,0.7,1.9,3.8,14.3
2023,NBA,Jalen McDaniels,mcdanja01,25.0,PHI,SF,24,3.0,419,5.2,10.6,0.488,1.0,2.6,0.4,4.1,8.0,0.516,0.537,2.4,2.9,0.824,1.6,4.9,6.5,1.6,1.5,0.4,1.1,4.4,13.7
2023,NBA,Jaden McDaniels,mcdanja02,22.0,MIN,SF,79,79.0,2416,5.5,10.7,0.517,1.6,4.0,0.398,3.9,6.7,0.588,0.591,1.6,2.1,0.736,1.4,3.2,4.6,2.2,1.1,1.1,1.7,4.1,14.2
2023,NBA,Doug McDermott,mcderdo01,31.0,SAS,SF,64,0.0,1314,6.5,14.3,0.457,3.4,8.2,0.413,3.2,6.2,0.516,0.575,1.5,1.9,0.757,0.6,3.2,3.8,2.5,0.4,0.2,1.6,3.2,17.9
2023,NBA,JaVale McGee,mcgeeja01,35.0,DAL,C,42,7.0,355,8.1,12.7,0.64,0.2,0.5,0.4,7.9,12.2,0.65,0.648,2.4,4.2,0.585,3.0,7.8,10.9,1.1,0.4,2.6,3.7,5.5,18.9
2023,NBA,Bryce McGowens,mcgowbr01,20.0,CHO,SG,46,7.0,787,3.7,9.2,0.396,1.2,3.7,0.325,2.5,5.6,0.443,0.46,2.7,3.7,0.75,0.9,3.3,4.3,2.5,0.7,0.3,2.0,2.2,11.3
2023,NBA,Rodney McGruder,mcgruro01,31.0,DET,SG,32,12.0,524,4.3,10.4,0.408,2.8,6.7,0.423,1.4,3.8,0.382,0.543,1.2,1.5,0.818,1.4,3.7,5.1,1.9,1.1,0.1,0.8,2.7,12.6
2023,NBA,Jordan McLaughlin,mclaujo01,26.0,MIN,PG,43,0.0,678,3.2,7.7,0.421,1.3,4.1,0.308,2.0,3.6,0.552,0.503,0.8,1.0,0.833,0.8,2.5,3.3,7.9,1.7,0.2,1.8,1.5,8.5
2023,NBA,De'Anthony Melton,meltode01,24.0,PHI,SG,77,58.0,2150,4.6,10.9,0.425,2.6,6.7,0.39,2.0,4.2,0.484,0.546,1.2,1.5,0.793,1.2,4.1,5.2,3.3,2.1,0.7,1.7,3.2,13.1
2023,NBA,Sam Merrill,merrisa01,26.0,CLE,SG,5,0.0,59,5.5,13.4,0.409,3.1,11.0,0.278,2.4,2.4,1.0,0.523,1.2,1.2,1.0,0.0,5.5,5.5,3.1,2.4,0.0,0.0,1.8,15.3
2023,NBA,Chimezie Metu,metuch01,25.0,SAC,PF,66,0.0,689,6.7,11.4,0.589,0.5,2.0,0.237,6.3,9.5,0.663,0.61,2.8,3.8,0.74,2.5,7.9,10.3,2.1,1.1,1.1,1.7,4.2,16.8
2023,NBA,Khris Middleton,middlkh01,31.0,MIL,SF,33,19.0,801,8.0,18.2,0.436,2.3,7.3,0.315,5.7,11.0,0.516,0.499,4.1,4.6,0.902,1.3,5.0,6.3,7.3,1.0,0.2,3.2,3.1,22.3
2023,NBA,Patty Mills,millspa02,34.0,BRK,PG,40,2.0,567,5.5,13.3,0.411,3.1,8.5,0.366,2.3,4.8,0.493,0.529,1.6,1.9,0.833,0.5,2.3,2.8,3.6,1.0,0.2,1.9,2.0,15.6
2023,NBA,Shake Milton,miltosh01,26.0,PHI,SG,76,11.0,1567,5.5,11.6,0.479,1.3,3.4,0.378,4.3,8.2,0.521,0.535,2.3,2.7,0.853,0.9,3.5,4.4,5.5,0.6,0.3,2.2,2.8,14.6
2023,NBA,Justin Minaya,minayju01,23.0,POR,SF,4,0.0,89,2.8,9.3,0.304,1.2,4.9,0.25,1.6,4.4,0.364,0.37,0.0,0.4,0.0,1.2,4.9,6.1,1.6,0.8,2.0,1.6,3.6,6.9
2023,NBA,Josh Minott,minotjo01,20.0,MIN,SF,15,0.0,96,6.8,13.5,0.5,0.7,2.3,0.333,6.0,11.3,0.533,0.528,3.0,3.0,1.0,1.9,7.5,9.4,1.9,1.5,2.3,1.1,3.7,17.2
2023,NBA,Davion Mitchell,mitchda01,24.0,SAC,PG,80,9.0,1447,4.5,9.9,0.454,1.6,4.9,0.32,2.9,5.0,0.584,0.533,0.6,0.8,0.806,0.4,2.2,2.6,4.6,1.1,0.4,1.5,2.8,11.2
2023,NBA,Donovan Mitchell,mitchdo01,26.0,CLE,SG,68,68.0,2432,10.1,20.8,0.484,3.6,9.4,0.386,6.4,11.4,0.566,0.572,4.7,5.4,0.867,0.9,3.3,4.3,4.5,1.5,0.4,2.7,2.5,28.5
2023,NBA,Evan Mobley,mobleev01,21.0,CLE,PF,79,79.0,2715,7.0,12.6,0.554,0.3,1.4,0.216,6.7,11.2,0.595,0.566,2.7,4.0,0.674,2.5,6.9,9.4,3.0,0.8,1.6,1.9,2.9,16.9
2023,NBA,Isaiah Mobley,mobleis01,23.0,CLE,PF,12,0.0,84,5.1,12.0,0.429,1.3,3.4,0.375,3.9,8.6,0.45,0.482,1.7,1.7,1.0,1.7,6.9,8.6,1.3,1.7,1.3,0.4,3.4,13.3
2023,NBA,Chima Moneke,monekch01,27.0,SAC,SF,2,0.0,8,4.5,9.0,0.5,0.0,0.0,,4.5,9.0,0.5,0.5,0.0,9.0,0.0,9.0,0.0,9.0,4.5,0.0,0.0,9.0,9.0,9.0
2023,NBA,Malik Monk,monkma01,24.0,SAC,SG,77,0.0,1719,7.5,16.7,0.448,3.0,8.3,0.359,4.5,8.3,0.538,0.538,3.9,4.3,0.889,0.7,3.6,4.3,6.2,1.0,0.4,3.1,2.6,21.8
2023,NBA,Moses Moody,moodymo01,20.0,GSW,SG,63,3.0,817,4.8,10.0,0.476,2.2,5.9,0.363,2.6,4.1,0.641,0.584,1.6,2.3,0.698,1.2,3.4,4.6,2.2,0.8,0.3,1.5,2.4,13.3
2023,NBA,Xavier Moon,moonxa01,28.0,LAC,SG,4,0.0,20,5.4,16.2,0.333,1.8,5.4,0.333,3.6,10.8,0.333,0.389,0.0,0.0,,0.0,5.4,5.4,9.0,0.0,0.0,1.8,3.6,12.6
2023,NBA,Wendell Moore Jr.,moorewe01,21.0,MIN,SG,29,2.0,153,4.2,10.1,0.419,0.5,4.0,0.118,3.8,6.1,0.615,0.442,0.9,1.2,0.8,0.9,3.3,4.2,4.2,1.9,1.2,1.9,3.1,9.9
2023,NBA,Ja Morant,moranja01,23.0,MEM,PG,61,59.0,1948,10.5,22.4,0.466,1.7,5.5,0.307,8.8,16.9,0.519,0.504,6.9,9.2,0.748,1.1,5.5,6.6,9.1,1.2,0.3,3.8,1.8,29.5
2023,NBA,Markieff Morris,morrima02,33.0,2TM,PF,35,2.0,355,4.8,11.7,0.409,2.8,7.2,0.394,1.9,4.5,0.432,0.53,1.0,1.0,1.0,1.3,5.9,7.2,3.1,0.9,0.5,1.8,4.9,13.4
2023,NBA,Markieff Morris,morrima02,33.0,BRK,PF,27,1.0,285,4.2,10.4,0.402,2.5,6.2,0.408,1.6,4.2,0.394,0.524,1.3,1.3,1.0,1.6,5.8,7.5,3.2,1.0,0.6,1.8,4.2,12.1
2023,NBA,Markieff Morris,morrima02,33.0,DAL,PF,8,1.0,70,7.2,17.0,0.424,4.1,11.3,0.364,3.1,5.7,0.545,0.545,0.0,0.0,,0.0,6.2,6.2,3.1,0.5,0.0,2.1,7.7,18.5
2023,NBA,Marcus Morris,morrima03,33.0,LAC,PF,65,65.0,1825,5.4,12.7,0.426,2.2,6.1,0.364,3.2,6.6,0.484,0.513,1.3,1.7,0.782,0.6,4.5,5.1,2.2,0.8,0.4,1.1,2.7,14.4
2023,NBA,Monte Morris,morrimo01,27.0,WAS,PG,62,61.0,1695,5.2,10.9,0.48,1.7,4.3,0.382,3.6,6.6,0.543,0.555,1.4,1.6,0.831,0.6,3.9,4.5,6.9,0.9,0.3,1.3,1.6,13.5
2023,NBA,Trey Murphy III,murphtr02,22.0,NOP,SF,79,65.0,2448,5.7,11.8,0.484,3.0,7.3,0.406,2.7,4.5,0.611,0.61,2.5,2.8,0.905,0.9,3.3,4.1,1.6,1.3,0.6,0.9,2.3,16.9
2023,NBA,Dejounte Murray,murrade01,26.0,ATL,SG,74,74.0,2693,8.2,17.6,0.464,1.8,5.2,0.344,6.4,12.5,0.514,0.514,2.1,2.5,0.832,0.7,4.5,5.2,6.0,1.5,0.3,2.1,1.4,20.3
2023,NBA,Jamal Murray,murraja01,25.0,DEN,PG,65,65.0,2133,8.0,17.6,0.454,2.9,7.3,0.398,5.1,10.3,0.494,0.537,3.0,3.6,0.833,0.8,3.5,4.3,6.8,1.1,0.3,2.4,1.7,21.9
2023,NBA,Keegan Murray,murrake02,22.0,SAC,SF,80,78.0,2382,5.4,11.8,0.453,3.1,7.6,0.411,2.2,4.2,0.527,0.584,0.9,1.2,0.765,1.3,4.3,5.6,1.5,0.9,0.6,0.9,2.4,14.8
2023,NBA,Mike Muscala,muscami01,31.0,2TM,C,63,9.0,945,5.0,11.1,0.449,3.1,7.9,0.391,1.9,3.2,0.588,0.587,1.5,2.0,0.769,1.4,6.3,7.7,1.9,0.6,0.9,0.9,3.7,14.6
2023,NBA,Mike Muscala,muscami01,31.0,OKC,C,43,5.0,622,5.2,11.7,0.438,3.2,8.2,0.394,1.9,3.5,0.541,0.576,1.8,2.3,0.795,1.3,6.5,7.8,2.2,0.6,1.1,0.8,4.1,15.3
2023,NBA,Mike Muscala,muscami01,31.0,BOS,C,20,4.0,323,4.7,9.9,0.472,2.8,7.2,0.385,1.9,2.7,0.708,0.612,1.0,1.4,0.692,1.6,6.0,7.6,1.3,0.4,0.6,1.0,3.1,13.2
2023,NBA,Svi Mykhailiuk,mykhasv01,25.0,2TM,SF,32,8.0,468,5.9,13.3,0.445,3.2,7.6,0.424,2.7,5.7,0.473,0.566,2.0,3.0,0.667,1.2,2.9,4.1,4.1,1.2,0.3,1.8,1.8,17.1
2023,NBA,Svi Mykhailiuk,mykhasv01,25.0,NYK,SF,13,0.0,40,5.4,10.8,0.5,5.4,9.0,0.6,0.0,1.8,0.0,0.75,2.7,4.5,0.6,0.0,6.3,6.3,0.9,0.9,0.0,1.8,0.9,18.9
2023,NBA,Svi Mykhailiuk,mykhasv01,25.0,CHO,SF,19,8.0,428,6.0,13.5,0.441,3.0,7.5,0.404,2.9,6.1,0.486,0.553,1.9,2.9,0.676,1.3,2.6,3.9,4.4,1.2,0.3,1.9,1.9,16.9
